<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260429,12.32,12.41,12.32,12.41,110
BMSCITH-O,20260429,12.16,12.16,12.16,12.16,1
BSET100-O,20260429,12.2,12.2,10.77,10.77,66
CHINA-O,20260429,7.35,7.35,7.33,7.33,40
GLD-O,20260429,5.94,6.94,5.94,5.94,952
TDEX-O,20260429,6.7,9.56,6.7,9.55,328
1DIV,20260429,12.29,12.42,12.29,12.41,21600
1I01BSET50,20260429,3.91,3.91,3.9,3.9,26300
2I01BSET50,20260429,3.07,3.07,3.01,3.01,729600
2X01BSET50,20260429,6.92,7.04,6.92,7.04,123800
BMSCG,20260429,8.04,8.18,8.04,8.18,2300
BMSCITH,20260429,11.95,12.21,11.95,12.17,180500
BSET100,20260429,10.85,10.85,10.82,10.82,68300
CHINA,20260429,7.33,7.4,7.33,7.4,92400
GLD,20260429,5.94,5.96,5.93,5.94,2341800
TDEX,20260429,9.46,9.56,9.46,9.54,2058300
UBOT,20260429,14.28,14.28,13.99,13.99,1400
UHERO,20260429,8.19,8.29,8.19,8.29,1100
2S,20260429,2.68,2.72,2.68,2.72,94400
3BBIF,20260429,6.8,6.9,6.75,6.9,19463400
88TH,20260429,4.5,4.54,4.5,4.54,850300
A5,20260429,1.84,1.84,1.83,1.84,5500
AAI,20260429,3.4,3.96,3.4,3.76,38382300
AAV,20260429,1.08,1.08,1.06,1.07,52452500
ABM,20260429,0.5,0.52,0.5,0.5,15000
ACC,20260429,0.43,0.45,0.42,0.44,20008900
ACE,20260429,1.27,1.28,1.26,1.28,6001000
ACG,20260429,0.61,0.66,0.61,0.65,48400
ADB,20260429,0.57,0.58,0.56,0.58,23500
ADD,20260429,3.1,3.12,3.1,3.1,38100
ADVANC,20260429,349,349,346,348,4093200
ADVICE,20260429,5.7,5.9,5.7,5.85,3548200
AE,20260429,0.07,0.08,0.07,0.07,1524000
AEONTS,20260429,92,94.25,91.75,94.25,503500
AF,20260429,0.36,0.36,0.36,0.36,10700
AFC,20260429,3.02,3.12,3,3.1,14400
AGE,20260429,1.19,1.24,1.18,1.23,2074200
AH,20260429,13.3,13.3,13,13.1,407800
AHC,20260429,14,14,13.9,14,4700
AI,20260429,2.94,2.94,2.9,2.9,116900
AIE,20260429,1.12,1.17,1.12,1.15,3890200
AIMCG,20260429,1.37,1.38,1.37,1.37,122800
AIMIRT,20260429,11.4,11.6,11.3,11.4,539300
AIRA,20260429,1.11,1.11,1.11,1.11,3000
AIT,20260429,4.72,4.74,4.7,4.7,228900
AJ,20260429,2.82,2.88,2.76,2.8,12943400
AJA,20260429,0.15,0.16,0.15,0.15,360800
AKP,20260429,0.7,0.71,0.7,0.71,729200
AKR,20260429,0.94,0.94,0.93,0.93,3106900
ALLA,20260429,1.24,1.25,1.24,1.25,794600
ALLY,20260429,4.54,4.64,4.54,4.62,787900
ALPHAX,20260429,0.36,0.37,0.36,0.36,964600
ALT,20260429,1.2,1.32,1.2,1.23,10475400
ALUCON,20260429,245,245,240,240,4300
AMA,20260429,3.86,3.9,3.84,3.88,165900
AMANAH,20260429,0.63,0.64,0.62,0.64,455300
AMARC,20260429,4.14,4.3,4,4.04,6398900
AMARIN,20260429,2.78,2.94,2.74,2.94,4600
AMATA,20260429,20.1,21.1,19.8,21,37899500
AMATAR,20260429,6.8,6.8,6.75,6.8,59000
AMATAV,20260429,1.94,1.95,1.93,1.94,34400
AMC,20260429,2.3,2.34,2.3,2.34,9400
AMR,20260429,0.33,0.33,0.3,0.32,689000
ANAN,20260429,0.35,0.36,0.35,0.35,507300
ANI,20260429,2.56,2.56,2.48,2.56,26200
AOT,20260429,51.5,51.75,50.5,51,56158900
AP,20260429,8.45,8.65,8.45,8.6,12999600
APCO,20260429,2.66,2.66,2.62,2.66,41600
APCS,20260429,1.46,1.5,1.45,1.5,68100
