<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260427,12.24,12.55,12.23,12.24,108
BMSCITH-O,20260427,12.03,12.1,12.03,12.1,17
BSET100-O,20260427,10.7,10.8,10.7,10.8,147
CHINA-O,20260427,7.32,7.32,7.32,7.32,28
GLD-O,20260427,6.05,6.06,6.05,6.05,461
TDEX-O,20260427,9.45,9.52,9.45,9.49,345
1DIV,20260427,12.23,12.27,12.2,12.27,67900
1I01BSET50,20260427,3.93,3.93,3.92,3.92,5100
2I01BSET50,20260427,3.1,3.1,3.04,3.07,431600
2X01BSET50,20260427,6.84,6.97,6.84,6.93,78100
BMSCG,20260427,7.96,8.04,7.96,8.04,800
BMSCITH,20260427,12.03,12.22,12,12.18,63300
BSET100,20260427,10.67,10.82,10.67,10.79,56200
CHINA,20260427,7.32,7.32,7.3,7.31,7100
GLD,20260427,6.03,6.05,6.03,6.03,370400
TDEX,20260427,9.42,9.52,9.42,9.49,1317900
UBOT,20260427,13.89,13.89,13.89,13.89,200
UHERO,20260427,8.29,8.29,8.29,8.29,700
2S,20260427,2.7,2.7,2.6,2.66,190800
3BBIF,20260427,6.75,6.8,6.7,6.75,9588100
88TH,20260427,4.72,4.78,4.68,4.7,640100
A5,20260427,1.85,1.85,1.83,1.84,24100
AAI,20260427,3.4,3.42,3.36,3.38,3892700
AAV,20260427,1.1,1.1,1.06,1.08,122833500
ABM,20260427,0.5,0.5,0.5,0.5,700
ACC,20260427,0.38,0.4,0.38,0.4,4700400
ACE,20260427,1.27,1.28,1.27,1.28,344300
ACG,20260427,0.7,0.71,0.68,0.7,149400
ADB,20260427,0.59,0.59,0.57,0.58,173700
ADD,20260427,3.16,3.18,3.12,3.12,43500
ADVANC,20260427,350,351,348,348,3633800
ADVICE,20260427,5.55,5.7,5.55,5.65,2173400
AE,20260427,0.07,0.08,0.07,0.07,2862600
AEONTS,20260427,90.5,92.75,90.5,92.75,551500
AF,20260427,0.38,0.38,0.36,0.36,72500
AFC,20260427,3.06,3.08,3.04,3.04,13800
AGE,20260427,1.16,1.2,1.15,1.15,2073200
AH,20260427,13,13.1,12.9,13,27300
AHC,20260427,13.3,13.9,13.3,13.9,2700
AI,20260427,2.9,2.92,2.88,2.9,81100
AIE,20260427,1.13,1.13,1.1,1.1,1367900
AIMCG,20260427,1.34,1.35,1.32,1.33,230300
AIMIRT,20260427,11.2,11.4,11.2,11.4,400600
AIRA,20260427,1.1,1.1,1.1,1.1,100
AIT,20260427,4.7,4.72,4.7,4.7,281700
AJ,20260427,2.46,2.56,2.42,2.52,5810500
AJA,20260427,0.16,0.16,0.15,0.16,747300
AKP,20260427,0.69,0.71,0.69,0.71,481100
AKR,20260427,0.95,0.95,0.93,0.94,1110100
ALLA,20260427,1.25,1.25,1.24,1.25,269800
ALLY,20260427,4.52,4.54,4.5,4.52,591600
ALPHAX,20260427,0.36,0.38,0.36,0.36,6930100
ALT,20260427,1.25,1.25,1.19,1.19,1460600
ALUCON,20260427,237,238,237,238,1400
AMA,20260427,3.9,3.9,3.86,3.88,116100
AMANAH,20260427,0.63,0.65,0.63,0.64,517100
AMARC,20260427,3.62,3.94,3.62,3.92,3131300
AMATA,20260427,20.4,20.5,20.1,20.4,10588400
AMATAR,20260427,6.75,6.75,6.65,6.7,40100
AMATAV,20260427,1.93,1.93,1.92,1.93,17600
AMC,20260427,2.3,2.3,2.3,2.3,2000
AMR,20260427,0.29,0.29,0.28,0.29,464600
ANAN,20260427,0.37,0.37,0.35,0.36,2047200
ANI,20260427,2.5,2.66,2.5,2.56,14200
AOT,20260427,54.5,54.75,53.75,54,15852400
AP,20260427,8.5,8.65,8.5,8.5,6946900
APCO,20260427,2.7,2.74,2.6,2.64,385800
APCS,20260427,1.46,1.46,1.4,1.45,36500
