<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260127,11.66,11.7,11.66,11.68,47
2I01BSET50-O,20260127,4.14,4.14,4.13,4.13,52
2X01BSET50-O,20260127,5.7,5.7,5.7,5.7,20
BMSCITH-O,20260127,10.41,10.5,10.41,10.5,140
BSET100-O,20260127,9.58,9.58,9.58,9.58,20
CHINA-O,20260127,6.93,6.93,6.93,6.93,38
GLD-O,20260127,6.28,6.32,6.23,6.27,1977
TDEX-O,20260127,8.1,8.79,8.1,8.77,386
1DIV,20260127,11.7,11.7,11.65,11.69,4300
1I01BSET50,20260127,4.56,4.56,4.54,4.54,1600
2I01BSET50,20260127,4.21,4.21,4.06,4.07,1408500
2X01BSET50,20260127,5.51,5.69,5.51,5.67,118600
BMSCG,20260127,7.43,7.43,7.41,7.41,3700
BMSCITH,20260127,10.29,10.5,10.29,10.5,616900
BSET100,20260127,9.41,9.59,9.41,9.58,234400
CHINA,20260127,6.93,6.93,6.91,6.92,28100
GLD,20260127,6.3,6.3,6.22,6.27,6086100
TDEX,20260127,8.62,8.79,8.62,8.75,800000
UBOT,20260127,14.18,14.18,14.18,14.18,600
UHERO,20260127,9.39,9.49,9.39,9.49,3100
2S,20260127,2.48,2.52,2.48,2.5,69100
3BBIF,20260127,6.35,6.45,6.35,6.45,7394200
88TH,20260127,4.46,4.5,4.32,4.44,5088200
A5,20260127,1.84,1.84,1.71,1.82,127400
AAI,20260127,4.24,4.24,4.18,4.18,867500
AAV,20260127,1.13,1.15,1.13,1.14,105137400
ABM,20260127,0.62,0.62,0.59,0.59,2800
ACC,20260127,0.4,0.41,0.39,0.39,2006800
ACE,20260127,1.3,1.3,1.29,1.29,1070300
ACG,20260127,0.56,0.61,0.56,0.6,5900
ADB,20260127,0.58,0.58,0.56,0.58,26500
ADD,20260127,3.6,3.9,3.58,3.8,44400
ADVANC,20260127,349,354,347,351,7849800
ADVICE,20260127,5.6,5.8,5.6,5.7,1175400
AE,20260127,0.08,0.1,0.08,0.09,4192600
AEONTS,20260127,98,98.75,97.5,98,775500
AF,20260127,0.31,0.34,0.31,0.33,236600
AFC,20260127,3.48,3.48,3.42,3.42,3000
AGE,20260127,1.27,1.28,1.27,1.28,170400
AH,20260127,12.9,13.1,12.9,13,140600
AI,20260127,2.98,3.02,2.98,3,68000
AIE,20260127,1.02,1.03,1.01,1.02,250000
AIMCG,20260127,1.67,1.67,1.66,1.67,73400
AIMIRT,20260127,10.8,10.8,10.7,10.7,248900
