<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260324,11.9,11.95,11.9,11.95,88
2I01BSET50-O,20260324,3.42,3.42,3.42,3.42,46
2X01BSET50-O,20260324,6.5,6.5,6.5,6.5,50
BMSCITH-O,20260324,11.56,11.56,11.54,11.54,20
BSET100-O,20260324,10.29,10.29,10.27,10.27,5
CHINA-O,20260324,6.88,6.88,6.88,6.88,20
GLD-O,20260324,5.63,5.7,5.63,5.68,701
TDEX-O,20260324,9.18,9.18,9.08,9.14,289
1DIV,20260324,11.9,11.97,11.88,11.97,6500
1I01BSET50,20260324,4.1,4.13,4.09,4.09,16000
2I01BSET50,20260324,3.36,3.37,3.31,3.35,1456500
2X01BSET50,20260324,6.5,6.54,6.44,6.52,596800
BMSCG,20260324,7.43,7.43,7.43,7.43,600
BMSCITH,20260324,11.59,11.63,11.54,11.61,143800
BSET100,20260324,10.33,10.38,10.33,10.33,9600
CHINA,20260324,6.88,6.9,6.84,6.86,59800
GLD,20260324,5.61,5.69,5.61,5.67,5410700
TDEX,20260324,9.08,9.19,9.08,9.16,178800
UBOT,20260324,12.79,12.79,12.79,12.79,1100
UHERO,20260324,8.09,8.09,8.09,8.09,100
2S,20260324,2.5,2.56,2.5,2.56,16800
3BBIF,20260324,6.5,6.55,6.5,6.5,3785100
88TH,20260324,4.88,4.94,4.82,4.82,1289800
A5,20260324,1.72,1.83,1.72,1.83,2400
AAI,20260324,3.44,3.46,3.42,3.42,2926100
AAV,20260324,1.08,1.11,1.08,1.08,98084500
ABM,20260324,0.58,0.59,0.56,0.56,111200
ACC,20260324,0.37,0.39,0.37,0.38,2428900
ACE,20260324,1.29,1.3,1.28,1.29,390400
ACG,20260324,0.63,0.64,0.62,0.64,110500
ADB,20260324,0.56,0.59,0.56,0.58,135000
ADD,20260324,3.48,3.48,3.42,3.46,9300
ADVANC,20260324,372,372,367,368,5549500
ADVICE,20260324,5.35,5.45,5.3,5.4,1515000
AE,20260324,0.08,0.09,0.07,0.09,870000
AEONTS,20260324,88.5,89.5,88.25,88.25,226000
AF,20260324,0.36,0.36,0.36,0.36,500
AFC,20260324,3.04,3.08,3.04,3.04,1500
AGE,20260324,1.45,1.45,1.39,1.4,12190600
AH,20260324,12.9,12.9,12.8,12.8,66300
AHC,20260324,13,13.4,13,13,3100
AI,20260324,2.92,2.94,2.88,2.88,159900
AIE,20260324,1.3,1.3,1.21,1.23,7178200
