<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260225,12.41,12.42,12.37,12.42,29
2I01BSET50-O,20260225,3.08,3.15,3.07,3.08,181
2X01BSET50-O,20260225,7.38,7.4,7.3,7.38,201
BMSCITH-O,20260225,12.07,12.13,12.07,12.13,108
BSET100-O,20260225,10.96,10.96,10.96,10.96,11
CHINA-O,20260225,6.98,6.98,6.98,6.98,80
GLD-O,20260225,6.33,6.34,6.31,6.33,691
TDEX-O,20260225,9.66,9.73,9.66,9.7,918
UBOT-O,20260225,14.59,14.59,14.59,14.59,21
1DIV,20260225,12.37,12.42,12.35,12.36,64900
1I01BSET50,20260225,3.92,3.93,3.92,3.92,4800
2I01BSET50,20260225,3.09,3.1,3.05,3.05,3225000
2X01BSET50,20260225,7.32,7.44,7.31,7.4,365900
BMSCG,20260225,8.27,8.35,8.27,8.27,2300
BMSCITH,20260225,12.04,12.21,12.02,12.2,1044700
BSET100,20260225,10.91,11.01,10.91,10.95,461000
CHINA,20260225,6.94,6.98,6.94,6.95,542800
GLD,20260225,6.32,6.34,6.31,6.34,1292400
TDEX,20260225,9.56,9.75,9.56,9.71,2645900
UBOT,20260225,14.59,14.59,14.59,14.59,200
UHERO,20260225,8.39,8.49,8.39,8.39,4700
2S,20260225,2.66,2.76,2.66,2.7,75300
3BBIF,20260225,6.5,6.65,6.5,6.65,10766800
88TH,20260225,4.9,5.1,4.84,5.05,4827200
A,20260225,4.84,4.84,4.84,4.84,100
A5,20260225,1.81,1.85,1.66,1.82,195400
AAI,20260225,4.24,4.26,4.18,4.18,10070200
AAV,20260225,1.41,1.43,1.35,1.35,272236600
ABM,20260225,0.61,0.65,0.61,0.65,5600
ACC,20260225,0.43,0.44,0.41,0.42,2731600
ACE,20260225,1.3,1.3,1.29,1.29,2302500
ACG,20260225,0.6,0.61,0.59,0.61,24300
ADB,20260225,0.6,0.6,0.59,0.6,614500
ADD,20260225,4.1,4.1,4.06,4.08,135500
ADVANC,20260225,402,410,402,404,8912600
ADVICE,20260225,6,6.05,5.85,5.9,3898100
AE,20260225,0.09,0.1,0.09,0.09,1510200
AEONTS,20260225,96.75,99,96.25,97.75,1885400
AF,20260225,0.37,0.39,0.37,0.37,19100
AFC,20260225,3.12,3.18,3.04,3.04,5000
AGE,20260225,1.38,1.42,1.37,1.42,650600
AH,20260225,14.9,15.3,14.9,15,114600
AHC,20260225,13.3,13.6,13.3,13.6,3100
AI,20260225,3.06,3.08,3.02,3.06,469000
AIE,20260225,1.1,1.12,1.08,1.08,1375500
AIMCG,20260225,1.42,1.47,1.42,1.44,701500
AIMIRT,20260225,11.1,11.3,11,11.3,699500
AIRA,20260225,1.12,1.12,1.11,1.11,2100
AIT,20260225,4.98,5,4.92,4.96,5832900
AJ,20260225,2.04,2.04,1.93,1.93,7035400
AJA,20260225,0.17,0.18,0.17,0.17,6940900
AKP,20260225,0.76,0.76,0.73,0.73,7162000
AKR,20260225,0.9,0.92,0.9,0.91,4083000
AKS,20260225,0.03,0.03,0.02,0.02,421200
ALLA,20260225,1.25,1.25,1.24,1.25,328800
ALLY,20260225,4.4,4.42,4.38,4.38,669600
ALPHAX,20260225,0.48,0.49,0.47,0.48,3697700
ALT,20260225,1.15,1.15,1.09,1.12,753500
ALUCON,20260225,219,222,218,220,1200
AMA,20260225,4.2,4.22,4.16,4.2,714400
AMANAH,20260225,0.81,0.82,0.79,0.81,1364300
AMARC,20260225,3.52,3.56,3.44,3.48,4232700
AMARIN,20260225,3,3,2.56,2.82,54000
AMATA,20260225,19.8,19.8,19.3,19.5,21841500
AMATAR,20260225,6.75,6.75,6.7,6.75,91400
AMATAV,20260225,2.26,2.6,2.26,2.4,3373500
AMC,20260225,2.12,2.12,2.08,2.1,13800
AMR,20260225,0.42,0.44,0.42,0.44,106600
ANAN,20260225,0.43,0.44,0.41,0.42,5908500
ANI,20260225,2.9,2.98,2.8,2.86,434500
AOT,20260225,52.75,53.5,51.75,53.25,66151600
AP,20260225,9.45,9.7,9.45,9.55,18242400
APCO,20260225,2.82,2.82,2.76,2.82,31400
APCS,20260225,1.27,1.27,1.26,1.26,59500
APO,20260225,2.06,2.14,2.06,2.08,868700
APP,20260225,2.88,2.9,2.7,2.7,4246800
APURE,20260225,2.4,2.56,2.4,2.44,544800
AQUA,20260225,0.15,0.16,0.15,0.15,5554200
ARIN,20260225,0.64,0.65,0.62,0.63,1892800
ARIP,20260225,0.48,0.49,0.46,0.46,832500
ARROW,20260225,5.25,5.35,5.2,5.35,163600
AS,20260225,3.24,3.4,3.22,3.28,9956200
ASAP,20260225,1.19,1.26,1.14,1.26,76200
ASEFA,20260225,4.18,4.2,4.12,4.12,268600
ASIA,20260225,6.2,6.2,6.15,6.2,4200
ASIAN,20260225,7.75,7.8,7.65,7.7,787800
ASIMAR,20260225,1.68,1.69,1.68,1.69,220200
ASK,20260225,9.9,9.95,9.85,9.85,630000
ASN,20260225,0.77,0.77,0.76,0.76,20000
ASP,20260225,2.32,2.38,2.32,2.36,1111400
ASW,20260225,7.1,7.25,7.1,7.2,167700
ATLAS,20260225,1.97,2.02,1.95,1.96,34490700
ATP30,20260225,0.93,0.94,0.92,0.94,224200
AU,20260225,5.15,5.35,5.15,5.2,2864500
AUCT,20260225,5.4,5.5,5.35,5.35,1015500
AURA,20260225,14.8,15.7,14.7,15.6,5841200
AWC,20260225,2.58,2.58,2.54,2.56,59166900
AXTRART,20260225,13.3,13.3,13.2,13.3,814800
AYUD,20260225,39.75,40.5,39.5,39.75,60100
B,20260225,0.04,0.05,0.04,0.04,7940100
B-WORK,20260225,5.3,5.45,5.3,5.45,172100
B52,20260225,0.31,0.31,0.3,0.3,35800
BA,20260225,18.4,18.6,18.1,18.1,6050000
BAFS,20260225,9.65,9.95,9.65,9.8,357400
BAM,20260225,7.45,7.65,7.4,7.6,32102400
BANPU,20260225,5.9,6.1,5.85,6.05,32485200
BAREIT,20260225,11.1,11.1,11,11.1,155900
BAY,20260225,27.25,27.25,26,26,2001800
BBGI,20260225,3.3,3.34,3.24,3.28,894100
BBIK,20260225,21.7,21.7,21.1,21.2,1531900
BBL,20260225,175.5,176.5,170.5,172,25074500
BC,20260225,0.72,0.72,0.69,0.69,222100
BCH,20260225,11.1,11.4,10.9,11.2,22190100
BCP,20260225,37.5,38.25,37.5,37.75,10817200
BCPG,20260225,8.6,8.65,8.35,8.4,12344900
BCT,20260225,50,50.5,50,50.5,200
BDMS,20260225,21.5,21.6,21.2,21.4,64096500
BE8,20260225,6.1,6.1,5.8,5.9,700500
BEAUTY,20260225,0.4,0.41,0.39,0.39,4960800
BEC,20260225,2.18,2.22,2.14,2.18,4258200
BEM,20260225,5.9,6,5.85,5.95,36729800
BEYOND,20260225,8.6,8.65,8.5,8.6,58400
BGC,20260225,4.26,4.32,4.26,4.32,101700
BGRIM,20260225,15.8,15.9,15.1,15.3,31132200
