<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260112,11.3,11.45,11.3,11.43,80
2I01BSET50-O,20260112,4.69,4.69,4.69,4.69,29
2X01BSET50-O,20260112,5,5,5,5,99
BSET100-O,20260112,9,9,9,9,1
CHINA-O,20260112,7,7,6.98,6.98,70
GLD-O,20260112,5.59,5.68,5.59,5.64,555
TDEX-O,20260112,8.28,8.28,8.22,8.23,646
1DIV,20260112,11.49,11.49,11.41,11.44,90900
1I01BSET50,20260112,4.85,4.85,4.85,4.85,400
2I01BSET50,20260112,4.64,4.73,4.63,4.71,320100
2X01BSET50,20260112,5.04,5.06,4.96,4.97,168800
BMSCG,20260112,7.34,7.34,7.2,7.2,2200
BMSCITH,20260112,9.73,9.73,9.65,9.66,40500
BSET100,20260112,9.03,9.03,8.96,9,40000
CHINA,20260112,6.97,7.02,6.96,7.01,390500
GLD,20260112,5.62,5.65,5.61,5.65,4587200
TDEX,20260112,8.27,8.29,8.21,8.23,168300
2S,20260112,2.46,2.46,2.44,2.44,2900
3BBIF,20260112,6.5,6.5,6.4,6.45,2996900
88TH,20260112,4.22,4.26,4.12,4.14,926900
A,20260112,4.86,4.86,4.86,4.86,200
A5,20260112,1.84,1.84,1.83,1.83,3000
AAI,20260112,4.2,4.2,4.12,4.14,818100
AAV,20260112,1.19,1.19,1.11,1.13,73898300
ABM,20260112,0.63,0.63,0.63,0.63,1000
ACC,20260112,0.45,0.45,0.42,0.42,4003200
ACE,20260112,1.29,1.3,1.28,1.29,1899100
ACG,20260112,0.56,0.57,0.53,0.57,10900
ADB,20260112,0.6,0.6,0.6,0.6,200
ADD,20260112,3.14,3.2,3,3.2,68500
ADVANC,20260112,321,329,320,327,5344000
ADVICE,20260112,5.7,5.75,5.55,5.6,1198400
AE,20260112,0.09,0.1,0.08,0.09,1657700
AEONTS,20260112,98.5,98.5,96.5,98,440000
AF,20260112,0.3,0.31,0.26,0.27,134200
AFC,20260112,3.56,3.56,3.56,3.56,500
AGE,20260112,1.25,1.25,1.23,1.23,398700
AH,20260112,13,13.1,12.7,12.7,171000
AHC,20260112,13.2,13.2,13,13.2,3600
AI,20260112,3,3.02,3,3,44100
AIE,20260112,1.02,1.03,1,1,408000
AIMCG,20260112,1.7,1.71,1.69,1.71,21700
AIMIRT,20260112,10.9,10.9,10.8,10.8,419600
AIRA,20260112,1.14,1.18,1.13,1.13,24200
AIT,20260112,4.94,5,4.94,4.94,301400
AJ,20260112,1.98,1.99,1.85,1.87,1114800
AJA,20260112,0.18,0.18,0.17,0.17,1526200
AKP,20260112,0.6,0.6,0.58,0.58,574700
AKR,20260112,0.86,0.87,0.86,0.87,785500
AKS,20260112,0.02,0.02,0.01,0.02,1042100
ALLA,20260112,1.18,1.18,1.17,1.18,36500
ALLY,20260112,4.46,4.48,4.46,4.46,253300
ALPHAX,20260112,0.49,0.5,0.48,0.48,4346500
ALT,20260112,1.06,1.06,1.02,1.04,415400
ALUCON,20260112,196,198,196,198,500
AMA,20260112,4.14,4.14,4.08,4.1,142700
AMANAH,20260112,0.75,0.76,0.74,0.76,748000
AMARC,20260112,2.4,2.46,2.32,2.36,940000
AMARIN,20260112,2.18,2.18,2.14,2.14,400
AMATA,20260112,15.7,15.7,15.1,15.2,12055000
AMATAR,20260112,6.8,6.8,6.65,6.7,59800
AMATAV,20260112,1.79,1.85,1.78,1.8,73300
AMC,20260112,1.99,2,1.93,1.99,4700
AMR,20260112,0.41,0.41,0.39,0.39,176200
ANAN,20260112,0.41,0.42,0.4,0.4,1204500
ANI,20260112,2.74,2.74,2.66,2.7,34600
AOT,20260112,51.75,52,50.75,51,14705800
AP,20260112,8.85,8.85,8.6,8.65,8565600
APCO,20260112,2.8,2.82,2.78,2.8,27000
APCS,20260112,1.42,1.42,1.42,1.42,100
APO,20260112,1.8,2.02,1.8,1.91,6022100
APP,20260112,2.6,2.6,2.52,2.56,187100
APURE,20260112,2.16,2.16,2.14,2.14,40800
AQUA,20260112,0.15,0.16,0.15,0.16,7178400
ARIN,20260112,0.58,0.6,0.55,0.55,1756500
ARIP,20260112,0.43,0.44,0.42,0.43,533000
ARROW,20260112,5.1,5.1,5,5.1,63300
AS,20260112,3.28,3.3,2.9,2.98,4803200
ASAP,20260112,1.22,1.22,1.2,1.2,200
ASEFA,20260112,3.5,3.5,3.36,3.48,9400
ASIA,20260112,5.35,5.35,5.25,5.35,1200
ASIAN,20260112,7.4,7.4,7.25,7.25,311300
ASIMAR,20260112,1.56,1.56,1.53,1.53,6800
ASK,20260112,7.35,7.35,7.15,7.2,147800
ASN,20260112,0.82,0.83,0.82,0.83,400
ASP,20260112,2.02,2.02,1.99,1.99,416200
ASW,20260112,6.05,6.05,5.95,5.95,62300
ATLAS,20260112,1.77,1.77,1.69,1.69,5106700
ATP30,20260112,0.85,0.86,0.84,0.85,254100
AU,20260112,5.05,5.1,4.76,4.9,1267600
AUCT,20260112,5.3,5.3,5,5.15,329900
AURA,20260112,14,14,13.8,13.8,400500
AWC,20260112,2.02,2.04,1.99,1.99,24445600
AXTRART,20260112,13,13,12.5,12.7,526700
AYUD,20260112,35,35.25,34.75,35.25,30600
B,20260112,0.04,0.05,0.03,0.04,8793300
B-WORK,20260112,5.05,5.15,5.05,5.15,18000
B52,20260112,0.41,0.41,0.39,0.4,258200
BA,20260112,16.2,16.2,15.4,15.4,9212000
BAFS,20260112,8.9,8.9,8.65,8.65,82200
BAM,20260112,8,8,7.8,7.95,8739500
BANPU,20260112,5,5.05,4.94,4.98,84457900
BAREIT,20260112,10.4,10.5,10.3,10.3,544200
BAY,20260112,26,26,25.75,26,1690500
BBGI,20260112,2.72,2.74,2.7,2.7,175300
BBIK,20260112,14.6,14.7,13.8,13.8,568000
BBL,20260112,172,173,170,170.5,5491700
BC,20260112,0.78,0.78,0.78,0.78,27600
BCH,20260112,9.85,9.85,9.45,9.65,20811500
BCP,20260112,28.75,29,28.25,28.75,5400000
BCPG,20260112,6.95,6.95,6.75,6.75,2505200
BCT,20260112,56.75,56.75,54,54,200
BDMS,20260112,18.7,18.7,18.1,18.1,132430400
BE8,20260112,4.82,4.84,4.66,4.68,296900
BEAUTY,20260112,0.49,0.5,0.47,0.47,7825400
BEC,20260112,1.85,1.85,1.8,1.84,921800
BEM,20260112,5.15,5.2,5.15,5.15,6841700
BEYOND,20260112,8.8,8.85,8.7,8.8,237100
BGC,20260112,3.9,3.98,3.9,3.94,891000
BGRIM,20260112,14.5,14.5,14,14.1,7594700
BGT,20260112,0.38,0.39,0.38,0.38,17600
BH,20260112,145,145.5,137.5,138.5,16787900
BIG,20260112,0.3,0.3,0.28,0.29,560600
BIOTEC,20260112,0.19,0.19,0.17,0.17,841500
BIS,20260112,1.97,1.97,1.93,1.95,9100
BIZ,20260112,3.98,4.08,3.98,4,70200
BJC,20260112,14.1,14.1,13.5,13.5,5119500
BJCHI,20260112,0.57,0.57,0.54,0.55,76700
BKA,20260112,0.78,0.79,0.72,0.72,2640300
BKD,20260112,1,1.03,0.98,0.98,584500
BKGI,20260112,1.24,1.25,1.23,1.23,41800
BKIH,20260112,300,300,299,300,1500
BLA,20260112,21.1,21.2,20.8,20.8,1819500
BLAND,20260112,0.44,0.44,0.42,0.43,4192700
BLC,20260112,4.04,4.06,3.94,3.96,491800
BLESS,20260112,0.22,0.23,0.2,0.22,589200
BM,20260112,1.14,1.17,1.13,1.13,103500
BOFFICE,20260112,5.05,5.15,5.05,5.05,236700
BOL,20260112,5.35,5.5,5.3,5.35,44200
BPP,20260112,10.6,10.6,10.3,10.4,329800
BPS,20260112,0.43,0.43,0.41,0.42,113800
BR,20260112,1.66,1.66,1.64,1.65,25100
BRI,20260112,1.52,1.52,1.49,1.51,46100
BROCK,20260112,1.2,1.2,1.2,1.2,45800
BRR,20260112,3.64,3.64,3.6,3.6,206300
BRRGIF,20260112,3.76,3.78,3.76,3.78,193200
BSBM,20260112,0.65,0.66,0.64,0.64,170500
BSM,20260112,0.38,0.38,0.37,0.38,3100
BTC,20260112,0.27,0.27,0.26,0.26,3966100
BTG,20260112,18.7,18.7,18.2,18.4,4665000
