<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260203,11.23,11.26,11.23,11.25,86
2I01BSET50-O,20260203,4.04,4.05,3.97,4.05,72
2X01BSET50-O,20260203,5.75,5.84,5.7,5.73,131
BMSCITH-O,20260203,10.65,10.65,10.65,10.65,1
CHINA-O,20260203,6.8,6.8,6.8,6.8,58
GLD-O,20260203,6.03,6.3,6.03,6.25,1431
TDEX-O,20260203,8.51,8.59,8.48,8.54,363
UBOT-O,20260203,13.89,13.89,13.89,13.89,15
1DIV,20260203,11.17,11.26,11.17,11.19,85800
1I01BSET50,20260203,4.5,4.5,4.48,4.5,1300
2I01BSET50,20260203,4.05,4.06,3.95,4.04,5692700
2X01BSET50,20260203,5.67,5.83,5.67,5.72,465300
ABFTH,20260203,1380,1383,1380,1383,300
BMSCG,20260203,7.53,7.55,7.49,7.55,3500
BMSCITH,20260203,10.52,10.66,10.52,10.55,329900
BSET100,20260203,9.56,9.72,9.56,9.67,190000
CHINA,20260203,6.78,6.91,6.78,6.91,85000
GLD,20260203,6.03,6.3,6.01,6.25,14085200
TDEX,20260203,8.48,8.6,8.48,8.53,493100
UBOT,20260203,13.89,13.89,13.89,13.89,600
UHERO,20260203,9.1,9.1,9.1,9.1,200
2S,20260203,2.48,2.52,2.46,2.52,63900
3BBIF,20260203,6.4,6.6,6.4,6.55,19861600
88TH,20260203,4.42,4.58,4.36,4.5,993900
A,20260203,4.86,4.86,4.84,4.84,200
A5,20260203,1.84,1.84,1.83,1.83,1100
AAI,20260203,4.22,4.26,4.18,4.24,1464400
AAV,20260203,1.16,1.2,1.15,1.19,186805900
ABM,20260203,0.6,0.6,0.59,0.6,31700
ACC,20260203,0.39,0.4,0.39,0.39,3162400
ACE,20260203,1.3,1.3,1.29,1.29,476400
ACG,20260203,0.56,0.58,0.56,0.58,3600
ADB,20260203,0.54,0.6,0.54,0.58,91000
ADD,20260203,3.82,4.12,3.82,4.12,7700
ADVANC,20260203,364,369,357,361,13367600
ADVICE,20260203,5.85,5.95,5.8,5.9,2482800
AE,20260203,0.08,0.09,0.08,0.09,1268600
AEONTS,20260203,95.25,96.5,95,96,926800
AF,20260203,0.33,0.33,0.32,0.32,13600
AFC,20260203,3.24,3.32,3.22,3.28,2500
AGE,20260203,1.23,1.27,1.23,1.25,1816000
AH,20260203,12.9,13.2,12.9,13,56500
AHC,20260203,13.2,13.2,13.2,13.2,1400
AI,20260203,3,3,2.96,2.98,372800
AIE,20260203,1.01,1.03,1.01,1.02,416700
AIMCG,20260203,1.68,1.68,1.65,1.65,43800
AIMIRT,20260203,11,11,10.8,10.8,956000
AIRA,20260203,0.91,0.91,0.91,0.91,200
AIT,20260203,4.98,5,4.96,5,221700
AJ,20260203,1.75,1.82,1.74,1.77,715900
AJA,20260203,0.15,0.16,0.14,0.15,2810800
AKP,20260203,0.67,0.67,0.66,0.67,402400
AKR,20260203,0.83,0.84,0.83,0.84,220800
AKS,20260203,0.02,0.03,0.02,0.02,1908600
ALLA,20260203,1.18,1.18,1.17,1.17,37200
ALLY,20260203,4.4,4.4,4.36,4.36,116600
ALPHAX,20260203,0.49,0.5,0.48,0.48,8488900
ALT,20260203,1.09,1.14,1.09,1.13,639500
ALUCON,20260203,199.5,200,199.5,200,300
AMA,20260203,4.1,4.1,4.08,4.1,91400
AMANAH,20260203,0.74,0.75,0.73,0.74,61600
AMARC,20260203,2.64,2.64,2.56,2.58,1688900
AMARIN,20260203,2.2,2.2,2.18,2.2,2800
AMATA,20260203,15.5,15.7,15.3,15.4,9600100
AMATAR,20260203,6.7,6.7,6.55,6.7,67900
AMATAV,20260203,1.81,1.81,1.8,1.8,16300
AMC,20260203,2.1,2.1,2.1,2.1,100
AMR,20260203,0.38,0.4,0.38,0.4,240300
ANAN,20260203,0.4,0.41,0.4,0.4,1210300
ANI,20260203,2.72,2.76,2.7,2.74,24100
AOT,20260203,51.25,53,51,51.75,44307600
AP,20260203,8.85,9.05,8.85,8.95,10590000
APCO,20260203,2.82,2.82,2.8,2.82,3300
APCS,20260203,1.34,1.34,1.34,1.34,100
APO,20260203,1.83,1.85,1.83,1.85,447800
APP,20260203,2.52,2.56,2.52,2.54,357900
APURE,20260203,2.18,2.18,2.16,2.18,3900
AQUA,20260203,0.14,0.15,0.14,0.15,468300
ARIN,20260203,0.57,0.58,0.56,0.56,843600
ARIP,20260203,0.43,0.44,0.43,0.44,1251300
ARROW,20260203,5,5,4.94,5,37100
AS,20260203,2.76,2.84,2.76,2.78,1181400
ASAP,20260203,1.11,1.45,1.11,1.15,64200
ASEFA,20260203,3.58,3.66,3.46,3.5,5600
ASIA,20260203,6.2,6.2,6.05,6.05,800
ASIAN,20260203,7.35,7.45,7.35,7.45,251300
ASIMAR,20260203,1.5,1.51,1.5,1.51,37400
ASK,20260203,7.5,7.7,7.35,7.5,1333600
ASN,20260203,0.77,0.77,0.77,0.77,1000
ASP,20260203,2.06,2.1,2.06,2.1,158400
ASW,20260203,6,6.1,5.95,6,155900
ATLAS,20260203,1.68,1.7,1.66,1.67,4568600
ATP30,20260203,0.87,0.89,0.87,0.87,710600
AU,20260203,4.94,5,4.94,5,245900
AUCT,20260203,5.2,5.2,5.15,5.2,206800
AURA,20260203,12.9,13.1,12.5,12.6,3091900
AWC,20260203,2.22,2.3,2.22,2.26,92011300
AXTRART,20260203,12.7,12.8,12.6,12.8,595500
AYUD,20260203,36.75,36.75,36.5,36.75,8700
B,20260203,0.04,0.04,0.03,0.04,614200
B-WORK,20260203,5.1,5.2,5.1,5.15,129400
B52,20260203,0.29,0.3,0.27,0.29,180200
BA,20260203,15.6,16.1,15.5,16,10697100
BAFS,20260203,8.7,8.7,8.65,8.7,226100
BAM,20260203,7.85,8,7.8,7.85,5690500
BANPU,20260203,5.35,5.45,5.3,5.35,37675600
BAREIT,20260203,10.6,10.7,10.4,10.6,538500
BAY,20260203,25.25,25.75,25.25,25.25,246500
BBGI,20260203,2.98,3,2.94,2.98,547900
BBIK,20260203,14.6,15,14.6,14.8,450800
BBL,20260203,157.5,158.5,156.5,156.5,8107400
BC,20260203,0.74,0.76,0.71,0.71,22000
BCH,20260203,9.95,10,9.9,9.9,7786100
BCP,20260203,30.25,30.75,30,30.5,7520300
BCPG,20260203,7.05,7.45,7.05,7.4,16902400
BCT,20260203,55,55,51.5,51.5,1600
