<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260407,12.2,12.25,12.2,12.24,92
2X01BSET50-O,20260407,6.88,6.88,6.88,6.88,17
BMSCG-O,20260407,5.5,5.5,5.5,5.5,1
BMSCITH-O,20260407,12.1,12.1,11.96,11.96,8
CHINA-O,20260407,6.88,6.88,6.88,6.88,1
GLD-O,20260407,6.03,6.04,6,6.03,916
TDEX-O,20260407,9.44,10,9.44,9.69,442
1DIV,20260407,12.23,12.26,12.21,12.26,2500
1I01BSET50,20260407,3.96,3.96,3.96,3.96,10000
2I01BSET50,20260407,3.12,3.15,3.08,3.1,640600
2X01BSET50,20260407,6.9,6.95,6.83,6.95,342800
ABFTH,20260407,1365,1365,1365,1365,50
BMSCG,20260407,7.77,7.78,7.77,7.78,1300
BMSCITH,20260407,11.93,11.96,11.91,11.94,330400
BSET100,20260407,10.68,10.71,10.65,10.69,30200
CHINA,20260407,6.83,6.88,6.83,6.88,104800
GLD,20260407,6.03,6.04,5.99,6.02,1202400
TDEX,20260407,9.46,9.49,9.4,9.46,882500
UHERO,20260407,7.89,7.89,7.89,7.89,200
2S,20260407,2.72,2.76,2.72,2.72,115300
3BBIF,20260407,6.6,6.65,6.55,6.55,2294300
88TH,20260407,4.86,4.86,4.74,4.76,1752400
A5,20260407,1.83,1.85,1.82,1.82,33600
AAI,20260407,3.44,3.46,3.4,3.4,2626800
AAV,20260407,1.08,1.09,1.06,1.07,99900700
ABM,20260407,0.55,0.55,0.54,0.54,4200
ACC,20260407,0.37,0.37,0.36,0.36,890200
ACE,20260407,1.28,1.29,1.27,1.28,312900
ACG,20260407,0.67,0.7,0.66,0.7,159700
ADB,20260407,0.59,0.6,0.59,0.59,113500
ADD,20260407,3.42,3.44,3.4,3.44,13500
ADVANC,20260407,367,367,362,364,5797600
ADVICE,20260407,5.4,5.45,5.35,5.4,574700
AE,20260407,0.08,0.09,0.08,0.08,2263200
AEONTS,20260407,89.75,89.75,88.5,89,556700
AF,20260407,0.35,0.35,0.35,0.35,1300
AFC,20260407,3,3.02,2.96,3,3700
AGE,20260407,1.23,1.27,1.2,1.2,4401000
AH,20260407,12.9,13.1,12.9,13.1,34200
AHC,20260407,13.7,13.7,13.7,13.7,100
AI,20260407,2.92,2.94,2.92,2.92,152000
