<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260224,12.33,12.34,12.2,12.31,62
2I01BSET50-O,20260224,3.24,3.24,3.2,3.2,120
2X01BSET50-O,20260224,6.97,7.07,6.96,7.07,75
BMSCITH-O,20260224,11.8,11.83,11.8,11.83,105
BSET100-O,20260224,10.73,10.76,10.67,10.76,294
CHINA-O,20260224,6.9,6.9,6.9,6.9,18
GLD-O,20260224,6.34,6.36,6.32,6.33,681
TDEX-O,20260224,9.48,9.58,9.42,9.55,467
UHERO-O,20260224,6.29,6.29,6.29,6.29,13
1DIV,20260224,12.27,12.35,12.2,12.35,25500
1I01BSET50,20260224,4.03,4.03,4.02,4.02,1100
2I01BSET50,20260224,3.2,3.25,3.15,3.16,981900
2X01BSET50,20260224,7.07,7.16,6.95,7.16,192000
BMSCG,20260224,8.19,8.21,8.19,8.21,1500
BMSCITH,20260224,11.82,11.91,11.73,11.9,391900
BSET100,20260224,10.76,10.8,10.67,10.8,477100
CHINA,20260224,6.9,6.94,6.9,6.93,13400
GLD,20260224,6.34,6.34,6.32,6.32,2391800
TDEX,20260224,9.51,9.55,9.42,9.54,465800
UBOT,20260224,14.39,14.49,14.39,14.49,2900
UHERO,20260224,8.39,8.39,8.39,8.39,100
2S,20260224,2.6,2.64,2.6,2.64,4500
3BBIF,20260224,6.55,6.55,6.5,6.55,6812200
88TH,20260224,4.68,4.92,4.66,4.9,2210000
A5,20260224,1.84,1.84,1.65,1.65,20900
AAI,20260224,4.32,4.32,4.18,4.22,8454300
AAV,20260224,1.38,1.39,1.35,1.37,197352100
ABM,20260224,0.67,0.67,0.6,0.62,3100
ACC,20260224,0.45,0.45,0.42,0.43,3638900
ACE,20260224,1.3,1.3,1.29,1.3,851000
ACG,20260224,0.62,0.62,0.59,0.61,24100
ADB,20260224,0.6,0.6,0.59,0.6,193300
ADD,20260224,4.1,4.1,4.06,4.06,8700
ADVANC,20260224,389,395,387,394,8257100
ADVICE,20260224,5.75,6,5.6,5.95,7191700
AE,20260224,0.09,0.1,0.08,0.09,3876700
AEONTS,20260224,96.25,96.75,95.75,96.5,1458600
AF,20260224,0.36,0.4,0.36,0.39,216300
AFC,20260224,3.1,3.18,3.06,3.1,3200
AGE,20260224,1.36,1.38,1.32,1.37,537400
AH,20260224,14.8,14.9,14.6,14.8,62000
AHC,20260224,13.6,13.6,13.4,13.4,2500
AI,20260224,3.08,3.08,3.02,3.06,139900
AIE,20260224,1.06,1.12,1.06,1.1,1470900
AIMCG,20260224,1.41,1.45,1.4,1.44,327200
AIMIRT,20260224,11.1,11.1,11,11.1,152100
AIRA,20260224,1.08,1.13,1.06,1.11,54700
AIT,20260224,5,5,4.96,4.98,2021700
AJ,20260224,1.83,1.96,1.82,1.96,11798500
AJA,20260224,0.17,0.18,0.16,0.17,8465000
AKP,20260224,0.72,0.75,0.71,0.73,2916600
AKR,20260224,0.89,0.9,0.88,0.9,2849400
AKS,20260224,0.02,0.03,0.02,0.02,1650100
ALLA,20260224,1.25,1.25,1.24,1.25,350800
ALLY,20260224,4.48,4.5,4.44,4.48,582400
ALPHAX,20260224,0.48,0.49,0.47,0.48,1951200
ALT,20260224,1.11,1.14,1.11,1.14,652000
ALUCON,20260224,217,219,217,219,1300
AMA,20260224,4.26,4.26,4.2,4.2,1149800
AMANAH,20260224,0.79,0.81,0.78,0.79,177600
AMARC,20260224,3.54,3.56,3.44,3.46,5831900
AMARIN,20260224,2.7,3.48,2.6,3.08,208100
AMATA,20260224,19.3,19.5,18.9,19.5,21613200
AMATAR,20260224,6.7,6.75,6.7,6.7,35800
AMATAV,20260224,2.04,2.04,1.99,2.02,26900
AMC,20260224,2.1,2.12,2.1,2.12,1100
AMR,20260224,0.42,0.43,0.42,0.43,99900
ANAN,20260224,0.44,0.44,0.43,0.43,3057400
ANI,20260224,2.96,2.96,2.86,2.86,5900
AOT,20260224,53.25,53.25,51,52.25,105325000
AP,20260224,9.25,9.45,9.25,9.45,4032600
APCO,20260224,2.8,2.82,2.74,2.82,82400
APCS,20260224,1.27,1.3,1.27,1.29,15300
APO,20260224,2.04,2.06,2.04,2.06,109200
APP,20260224,2.76,2.78,2.68,2.78,182800
APURE,20260224,2.5,2.5,2.32,2.4,313500
AQUA,20260224,0.15,0.16,0.15,0.15,447500
ARIN,20260224,0.62,0.66,0.61,0.64,4263500
ARIP,20260224,0.47,0.5,0.47,0.48,453900
ARROW,20260224,5.05,5.15,5.05,5.15,11000
AS,20260224,3.24,3.26,3.18,3.24,1162100
ASAP,20260224,1.22,1.26,1.22,1.25,21400
