<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL01,20260615,28.75,28.75,28,28.25,5050893
AAPL03,20260615,3.26,3.26,3.18,3.2,7618
AAPL19,20260615,6.45,6.45,6.35,6.35,3527
AAPL80,20260615,9.7,9.75,9.45,9.6,11099212
ABBV19,20260615,7.45,7.5,7.35,7.4,31286
ABNB06,20260615,4.26,4.38,4.26,4.38,488
ADBE03,20260615,1.49,1.52,1.44,1.51,879694
ADBE06,20260615,1.67,1.71,1.62,1.69,5543752
ADVANT19,20260615,6,6.05,5.85,6.05,1007686
ADVANT23,20260615,4.02,4.06,4,4.06,1502211
AFRM03,20260615,2.72,2.8,2.64,2.78,91757
AIA06,20260615,3.14,3.2,3.14,3.14,48318
AIA19,20260615,3.16,3.2,3.16,3.2,9018
AIA23,20260615,2.42,2.48,2.42,2.46,172339
AMD03,20260615,8.15,8.8,8.1,8.7,211748
AMD23,20260615,6.8,7.35,6.75,7.3,219546
AMD80,20260615,3.26,3.5,3.22,3.48,31713305
AMGN06,20260615,2.88,2.94,2.88,2.92,103019
AMZN01,20260615,23.5,23.6,22.6,23.3,72843
AMZN03,20260615,4,4,3.86,3.96,560
AMZN06,20260615,1.99,2,1.92,1.96,1193297
AMZN23,20260615,2.66,2.66,2.56,2.64,109048
AMZN80,20260615,2,2.02,1.91,1.98,6959383
ANET23,20260615,2.9,3.08,2.9,3.06,440716
ANTA13,20260615,1.94,1.94,1.94,1.94,1
ANTA23,20260615,1.98,1.99,1.97,1.99,53421
APLD03,20260615,4.56,4.9,4.5,4.84,1189513
APPL03,20260615,2.66,2.8,2.58,2.76,436602
ASEMI24,20260615,4.04,4.08,4.04,4.08,876389
ASICS23,20260615,2.7,2.78,2.7,2.78,1744
ASML01,20260615,51.5,53.25,50,52.25,236241
ASTS03,20260615,3.32,3.32,2.68,2.84,22195839
AVGO23,20260615,2.9,2.96,2.8,2.94,571197
AVGO80,20260615,2.56,2.64,2.5,2.62,6569158
AXP06,20260615,2.64,2.68,2.6,2.68,34326
BABA01,20260615,10.4,10.5,10.3,10.5,84176
BABA06,20260615,4.56,4.58,4.52,4.56,61717
BABA13,20260615,1.9,1.91,1.88,1.9,60303
BABA23,20260615,3.04,3.1,3.02,3.04,375521
BABA80,20260615,4.56,4.58,4.5,4.56,11799189
BAC03,20260615,3.62,3.7,3.62,3.7,30090
BDX06,20260615,1.65,1.65,1.59,1.62,291983
BIDU01,20260615,10.7,11.2,10.7,10.9,115926
