<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260402,12.15,12.5,12.15,12.31,106
BMSCITH-O,20260402,11.99,12,11.99,12,106
BSET100-O,20260402,10.73,10.83,10.73,10.83,13
GLD-O,20260402,6.05,6.09,5.98,6.05,920
TDEX-O,20260402,9.57,9.57,9.51,9.54,317
1DIV,20260402,12.25,12.31,12.25,12.3,19500
1I01BSET50,20260402,3.94,3.94,3.94,3.94,2100
2I01BSET50,20260402,3.09,3.1,3.06,3.08,176500
2X01BSET50,20260402,6.96,7.02,6.92,6.98,177500
BMSCG,20260402,7.89,7.89,7.89,7.89,1900
BMSCITH,20260402,11.95,12.02,11.95,11.96,183000
BSET100,20260402,10.72,10.76,10.7,10.73,55400
CHINA,20260402,6.88,7.03,6.88,6.96,4600
GLD,20260402,6.05,6.09,5.95,6,3654700
TDEX,20260402,9.57,9.57,9.48,9.51,1381600
UHERO,20260402,8.01,8.01,8.01,8.01,4500
2S,20260402,2.84,2.86,2.78,2.78,178500
3BBIF,20260402,6.55,6.65,6.55,6.6,9153000
88TH,20260402,4.98,5,4.92,4.96,1040200
A5,20260402,1.85,1.85,1.84,1.84,11000
AAI,20260402,3.5,3.52,3.46,3.48,5288500
AAV,20260402,1.14,1.14,1.12,1.13,86545100
ABM,20260402,0.55,0.55,0.55,0.55,1000
ACC,20260402,0.37,0.38,0.36,0.37,1186200
ACE,20260402,1.28,1.29,1.28,1.29,571800
ACG,20260402,0.66,0.66,0.64,0.66,4300
ADB,20260402,0.58,0.59,0.58,0.58,20700
ADD,20260402,3.48,3.48,3.42,3.42,13600
ADVANC,20260402,365,365,360,364,7982500
ADVICE,20260402,5.45,5.5,5.45,5.45,1803000
AE,20260402,0.08,0.09,0.07,0.08,4641800
AEONTS,20260402,91.25,92,90.5,91,490000
AF,20260402,0.4,0.4,0.36,0.36,700
AFC,20260402,3.06,3.06,3.04,3.06,4200
AGE,20260402,1.28,1.29,1.26,1.27,1170200
AH,20260402,13.2,13.2,13,13.1,52200
