<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260219,12.31,12.34,12.31,12.34,97
2I01BSET50-O,20260219,3.23,3.23,3.16,3.16,26
2X01BSET50-O,20260219,7.13,7.13,7,7,76
BMSCG-O,20260219,8.4,8.4,8.4,8.4,10
BMSCITH-O,20260219,11.75,11.88,11.72,11.88,59
BSET100-O,20260219,10.77,10.77,10.77,10.77,11
GLD-O,20260219,6.14,6.19,6.13,6.19,616
TDEX-O,20260219,9.37,9.57,9.37,9.56,689
1DIV,20260219,12.2,12.36,12.2,12.34,29000
1I01BSET50,20260219,3.98,3.98,3.98,3.98,100
2I01BSET50,20260219,3.24,3.24,3.15,3.15,1614000
2X01BSET50,20260219,7.02,7.2,7.02,7.17,346800
BMSCG,20260219,8.35,8.49,8.35,8.48,4500
BMSCITH,20260219,11.7,11.9,11.7,11.9,890800
BSET100,20260219,10.7,10.82,10.7,10.82,966084
CHINA,20260219,6.82,6.85,6.81,6.85,27200
GLD,20260219,6.13,6.18,6.11,6.16,5343800
TDEX,20260219,9.42,9.57,9.42,9.53,2606300
UBOT,20260219,14.45,14.45,14.34,14.34,4900
UHERO,20260219,7,8.39,7,8.3,20400
2S,20260219,2.52,2.64,2.52,2.64,146700
3BBIF,20260219,6.6,6.65,6.55,6.6,18006100
88TH,20260219,5,5.05,4.9,4.94,2761200
A,20260219,4.84,4.84,4.84,4.84,100
A5,20260219,1.85,1.86,1.83,1.84,51700
AAI,20260219,4.62,4.66,4.56,4.58,5634600
AAV,20260219,1.34,1.36,1.33,1.33,127464200
ABM,20260219,0.65,0.66,0.65,0.66,56300
ACC,20260219,0.45,0.46,0.44,0.45,2645400
ACE,20260219,1.3,1.31,1.3,1.3,1254700
ACG,20260219,0.61,0.61,0.59,0.61,1632500
ADB,20260219,0.6,0.62,0.6,0.61,807500
ADD,20260219,4.2,4.2,4.06,4.08,35700
ADVANC,20260219,389,392,387,390,8263600
ADVICE,20260219,6.1,6.2,6.05,6.1,3024800
AE,20260219,0.09,0.1,0.08,0.09,15332800
AEONTS,20260219,102.5,103.5,100.5,101,3066900
AF,20260219,0.34,0.34,0.32,0.34,43500
AFC,20260219,3.2,3.2,3.14,3.2,17300
AGE,20260219,1.46,1.49,1.44,1.46,2158800
AH,20260219,14.6,15.3,14.6,15.3,455800
AHC,20260219,13.3,13.4,13.3,13.4,7600
AI,20260219,3.16,3.16,3.06,3.16,1022700
AIE,20260219,1.11,1.12,1.1,1.1,2869400
AIMCG,20260219,1.66,1.66,1.6,1.61,1164600
AIMIRT,20260219,11,11,10.8,11,1885600
AIRA,20260219,1.02,1.03,1.02,1.03,293300
AIT,20260219,5.25,5.25,5.15,5.2,1810300
AJ,20260219,1.79,1.8,1.76,1.8,1149400
AJA,20260219,0.17,0.17,0.16,0.16,2559400
AKP,20260219,0.74,0.74,0.72,0.74,473100
AKR,20260219,0.89,0.91,0.88,0.9,5080800
AKS,20260219,0.02,0.03,0.02,0.02,1306100
ALLA,20260219,1.25,1.26,1.24,1.26,524100
ALLY,20260219,4.5,4.52,4.48,4.5,588800
ALPHAX,20260219,0.5,0.52,0.49,0.5,10702600
ALT,20260219,1.18,1.19,1.16,1.17,798900
ALUCON,20260219,206,206,206,206,2600
AMA,20260219,4.28,4.34,4.28,4.3,542500
AMANAH,20260219,0.82,0.87,0.82,0.86,3345500
AMARC,20260219,3.02,3.24,3,3.22,11332700
AMARIN,20260219,2.56,2.58,2.56,2.58,31500
AMATA,20260219,19.3,20,19.3,19.9,28473100
AMATAR,20260219,6.7,6.75,6.7,6.7,73100
AMATAV,20260219,2.06,2.1,2.04,2.08,352800
AMC,20260219,2.1,2.1,2.08,2.08,2100
AMR,20260219,0.44,0.46,0.44,0.46,910200
ANAN,20260219,0.45,0.48,0.45,0.46,2234600
ANI,20260219,3,3,2.9,3,170200
AOT,20260219,56.75,57,56.25,56.25,38812400
AP,20260219,9.35,9.5,9.35,9.45,14844300
APCO,20260219,2.84,2.84,2.78,2.84,126900
APCS,20260219,1.19,1.28,1.19,1.23,109900
APO,20260219,2.06,2.12,2.06,2.08,1580100
APP,20260219,2.86,2.88,2.78,2.78,393400
APURE,20260219,2.7,2.7,2.58,2.62,1095500
AQUA,20260219,0.15,0.16,0.15,0.15,1134300
ARIN,20260219,0.66,0.68,0.65,0.67,5203700
ARIP,20260219,0.48,0.51,0.47,0.48,2337900
ARROW,20260219,5.2,5.2,5.15,5.2,37600
AS,20260219,3.18,3.4,3.14,3.36,8977300
ASAP,20260219,1.26,1.27,1.25,1.26,45100
ASEFA,20260219,3.6,3.62,3.56,3.6,170000
ASIA,20260219,6,6,6,6,1500
ASIAN,20260219,8.15,8.2,8,8.1,3281100
ASIMAR,20260219,1.64,1.67,1.64,1.66,410200
ASK,20260219,10.2,10.3,10,10.1,1904000
ASN,20260219,0.78,0.79,0.76,0.76,242200
ASP,20260219,2.3,2.44,2.3,2.4,3252400
ASW,20260219,7.1,7.2,7,7.1,238700
ATLAS,20260219,1.9,1.96,1.9,1.93,10739600
ATP30,20260219,0.94,0.95,0.92,0.95,910200
AU,20260219,5.6,5.8,5.6,5.75,2472300
AUCT,20260219,5.4,5.65,5.35,5.65,3129600
AURA,20260219,13.3,14.1,12.8,14.1,6040300
AWC,20260219,2.7,2.8,2.7,2.76,91483200
AXTRART,20260219,13.1,13.3,13.1,13.2,1308300
AYUD,20260219,40,40.25,39.75,40,28000
B,20260219,0.04,0.05,0.04,0.04,2099300
B-WORK,20260219,5.35,5.4,5.35,5.4,218100
B52,20260219,0.31,0.33,0.31,0.33,10100
BA,20260219,18.5,18.9,18.4,18.7,7323800
BAFS,20260219,10,10.2,9.95,10.2,624800
BAM,20260219,7.9,8.05,7.9,7.95,70702200
BANPU,20260219,5.95,6.2,5.9,6.15,104067400
BAREIT,20260219,11.1,11.1,11,11,668400
BAY,20260219,27.25,27.75,27.25,27.5,1382100
BBGI,20260219,3.32,3.36,3.26,3.32,1007900
BBIK,20260219,20.2,20.4,19.7,20.2,2698900
BBL,20260219,168.5,170.5,167.5,170,18847700
BC,20260219,0.74,0.78,0.74,0.75,21000
BCH,20260219,11.3,11.7,11.3,11.6,37240200
BCP,20260219,36.5,37.5,36.5,37.25,11763200
BCPG,20260219,8.45,8.5,8.35,8.45,10656900
BCT,20260219,51.75,51.75,50,50,1800
BDMS,20260219,21.8,22.4,21.7,22.3,93756300
BE8,20260219,6.25,6.3,6.15,6.15,1377900
BEAUTY,20260219,0.43,0.45,0.42,0.43,11484100
BEC,20260219,2.04,2.12,1.99,2.1,6385500
BEM,20260219,5.95,6.2,5.95,6.15,151004200
BEYOND,20260219,8.5,8.55,8.3,8.5,26400
BGC,20260219,4.34,4.4,4.32,4.38,72800
BGRIM,20260219,15.6,15.9,15.4,15.9,25689400
BGT,20260219,0.4,0.43,0.39,0.41,425300
BH,20260219,194,198.5,192.5,194,8336500
BIG,20260219,0.3,0.31,0.3,0.31,1520200
BIOTEC,20260219,0.19,0.2,0.18,0.19,1590700
BIS,20260219,2.26,2.26,2.16,2.16,306900
BIZ,20260219,4.44,4.46,4.42,4.46,303000
BJC,20260219,16.7,17.1,16.7,17,16389500
BJCHI,20260219,0.58,0.64,0.58,0.63,1873500
BKA,20260219,1,1.08,0.98,1.02,21441000
BKD,20260219,1.17,1.2,1.17,1.18,126400
BKGI,20260219,1.41,1.41,1.36,1.39,1255100
BKIH,20260219,313,313,311,313,5000
BLA,20260219,22.1,22.6,22,22.4,2013600
BLAND,20260219,0.48,0.49,0.48,0.48,7814000
BLC,20260219,4.24,4.24,4.18,4.24,324400
BLESS,20260219,0.25,0.27,0.24,0.25,1105200
BM,20260219,1.14,1.16,1.11,1.12,3109800
BOFFICE,20260219,5.35,5.4,5.35,5.4,443600
BOL,20260219,5.45,5.55,5.4,5.5,543900
BPP,20260219,12.3,12.8,12.2,12.7,420400
BPS,20260219,0.45,0.46,0.44,0.45,810300
BR,20260219,1.71,1.71,1.7,1.7,244300
BRI,20260219,1.52,1.54,1.51,1.53,874500
BROCK,20260219,1.38,1.39,1.38,1.39,200
BRR,20260219,4.1,4.12,4.06,4.1,241600
BRRGIF,20260219,3.86,3.88,3.82,3.82,1544700
BSBM,20260219,0.58,0.59,0.57,0.57,181700
BSM,20260219,0.41,0.41,0.39,0.4,12100
BTC,20260219,0.23,0.24,0.22,0.23,14153200
BTG,20260219,18.4,18.6,18.3,18.4,6160200
BTNC,20260219,20.1,20.6,20.1,20.3,9400
BTS,20260219,2.6,2.7,2.6,2.68,176215800
BTSGIF,20260219,2.68,2.7,2.68,2.68,3477300
BTW,20260219,0.11,0.12,0.11,0.11,126600
BUI,20260219,12.5,12.8,12.4,12.6,102000
BVG,20260219,1.86,1.94,1.86,1.93,228000
BWG,20260219,0.31,0.33,0.3,0.32,122578500
BYD,20260219,0.67,0.7,0.66,0.66,33861500
CAZ,20260219,1.53,1.6,1.53,1.59,125800
CBG,20260219,48,48.75,47.25,47.75,8948200
CCET,20260219,5.1,5.35,5.1,5.25,73578400
CCP,20260219,0.27,0.3,0.27,0.29,10690800
CEN,20260219,0.77,0.8,0.75,0.76,1525100
CENTEL,20260219,38.75,39.25,38.25,38.5,3415900
CEYE,20260219,1.63,1.65,1.63,1.65,39400
CFARM,20260219,0.84,0.88,0.84,0.85,2474500
CFRESH,20260219,0.84,0.89,0.82,0.86,5091100
CGD,20260219,0.11,0.12,0.11,0.12,1127400
CGH,20260219,0.46,0.48,0.46,0.47,4200500
CH,20260219,1.77,1.77,1.73,1.74,141500
CHAO,20260219,4.74,4.78,4.72,4.74,51800
CHASE,20260219,0.56,0.58,0.56,0.57,2388300
CHAYO,20260219,1.48,1.5,1.46,1.49,7024500
CHEWA,20260219,0.19,0.19,0.18,0.18,388500
CHG,20260219,1.69,1.74,1.68,1.73,37031700
CHIC,20260219,0.27,0.29,0.25,0.29,660700
CHO,20260219,0.06,0.06,0.05,0.06,826800
CHOTI,20260219,64.75,64.75,64.75,64.75,100
