<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260330,12.15,12.15,12.15,12.15,60
2X01BSET50-O,20260330,6.76,6.76,6.76,6.76,5
BMSCITH-O,20260330,11.8,11.85,11.8,11.83,65
CHINA-O,20260330,6.96,7,6.95,7,89
GLD-O,20260330,5.86,5.93,5.85,5.93,570
TDEX-O,20260330,9.32,9.86,9.32,9.86,226
1DIV,20260330,12.12,12.21,12.12,12.19,22400
2I01BSET50,20260330,3.22,3.22,3.14,3.14,480800
2X01BSET50,20260330,6.69,6.85,6.69,6.85,169800
BMSCITH,20260330,11.8,11.87,11.77,11.86,197500
BSET100,20260330,10.5,10.62,10.5,10.61,65300
CHINA,20260330,6.96,7.03,6.94,7,35300
GLD,20260330,5.82,5.92,5.81,5.92,3564600
TDEX,20260330,9.35,9.42,9.31,9.4,355700
UBOT,20260330,12.57,12.57,12.19,12.19,6200
2S,20260330,2.72,2.92,2.72,2.92,952100
3BBIF,20260330,6.55,6.6,6.5,6.55,6203600
88TH,20260330,4.9,5.1,4.86,4.98,2591200
A5,20260330,1.81,1.84,1.8,1.84,10500
AAI,20260330,3.46,3.58,3.44,3.5,10850900
AAV,20260330,1.09,1.11,1.09,1.09,37656900
ABM,20260330,0.57,0.57,0.4,0.54,92200
ACC,20260330,0.37,0.38,0.36,0.37,2687600
ACE,20260330,1.28,1.29,1.27,1.28,468500
ACG,20260330,0.61,0.64,0.61,0.64,33000
ADB,20260330,0.56,0.58,0.56,0.58,86700
ADD,20260330,3.44,3.46,3.44,3.46,21000
ADVANC,20260330,366,370,365,370,4604100
ADVICE,20260330,5.3,5.35,5.15,5.3,1867300
AE,20260330,0.08,0.09,0.08,0.08,682200
AEONTS,20260330,88.25,88.5,87.5,88,438200
AF,20260330,0.34,0.36,0.34,0.36,700
AFC,20260330,2.82,3.06,2.82,2.98,81800
AGE,20260330,1.36,1.37,1.34,1.36,2760300
