<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260205,11.23,11.23,11.23,11.23,30
2I01BSET50-O,20260205,3.95,3.95,3.91,3.91,12
BMSCITH-O,20260205,10.65,10.69,10.64,10.69,133
BSET100-O,20260205,9.72,9.74,9.72,9.74,61
CHINA-O,20260205,6.93,6.93,6.93,6.93,9
GLD-O,20260205,6.22,6.22,6.12,6.16,1850
TDEX-O,20260205,8.64,8.7,8.61,8.7,293
UBOT-O,20260205,13.8,13.8,13.8,13.8,6
UHERO-O,20260205,8.67,8.67,8.67,8.67,20
1DIV,20260205,11.23,11.3,11.23,11.3,2700
1I01BSET50,20260205,4.44,4.45,4.44,4.44,1000
2I01BSET50,20260205,3.94,3.97,3.9,3.93,200200
2X01BSET50,20260205,5.85,5.87,5.82,5.87,72100
ABFTH,20260205,1387,1390,1387,1390,300
BMSCG,20260205,7.48,7.48,7.48,7.48,100
BMSCITH,20260205,10.69,10.71,10.64,10.67,155000
BSET100,20260205,9.69,9.74,9.69,9.72,73300
CHINA,20260205,6.92,6.97,6.92,6.93,8800
GLD,20260205,6.19,6.21,6.11,6.15,7373000
TDEX,20260205,8.61,8.68,8.59,8.64,415300
UHERO,20260205,9.02,9.02,8.55,8.69,21900
2S,20260205,2.5,2.52,2.48,2.5,23000
3BBIF,20260205,6.7,6.7,6.65,6.65,17681300
88TH,20260205,4.46,4.52,4.42,4.44,328700
A,20260205,4.86,4.86,4.86,4.86,200
A5,20260205,1.8,1.83,1.79,1.83,2800
AAI,20260205,4.3,4.34,4.3,4.32,2059000
AAV,20260205,1.16,1.22,1.16,1.21,314892600
ABM,20260205,0.59,0.59,0.58,0.58,12600
ACC,20260205,0.39,0.4,0.38,0.39,1840400
ACE,20260205,1.3,1.3,1.29,1.29,517000
ACG,20260205,0.56,0.57,0.56,0.57,2400
ADB,20260205,0.59,0.59,0.56,0.56,70900
ADD,20260205,3.98,4.1,3.9,4.1,11100
ADVANC,20260205,375,383,363,367,18619900
ADVICE,20260205,5.8,5.8,5.7,5.75,1143800
AE,20260205,0.09,0.09,0.08,0.09,1194800
AEONTS,20260205,95.25,97.25,95.25,96.75,997300
AF,20260205,0.34,0.34,0.32,0.34,19700
AFC,20260205,3.24,3.28,3.24,3.26,1100
AGE,20260205,1.26,1.26,1.23,1.26,337200
AH,20260205,13.1,13.1,13,13.1,297600
AHC,20260205,13,13.3,13,13.3,3100
AI,20260205,3,3.02,2.98,3.02,200300
AIE,20260205,1.02,1.02,1.01,1.01,238100
AIMCG,20260205,1.66,1.68,1.63,1.63,248300
AIMIRT,20260205,10.9,10.9,10.7,10.8,543100
AIRA,20260205,0.96,0.96,0.93,0.95,700
AIT,20260205,5,5,4.96,4.96,388100
AJ,20260205,1.75,1.75,1.71,1.72,494600
AJA,20260205,0.14,0.15,0.14,0.15,1298200
AKP,20260205,0.66,0.67,0.65,0.66,206400
AKR,20260205,0.83,0.84,0.83,0.83,213000
AKS,20260205,0.02,0.03,0.02,0.02,69900
ALLA,20260205,1.18,1.18,1.16,1.17,194700
ALLY,20260205,4.42,4.42,4.4,4.4,80400
ALPHAX,20260205,0.5,0.5,0.49,0.49,283600
ALT,20260205,1.11,1.12,1.1,1.1,94200
ALUCON,20260205,200,200,199.5,199.5,200
AMA,20260205,4.1,4.1,4.08,4.1,104100
AMANAH,20260205,0.74,0.74,0.73,0.73,122300
AMARC,20260205,2.58,2.66,2.56,2.64,2109800
AMARIN,20260205,2.16,2.48,2.16,2.48,4500
AMATA,20260205,15.6,16,15.6,15.6,15022200
AMATAR,20260205,6.7,6.7,6.65,6.7,119000
AMATAV,20260205,1.8,1.8,1.79,1.8,35700
AMC,20260205,2.02,2.06,2.02,2.06,300
AMR,20260205,0.39,0.39,0.38,0.38,88100
ANAN,20260205,0.4,0.41,0.4,0.4,784300
ANI,20260205,2.74,2.76,2.72,2.74,12800
AOT,20260205,52.25,52.5,51.25,51.75,19810400
AP,20260205,8.9,9,8.8,8.95,6166500
APCO,20260205,2.84,2.86,2.8,2.86,109600
APCS,20260205,1.27,1.27,1.27,1.27,500
APO,20260205,1.9,1.91,1.89,1.9,372400
APP,20260205,2.54,2.56,2.52,2.56,118700
APURE,20260205,2.16,2.16,2.1,2.16,229000
AQUA,20260205,0.15,0.15,0.14,0.15,315700
ARIN,20260205,0.52,0.55,0.52,0.55,3206000
ARIP,20260205,0.43,0.44,0.42,0.44,181500
ARROW,20260205,5,5,4.98,4.98,5100
AS,20260205,2.88,2.92,2.84,2.88,2313800
ASAP,20260205,1.16,1.2,1.16,1.2,3300
ASEFA,20260205,3.5,3.5,3.46,3.48,29500
ASIA,20260205,5.9,5.9,5.9,5.9,100
ASIAN,20260205,7.45,7.55,7.4,7.5,463900
ASIMAR,20260205,1.5,1.51,1.5,1.51,35200
ASK,20260205,7.45,7.55,7.45,7.5,486400
ASN,20260205,0.72,0.75,0.72,0.75,11400
ASP,20260205,2.08,2.1,2.06,2.08,166300
ASW,20260205,6.15,6.65,6.1,6.6,347700
ATLAS,20260205,1.66,1.68,1.65,1.67,2599400
ATP30,20260205,0.88,0.89,0.87,0.87,177400
AU,20260205,5,5.05,4.96,5,180900
AUCT,20260205,5.2,5.25,5.15,5.2,35700
AURA,20260205,12.5,12.5,12.3,12.3,2601900
AWC,20260205,2.26,2.34,2.26,2.34,102650400
AXTRART,20260205,13,13,12.9,12.9,507200
AYUD,20260205,37,37,36.75,37,5700
B,20260205,0.03,0.04,0.03,0.04,2295600
B-WORK,20260205,5.2,5.2,5.1,5.15,26400
B52,20260205,0.27,0.29,0.27,0.29,97700
BA,20260205,15.6,16,15.5,15.8,7837100
BAFS,20260205,8.7,8.7,8.65,8.7,194700
BAM,20260205,7.8,7.85,7.75,7.75,9896000
BANPU,20260205,5.4,5.4,5.25,5.3,41582000
BAREIT,20260205,10.6,10.7,10.6,10.7,414300
BAY,20260205,25.5,25.75,25.25,25.5,444500
BBGI,20260205,2.94,2.96,2.94,2.94,171800
BBIK,20260205,14.6,15.1,14.6,14.9,361200
BBL,20260205,157,158,156,157.5,8224300
BC,20260205,0.7,0.72,0.7,0.72,74700
BCH,20260205,9.95,10.3,9.95,10.1,15624900
BCP,20260205,31.5,32,31.25,31.25,10894700
BCPG,20260205,7.4,7.7,7.4,7.6,15054400
BCT,20260205,51.75,51.75,51.75,51.75,600
BDMS,20260205,20,20.5,20,20.4,93675100
BE8,20260205,4.66,4.68,4.62,4.64,196200
BEAUTY,20260205,0.39,0.39,0.36,0.36,9720300
BEC,20260205,1.83,1.83,1.82,1.82,533200
BEM,20260205,5.15,5.2,5.15,5.2,6303000
BEYOND,20260205,8.15,8.4,8.15,8.2,4500
BGC,20260205,4.18,4.2,4.16,4.18,171300
BGRIM,20260205,13.1,13.3,13,13.2,11337700
BGT,20260205,0.38,0.38,0.37,0.38,500
BH,20260205,164.5,168.5,163.5,168,3157300
BIG,20260205,0.28,0.29,0.28,0.29,706400
BIOTEC,20260205,0.17,0.18,0.17,0.18,582300
BIS,20260205,1.91,1.91,1.89,1.9,24300
BIZ,20260205,4.22,4.28,4.22,4.22,129800
BJC,20260205,14.7,15.2,14.6,15,21224200
BJCHI,20260205,0.58,0.6,0.57,0.59,12700
BKA,20260205,0.85,0.88,0.83,0.85,4023500
BKD,20260205,1.02,1.02,1,1,78800
BKGI,20260205,1.25,1.28,1.25,1.26,47000
BKIH,20260205,301,302,301,302,800
BLA,20260205,20.7,20.8,20.6,20.7,1210800
BLAND,20260205,0.44,0.45,0.44,0.44,1549500
BLC,20260205,3.98,4.04,3.96,4.02,278900
BLESS,20260205,0.21,0.21,0.19,0.2,1204000
BM,20260205,1,1.01,0.99,1.01,2015200
BOFFICE,20260205,5.25,5.25,5.15,5.2,6500
BOL,20260205,5.1,5.1,5,5.05,203500
BPP,20260205,11.2,11.2,11,11.1,229700
BPS,20260205,0.41,0.42,0.41,0.42,8000
BR,20260205,1.66,1.67,1.65,1.65,121500
BRI,20260205,1.36,1.42,1.36,1.41,205900
BROCK,20260205,1.18,1.18,0.86,1.17,120400
BRR,20260205,3.96,3.96,3.8,3.88,98600
BRRGIF,20260205,3.8,3.8,3.78,3.8,376500
BSBM,20260205,0.57,0.58,0.56,0.57,78600
BSM,20260205,0.37,0.38,0.36,0.38,500
BTC,20260205,0.21,0.22,0.21,0.21,1079700
BTG,20260205,17.1,17.4,17.1,17.3,4602800
BTNC,20260205,14.4,14.7,14.4,14.7,1000
BTS,20260205,2.16,2.24,2.16,2.2,34064100
BTSGIF,20260205,2.6,2.62,2.58,2.62,6419400
BTW,20260205,0.1,0.11,0.1,0.11,15400
BUI,20260205,12,12,11.9,12,19300
BVG,20260205,1.71,1.74,1.71,1.73,33100
BWG,20260205,0.26,0.26,0.24,0.25,16138600
BYD,20260205,0.48,0.48,0.46,0.48,2178600
CAZ,20260205,1.53,1.63,1.5,1.52,88200
CBG,20260205,42.5,43.25,42.5,42.75,4032700
CCET,20260205,4.74,4.82,4.66,4.74,30787300
CCP,20260205,0.25,0.25,0.24,0.25,1225000
CEN,20260205,0.74,0.81,0.74,0.79,34960100
CENTEL,20260205,36.5,36.75,35.5,36,7237500
CEYE,20260205,1.7,1.74,1.7,1.74,3100
CFARM,20260205,0.77,0.77,0.75,0.75,80900
CFRESH,20260205,0.68,0.69,0.67,0.69,463900
CGD,20260205,0.11,0.12,0.11,0.11,2967900
CGH,20260205,0.49,0.51,0.49,0.49,2446500
CH,20260205,1.69,1.72,1.69,1.72,54200
CHAO,20260205,4.34,4.36,4.34,4.36,9100
CHASE,20260205,0.5,0.5,0.49,0.49,118400
CHAYO,20260205,1.2,1.25,1.19,1.25,6008400
CHEWA,20260205,0.2,0.21,0.2,0.21,494200
CHG,20260205,1.58,1.62,1.57,1.58,21730600
CHIC,20260205,0.24,0.24,0.23,0.24,110100
CHO,20260205,0.06,0.07,0.06,0.07,2297200
CHOTI,20260205,64,64,64,64,200
CHOW,20260205,1.07,1.07,1.06,1.06,21000
CI,20260205,0.35,0.35,0.33,0.35,6600
CIG,20260205,0.02,0.03,0.02,0.03,1255700
CITY,20260205,1.44,1.44,1.44,1.44,100
CIVIL,20260205,0.67,0.72,0.67,0.72,271300
CK,20260205,12.8,12.8,12.6,12.7,5611300
CKP,20260205,2.26,2.32,2.26,2.3,1711400
CM,20260205,1.62,1.62,1.61,1.62,15100
CMAN,20260205,2.54,2.54,2.5,2.52,32100
CMC,20260205,0.46,0.47,0.41,0.44,156000
CMO,20260205,0.42,0.42,0.41,0.41,56000
CMR,20260205,1.39,1.39,1.38,1.38,35300
CNT,20260205,1.02,1.05,1.01,1.05,189000
COCOCO,20260205,5.55,5.7,5.55,5.7,1969800
COLOR,20260205,1.04,1.04,1.04,1.04,98000
COM7,20260205,23.3,23.7,23.1,23.7,27637700
COMAN,20260205,0.4,0.4,0.38,0.38,174900
CPALL,20260205,44.75,45.5,44.25,45.25,39120100
CPANEL,20260205,1.96,1.96,1.94,1.96,900
CPAXT,20260205,14.9,15.5,14.9,15.4,18513600
CPF,20260205,20.7,20.8,20.5,20.7,18220000
CPH,20260205,8.3,8.5,8.25,8.25,81300
CPI,20260205,3.46,3.46,3.42,3.42,191600
CPL,20260205,0.65,0.66,0.63,0.65,25300
