<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260210,11.75,11.75,11.61,11.61,31
2I01BSET50-O,20260210,3.55,3.55,3.54,3.54,124
2X01BSET50-O,20260210,6.47,6.47,6.44,6.44,21
BMSCITH-O,20260210,11.23,11.26,11.23,11.26,2
BSET100-O,20260210,10.2,10.23,10.2,10.23,90
CHINA-O,20260210,6.97,6.97,6.93,6.93,100
GLD-O,20260210,6.23,6.24,6.08,6.24,871
TDEX-O,20260210,9.05,9.2,9.04,9.08,643
1DIV,20260210,11.58,11.64,11.56,11.58,28700
1I01BSET50,20260210,4.23,4.23,4.23,4.23,3100
2I01BSET50,20260210,3.54,3.57,3.52,3.53,164300
2X01BSET50,20260210,6.46,6.5,6.41,6.48,791900
BMSCG,20260210,7.76,7.77,7.76,7.77,42800
BMSCITH,20260210,11.27,11.29,11.19,11.25,390500
BSET100,20260210,10.14,10.24,10.14,10.21,1324700
CHINA,20260210,6.9,6.93,6.9,6.93,64300
GLD,20260210,6.24,6.25,6.2,6.25,2541900
TDEX,20260210,9.04,9.1,9.04,9.1,1731300
UBOT,20260210,14.19,14.19,14.19,14.19,100
UHERO,20260210,8.59,8.69,8.59,8.69,1200
2S,20260210,2.54,2.54,2.46,2.46,77000
3BBIF,20260210,6.7,6.75,6.7,6.7,8795200
88TH,20260210,4.64,4.82,4.64,4.66,4462000
A,20260210,4.84,4.84,4.84,4.84,200
A5,20260210,1.85,1.85,1.83,1.84,5000
AAI,20260210,4.3,4.36,4.24,4.36,4564800
AAV,20260210,1.25,1.3,1.24,1.28,231969300
ABM,20260210,0.59,0.59,0.59,0.59,37800
ACC,20260210,0.39,0.4,0.38,0.39,2978600
ACE,20260210,1.29,1.3,1.29,1.29,684700
ACG,20260210,0.6,0.61,0.55,0.58,19200
ADB,20260210,0.57,0.57,0.56,0.57,99700
ADD,20260210,4.02,4.08,4.02,4.08,38700
ADVANC,20260210,377,391,375,391,13113300
ADVICE,20260210,5.9,5.95,5.85,5.85,1334900
AE,20260210,0.08,0.09,0.08,0.09,2215900
AEONTS,20260210,99,99,97.75,99,998400
AF,20260210,0.34,0.36,0.34,0.35,16800
AFC,20260210,3.5,3.5,3.36,3.36,11100
AGE,20260210,1.25,1.27,1.25,1.27,468900
AH,20260210,13.4,13.6,13.3,13.5,141800
AHC,20260210,13.5,13.5,13.2,13.5,2500
AI,20260210,3.02,3.02,3,3.02,60600
AIE,20260210,1.04,1.05,1.03,1.04,180700
AIMCG,20260210,1.62,1.62,1.62,1.62,76300
AIMIRT,20260210,10.8,10.9,10.8,10.8,504700
AIRA,20260210,0.93,0.93,0.93,0.93,400
AIT,20260210,5,5.05,4.98,5,1124300
AJ,20260210,1.76,1.82,1.74,1.77,2975900
AJA,20260210,0.15,0.16,0.15,0.16,864600
AKP,20260210,0.67,0.67,0.66,0.67,273300
AKR,20260210,0.84,0.85,0.83,0.85,1637800
AKS,20260210,0.03,0.03,0.01,0.02,3207500
ALLA,20260210,1.18,1.19,1.17,1.18,254100
ALLY,20260210,4.46,4.48,4.44,4.44,223600
ALPHAX,20260210,0.48,0.48,0.46,0.47,9953100
ALT,20260210,1.11,1.12,1.09,1.12,1023300
AMA,20260210,4.18,4.2,4.16,4.2,349700
AMANAH,20260210,0.74,0.77,0.74,0.76,1440000
AMARC,20260210,2.66,2.78,2.64,2.78,2883400
AMARIN,20260210,2.5,2.6,2.5,2.6,12500
AMATA,20260210,16.7,16.9,16.6,16.9,23208700
AMATAR,20260210,6.65,6.7,6.6,6.65,89900
AMATAV,20260210,1.83,1.86,1.82,1.86,207700
AMC,20260210,2,2.04,1.99,2.04,7600
AMR,20260210,0.4,0.4,0.39,0.4,196400
ANAN,20260210,0.41,0.43,0.41,0.42,1410100
ANI,20260210,2.78,2.82,2.76,2.82,13900
AOT,20260210,58,58.25,56.25,57.5,62897500
AP,20260210,9.25,9.3,9.1,9.3,6476800
APCO,20260210,2.84,2.88,2.8,2.84,50200
APCS,20260210,1.3,1.3,1.3,1.3,1100
APO,20260210,1.9,1.92,1.9,1.91,137500
