<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260105,11.44,11.53,11.44,11.53,61
2I01BSET50-O,20260105,4.54,4.54,4.5,4.5,127
2X01BSET50-O,20260105,5.19,5.25,5.16,5.16,86
BSET100-O,20260105,9.16,9.16,9.16,9.16,4
CHINA-O,20260105,6.84,6.84,6.84,6.84,19
GLD-O,20260105,5.57,5.63,5.56,5.58,1070
TDEX-O,20260105,8.27,8.44,8.27,8.42,751
UBOT-O,20260105,14.59,14.59,13,13.69,102
1DIV,20260105,11.44,11.53,11.44,11.53,49300
1I01BSET50,20260105,4.78,4.78,4.74,4.78,5300
2I01BSET50,20260105,4.57,4.58,4.47,4.52,1589100
2X01BSET50,20260105,5.15,5.27,5.15,5.22,241300
BMSCG,20260105,7.26,7.26,7.26,7.26,300
BMSCITH,20260105,9.89,10.06,9.89,9.97,170500
BSET100,20260105,9.13,9.27,9.13,9.24,537700
CHINA,20260105,6.82,6.92,6.82,6.86,45300
GLD,20260105,5.6,5.61,5.56,5.56,2156200
TDEX,20260105,8.3,8.42,8.3,8.42,2174300
UBOT,20260105,13.78,13.78,13.78,13.78,100
UHERO,20260105,9.39,9.39,9.39,9.39,50000
2S,20260105,2.34,2.38,2.34,2.34,16500
3BBIF,20260105,6.3,6.4,6.3,6.4,5435000
88TH,20260105,4.42,4.5,4.38,4.46,2133700
A,20260105,4.86,4.86,4.86,4.86,200
A5,20260105,1.88,1.88,1.77,1.83,79200
AAI,20260105,4.12,4.22,4.1,4.14,1566500
AAV,20260105,1.12,1.17,1.11,1.16,73480400
ABM,20260105,0.62,0.65,0.61,0.64,188700
ACC,20260105,0.42,0.46,0.41,0.44,4752000
ACE,20260105,1.3,1.3,1.29,1.3,1214400
ACG,20260105,0.62,0.64,0.58,0.62,23800
ADB,20260105,0.58,0.6,0.58,0.6,16800
ADD,20260105,3.28,3.28,3.28,3.28,7000
ADVANC,20260105,315,325,315,321,8238300
ADVICE,20260105,5.85,5.95,5.6,5.75,4255200
AE,20260105,0.09,0.1,0.09,0.09,3810000
AEONTS,20260105,107,107,102.5,102.5,1081500
AF,20260105,0.32,0.32,0.32,0.32,100
AGE,20260105,1.24,1.25,1.23,1.25,235700
AH,20260105,12.6,12.6,12.5,12.5,131800
AHC,20260105,12.7,12.8,12.7,12.8,5400
AI,20260105,3.02,3.04,3.02,3.02,81400
AIE,20260105,1.03,1.04,1.03,1.03,322600
AIMCG,20260105,1.71,1.73,1.71,1.72,140800
AIMIRT,20260105,10.9,10.9,10.8,10.9,121000
AIRA,20260105,1.45,1.45,1.4,1.4,3700
AIT,20260105,4.86,4.88,4.84,4.88,432500
AJ,20260105,1.96,2.02,1.92,1.94,5406600
AJA,20260105,0.17,0.19,0.17,0.17,5209000
AKP,20260105,0.59,0.6,0.59,0.59,251400
AKR,20260105,0.87,0.87,0.86,0.87,1468400
AKS,20260105,0.02,0.03,0.01,0.02,9979700
ALLA,20260105,1.15,1.17,1.15,1.17,67800
ALLY,20260105,4.38,4.42,4.36,4.38,506100
ALPHAX,20260105,0.5,0.53,0.49,0.52,26826900
ALT,20260105,1.07,1.08,1.05,1.06,342400
ALUCON,20260105,196.5,196.5,195.5,196,1500
AMA,20260105,4.06,4.08,4.04,4.06,281400
AMANAH,20260105,0.77,0.8,0.75,0.77,287900
AMARC,20260105,2.66,2.66,2.56,2.62,523200
AMARIN,20260105,2.48,2.52,2.4,2.52,3600
AMATA,20260105,16.6,16.8,15.9,15.9,27315600
AMATAR,20260105,6.8,6.8,6.75,6.8,24700
AMATAV,20260105,1.8,1.81,1.79,1.8,42900
AMC,20260105,1.98,1.98,1.91,1.98,1200
AMR,20260105,0.42,0.43,0.42,0.42,97900
ANAN,20260105,0.41,0.42,0.4,0.41,504600
ANI,20260105,2.92,2.96,2.9,2.9,8400
AOT,20260105,53.5,55,53,54.5,32172700
AP,20260105,8.7,8.9,8.7,8.85,17388100
APCO,20260105,2.82,2.84,2.82,2.84,4200
APCS,20260105,1.46,1.46,1.46,1.46,6000
APO,20260105,1.77,1.81,1.77,1.78,286200
APP,20260105,2.44,2.48,2.42,2.48,240000
APURE,20260105,2.12,2.16,2.12,2.16,60800
AQUA,20260105,0.15,0.16,0.15,0.16,659600
ARIN,20260105,0.55,0.56,0.53,0.55,3456600
ARIP,20260105,0.45,0.45,0.43,0.43,226800
ARROW,20260105,5.1,5.15,5.05,5.05,18800
AS,20260105,3.48,3.68,3.46,3.52,5227500
ASAP,20260105,1.2,1.2,1.19,1.2,63500
