<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260428,12.26,12.26,11.88,11.88,23
BMSCITH-O,20260428,12.23,12.23,12.14,12.14,100
CHINA-O,20260428,7.33,7.33,7.33,7.33,54
GLD-O,20260428,6.02,6.02,5.96,5.96,1263
TDEX-O,20260428,9.53,9.53,9.42,9.46,720
UBOT-O,20260428,14.19,14.25,14.19,14.25,20
1DIV,20260428,12.27,12.27,12.19,12.26,21400
1I01BSET50,20260428,3.92,3.92,3.92,3.92,1200
2I01BSET50,20260428,3.05,3.1,3.05,3.06,156700
2X01BSET50,20260428,6.95,6.96,6.83,6.9,104000
BMSCG,20260428,8.04,8.04,8.04,8.04,300
BMSCITH,20260428,12.27,12.27,12.06,12.1,61200
BSET100,20260428,10.79,10.79,10.75,10.77,7900
CHINA,20260428,7.33,7.33,7.29,7.29,10600
GLD,20260428,6.01,6.02,5.95,5.96,1628600
TDEX,20260428,9.51,9.53,9.43,9.46,98900
UBOT,20260428,13.9,14.29,13.9,14.28,4100
UHERO,20260428,8.28,8.29,8.19,8.29,40200
2S,20260428,2.68,2.7,2.68,2.7,108800
3BBIF,20260428,6.75,6.8,6.75,6.8,5175300
88TH,20260428,4.72,4.72,4.6,4.62,1077600
A5,20260428,1.84,1.84,1.81,1.84,23300
AAI,20260428,3.38,3.42,3.36,3.4,1477000
AAV,20260428,1.08,1.09,1.07,1.07,18957700
ABM,20260428,0.49,0.52,0.49,0.5,36000
ACC,20260428,0.4,0.44,0.39,0.43,16263300
ACE,20260428,1.28,1.28,1.27,1.28,134900
ACG,20260428,0.7,0.7,0.66,0.66,75300
ADB,20260428,0.53,0.57,0.53,0.57,588000
ADD,20260428,3.12,3.12,3.1,3.1,48900
ADVANC,20260428,351,352,348,349,7244400
ADVICE,20260428,5.7,5.8,5.6,5.7,2894000
AE,20260428,0.07,0.08,0.07,0.07,684600
AEONTS,20260428,92,92,91.25,92,357200
AF,20260428,0.37,0.37,0.36,0.36,23700
AFC,20260428,3.06,3.06,3.04,3.06,2700
AGE,20260428,1.16,1.21,1.16,1.19,852700
AH,20260428,13,13.2,13,13.1,178200
AHC,20260428,13.9,14,13.9,13.9,700
AI,20260428,2.9,2.92,2.9,2.9,88200
AIE,20260428,1.11,1.15,1.11,1.11,2943700
AIMCG,20260428,1.33,1.37,1.33,1.37,42100
AIMIRT,20260428,11.4,11.4,11.2,11.4,1092900
AIRA,20260428,1.1,1.1,1.1,1.1,2000
AIT,20260428,4.74,4.74,4.7,4.7,303900
AJ,20260428,2.56,2.92,2.56,2.8,32890900
AJA,20260428,0.15,0.16,0.15,0.15,532900
AKP,20260428,0.71,0.71,0.7,0.7,186900
AKR,20260428,0.94,0.94,0.93,0.94,207900
ALLA,20260428,1.24,1.25,1.23,1.25,420200
ALLY,20260428,4.52,4.54,4.5,4.54,568500
ALPHAX,20260428,0.36,0.37,0.36,0.36,2891700
ALT,20260428,1.2,1.23,1.14,1.19,2602000
ALUCON,20260428,238,241,238,240,5900
AMA,20260428,3.88,3.88,3.84,3.84,159400
AMANAH,20260428,0.63,0.64,0.63,0.63,292300
AMARC,20260428,3.9,4.4,3.86,4.14,9309600
AMARIN,20260428,2.74,2.98,2.74,2.98,5300
AMATA,20260428,20.4,20.4,20,20.1,7702400
AMATAR,20260428,6.75,6.75,6.7,6.75,17200
AMATAV,20260428,1.94,1.94,1.93,1.93,15500
AMC,20260428,2.34,2.34,2.3,2.3,3000
AMR,20260428,0.28,0.33,0.28,0.32,1838100
ANAN,20260428,0.36,0.37,0.35,0.35,3669300
ANI,20260428,2.52,2.58,2.5,2.58,24000
AOT,20260428,53.5,53.75,52.25,52.5,34695400
AP,20260428,8.55,8.55,8.4,8.45,14417200
APCO,20260428,2.52,2.68,2.48,2.68,193400
APCS,20260428,1.46,1.46,1.43,1.46,25400
APO,20260428,2.16,2.16,2.1,2.1,334200
APP,20260428,2.82,2.86,2.8,2.84,535900
APURE,20260428,2.12,2.12,2.1,2.12,78100
AQUA,20260428,0.12,0.12,0.11,0.12,290300
ARIN,20260428,0.5,0.52,0.49,0.49,1880400
ARIP,20260428,0.44,0.45,0.44,0.45,121000
ARROW,20260428,5.3,5.3,5.25,5.3,7000
AS,20260428,2.68,2.7,2.66,2.68,395700
ASAP,20260428,1.18,1.21,1.17,1.2,201400
ASEFA,20260428,4.12,4.22,4.12,4.2,329200
ASIAN,20260428,7,7,6.95,7,330900
ASIMAR,20260428,1.43,1.43,1.42,1.43,8600
ASK,20260428,8.9,9.2,8.85,9.1,1135600
ASN,20260428,0.68,0.69,0.68,0.69,4700
ASP,20260428,2.06,2.08,2.04,2.04,552300
ASW,20260428,7.3,7.6,7.3,7.35,4165200
ATLAS,20260428,1.9,1.9,1.85,1.88,4667300
ATP30,20260428,0.82,0.82,0.8,0.8,84800
AU,20260428,4.68,4.7,4.66,4.68,292800
AUCT,20260428,4.96,4.96,4.92,4.92,343100
AURA,20260428,14.7,14.8,14.4,14.4,3629100
AWC,20260428,2.12,2.12,2.04,2.06,61212500
AXTRART,20260428,13,13.3,12.8,13.2,1411600
AYUD,20260428,38.5,39.25,38,38.25,15700
B,20260428,0.03,0.04,0.03,0.03,673700
B-WORK,20260428,5.75,5.8,5.7,5.8,111600
B52,20260428,0.2,0.22,0.2,0.22,15000
BA,20260428,13.3,13.3,13.1,13.1,3075200
BAFS,20260428,8.4,8.45,8.4,8.45,95700
BAM,20260428,7.2,7.25,7.15,7.15,10221200
BANPU,20260428,5.55,5.6,5.5,5.5,48795500
BAREIT,20260428,10.5,10.7,10.5,10.6,136600
BAY,20260428,27.75,28,27.5,28,644200
BBGI,20260428,3.92,3.96,3.88,3.9,778500
BBIK,20260428,18.9,18.9,18.3,18.4,648700
BBL,20260428,160.5,162.5,160,162.5,10109667
BC,20260428,0.72,0.73,0.62,0.62,19200
BCH,20260428,9.75,9.75,9.45,9.5,16495500
BCP,20260428,35.75,36.25,35.5,36,3588800
BCPG,20260428,7.05,7.15,6.95,7.05,12954200
BCT,20260428,47.5,48,47.5,48,500
BDMS,20260428,18.3,18.4,18.2,18.2,43778800
BE8,20260428,5.4,5.45,5.35,5.4,144200
BEAUTY,20260428,0.35,0.36,0.34,0.35,4773800
BEC,20260428,1.88,1.89,1.86,1.87,1298800
BEM,20260428,5.35,5.35,5.25,5.3,16742200
BEYOND,20260428,8.55,8.6,8.3,8.3,3600
BGC,20260428,5.65,5.7,5.6,5.7,208000
BGRIM,20260428,12.8,12.8,12.4,12.6,14562400
BGT,20260428,0.37,0.38,0.37,0.38,35500
BH,20260428,171,171.5,169,170,3083200
BIG,20260428,0.29,0.29,0.28,0.29,56500
BIOTEC,20260428,0.26,0.27,0.25,0.26,5341400
BIS,20260428,2.06,2.14,1.97,2.1,116900
BIZ,20260428,4.68,4.68,4.66,4.66,173100
BJC,20260428,14.5,14.5,14.2,14.3,4879700
BJCHI,20260428,0.73,0.73,0.7,0.71,194900
BKA,20260428,0.73,0.73,0.7,0.72,704200
BKD,20260428,1.08,1.08,1.05,1.06,31900
BKGI,20260428,1.36,1.46,1.36,1.42,648000
BKIH,20260428,321,323,321,321,19400
BLA,20260428,20,20.2,19.8,20.2,1257100
BLAND,20260428,0.44,0.44,0.43,0.43,3914900
BLC,20260428,3.9,3.9,3.86,3.88,205800
BLESS,20260428,0.24,0.25,0.24,0.25,40600
BM,20260428,1,1,0.99,0.99,159600
BOFFICE,20260428,5.5,5.55,5.5,5.55,146200
BOL,20260428,4.98,4.98,4.96,4.96,172600
BPP,20260428,11.4,11.4,11.3,11.3,67100
BPS,20260428,0.51,0.58,0.51,0.52,3346900
BR,20260428,1.64,1.64,1.63,1.64,90000
BRI,20260428,1.29,1.31,1.29,1.29,55300
BRR,20260428,3.68,3.7,3.66,3.68,100300
BRRGIF,20260428,3.76,3.76,3.76,3.76,9100
BSBM,20260428,0.59,0.59,0.58,0.58,190000
BSM,20260428,0.33,0.33,0.32,0.33,6200
BTC,20260428,0.18,0.19,0.17,0.18,16225100
BTG,20260428,21.9,22.2,21.7,22,5058600
BTNC,20260428,15.8,15.8,15.3,15.7,1400
BTS,20260428,2.12,2.14,2.08,2.1,29331800
BTSGIF,20260428,2.6,2.62,2.58,2.58,1534400
BTW,20260428,0.09,0.09,0.08,0.09,153000
BUI,20260428,11,11,11,11,600
BVG,20260428,1.65,1.65,1.62,1.63,9700
BWG,20260428,0.28,0.29,0.28,0.28,13211900
BYD,20260428,0.51,0.51,0.5,0.5,3706400
CAZ,20260428,1.44,1.45,1.43,1.45,21600
CBG,20260428,36,36,35.25,35.5,3012900
CCET,20260428,6.45,6.45,6.1,6.1,121604200
CCP,20260428,0.26,0.27,0.26,0.26,3813200
CEN,20260428,0.69,0.69,0.64,0.66,1263900
CENTEL,20260428,31.5,32,30.75,31,5546700
CEYE,20260428,1.2,1.2,1.2,1.2,3500
CFARM,20260428,0.78,0.78,0.73,0.73,895300
CFRESH,20260428,0.81,0.84,0.8,0.8,582700
CGD,20260428,0.11,0.12,0.11,0.11,23200
CGH,20260428,0.45,0.45,0.45,0.45,1591900
CH,20260428,1.55,1.6,1.55,1.59,931000
CHAO,20260428,4.38,4.38,4.36,4.36,2300
CHARAN,20260428,16.8,17.1,16.8,16.8,265100
CHASE,20260428,0.45,0.46,0.45,0.46,611900
CHAYO,20260428,1,1.01,0.99,1.01,2329100
CHEWA,20260428,0.16,0.18,0.16,0.18,222900
CHG,20260428,1.42,1.43,1.4,1.41,6117900
CHIC,20260428,0.27,0.27,0.25,0.27,115500
CHOW,20260428,1.32,1.36,1.32,1.34,257400
CI,20260428,0.33,0.33,0.33,0.33,100
CIG,20260428,0.03,0.03,0.02,0.02,474200
CITY,20260428,1.16,1.18,1.16,1.18,11500
CIVIL,20260428,0.8,0.8,0.8,0.8,10600
CK,20260428,16.4,16.8,16.4,16.8,5466400
CKP,20260428,2.28,2.3,2.28,2.28,2538900
CM,20260428,1.61,1.61,1.6,1.6,20500
CMAN,20260428,2.54,2.56,2.48,2.56,61500
CMC,20260428,0.34,0.35,0.33,0.35,7200
CMO,20260428,0.8,0.82,0.76,0.76,1568400
CMR,20260428,1.29,1.3,1.27,1.29,260500
CNT,20260428,1.04,1.04,1.04,1.04,1200
COCOCO,20260428,5.65,5.75,5.6,5.65,588900
COLOR,20260428,1.03,1.03,1.02,1.03,18900
COM7,20260428,21.6,21.7,21.3,21.6,10130700
COMAN,20260428,0.61,0.63,0.61,0.61,3800
CPALL,20260428,44.25,44.5,44,44.25,30057300
CPANEL,20260428,1.55,1.55,1.52,1.54,14800
CPAXT,20260428,14.4,14.6,14.4,14.5,5709300
CPF,20260428,19,19.2,18.8,18.9,21960800
CPH,20260428,8.3,8.35,8.2,8.25,23000
CPI,20260428,3.38,3.4,3.36,3.36,55200
CPL,20260428,0.7,0.7,0.66,0.68,530500
CPN,20260428,61.75,62.5,61.25,61.5,6784800
CPNCG,20260428,6.15,6.15,6.1,6.15,747100
CPNREIT,20260428,12,12.3,11.9,12.2,1980300
CPR,20260428,2.78,2.78,2.72,2.76,21300
CPT,20260428,1.22,1.22,1.16,1.18,60500
CPTREIT,20260428,5.9,5.9,5.85,5.9,62600
CPW,20260428,2.08,2.12,2.08,2.1,24400
CRANE,20260428,0.42,0.46,0.42,0.45,392200
CRC,20260428,18.4,18.4,17.8,18.1,18465400
CRD,20260428,0.31,0.31,0.3,0.31,124200
