<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260211,11.9,11.9,11.9,11.9,10
2X01BSET50-O,20260211,6.52,6.54,6.5,6.5,118
BMSCITH-O,20260211,11.31,11.31,11.29,11.29,66
BSET100-O,20260211,10.26,10.26,10.25,10.25,75
GLD-O,20260211,6.23,6.28,6.23,6.24,1356
TDEX-O,20260211,9.12,9.13,9.1,9.1,516
UBOT-O,20260211,14,14,14,14,14
UHERO-O,20260211,8.69,8.79,8.69,8.79,50
1DIV,20260211,11.74,11.74,11.58,11.6,29300
1I01BSET50,20260211,4.2,4.21,4.2,4.21,3100
2I01BSET50,20260211,3.53,3.54,3.5,3.54,242800
2X01BSET50,20260211,6.49,6.54,6.46,6.47,234300
BMSCG,20260211,7.8,7.85,7.75,7.85,504100
BMSCITH,20260211,11.25,11.32,11.25,11.28,426200
BSET100,20260211,10.22,10.27,10.22,10.24,207400
CHINA,20260211,6.95,6.95,6.93,6.94,11700
GLD,20260211,6.25,6.26,6.23,6.24,2463300
TDEX,20260211,9.1,9.13,9.06,9.06,335900
UBOT,20260211,14.19,14.29,14.19,14.29,1200
2S,20260211,2.48,2.48,2.46,2.48,606000
3BBIF,20260211,6.75,6.75,6.65,6.7,19339800
88TH,20260211,4.68,4.74,4.6,4.6,1453900
A,20260211,4.84,4.84,4.84,4.84,100
A5,20260211,1.84,1.84,1.82,1.84,9200
AAI,20260211,4.34,4.46,4.34,4.38,3996500
AAV,20260211,1.29,1.3,1.26,1.27,196644500
ABM,20260211,0.6,0.6,0.59,0.59,124400
ACC,20260211,0.39,0.4,0.39,0.39,1962600
ACE,20260211,1.3,1.31,1.29,1.29,1775900
ACG,20260211,0.57,0.61,0.57,0.61,39600
ADB,20260211,0.57,0.57,0.55,0.56,170000
ADD,20260211,4.08,4.08,4.04,4.08,40000
ADVANC,20260211,387,389,382,385,9273900
ADVICE,20260211,5.9,5.95,5.75,5.75,2399900
AE,20260211,0.08,0.09,0.08,0.08,2401200
AEONTS,20260211,98.5,99,97,97.25,1121300
AF,20260211,0.34,0.34,0.32,0.34,18500
AFC,20260211,3.36,3.36,2.9,3.06,144800
AGE,20260211,1.27,1.32,1.26,1.3,1847300
AH,20260211,13.6,13.6,13.4,13.5,53200
AHC,20260211,13.5,13.5,13.5,13.5,4000
AI,20260211,3,3.04,3,3.04,85400
AIE,20260211,1.04,1.08,1.03,1.07,3146600
AIMCG,20260211,1.63,1.63,1.59,1.62,271200
AIMIRT,20260211,10.9,11.1,10.8,11.1,1531400
AIRA,20260211,0.93,0.93,0.93,0.93,300
AIT,20260211,4.98,5.05,4.98,5.05,504700
AJ,20260211,1.77,1.78,1.74,1.75,934100
AJA,20260211,0.15,0.16,0.15,0.16,6080600
AKP,20260211,0.67,0.67,0.66,0.67,261400
AKR,20260211,0.85,0.85,0.84,0.85,1221700
