<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260507,12.42,12.49,10.52,12.47,308
1I01BSET50-O,20260507,3.82,3.82,3.82,3.82,10
2I01BSET50-O,20260507,2.88,2.88,2.88,2.88,7
2X01BSET50-O,20260507,7.36,7.36,7.36,7.36,50
BMSCITH-O,20260507,12.5,12.54,12.47,12.54,40
BSET100-O,20260507,11.08,11.1,11.08,11.1,36
CHINA-O,20260507,7.52,7.52,7.52,7.52,3
GLD-O,20260507,6.03,6.07,6.01,6.04,417
TDEX-O,20260507,9.75,9.78,9.74,9.74,548
1DIV,20260507,12.44,12.49,12.42,12.43,36800
1I01BSET50,20260507,3.82,3.82,3.8,3.82,11300
2I01BSET50,20260507,2.87,2.91,2.86,2.91,1403200
2X01BSET50,20260507,7.36,7.36,7.24,7.24,243600
BMSCG,20260507,8.41,8.41,8.41,8.41,200
BMSCITH,20260507,12.55,12.56,12.46,12.46,460000
BSET100,20260507,11.1,11.1,11.06,11.06,52400
CHINA,20260507,7.52,7.53,7.5,7.52,14800
GLD,20260507,6.03,6.06,6.01,6.04,1494000
TDEX,20260507,9.75,9.78,9.71,9.72,367100
UBOT,20260507,14.24,14.79,14.24,14.69,9900
UHERO,20260507,8.29,8.29,8.29,8.29,100
2S,20260507,3.18,3.18,3.02,3.1,1812800
3BBIF,20260507,6.9,6.9,6.6,6.7,51684500
88TH,20260507,4.46,4.48,4.42,4.44,250000
A,20260507,3.5,4.8,3.5,4.8,200
A5,20260507,1.84,1.85,1.84,1.85,1600
AAI,20260507,3.4,3.48,3.4,3.46,3477500
AAV,20260507,1.09,1.1,1.07,1.08,60974200
ABM,20260507,0.48,0.48,0.45,0.45,162400
ACC,20260507,0.41,0.42,0.41,0.42,2432700
ACE,20260507,1.27,1.28,1.27,1.27,765500
ACG,20260507,0.67,0.67,0.66,0.67,1200
ADB,20260507,0.57,0.57,0.56,0.57,94800
ADD,20260507,3.16,3.22,3.16,3.22,42200
ADVANC,20260507,351,356,347,350,18277500
ADVICE,20260507,6.05,6.2,6,6,3362800
AE,20260507,0.07,0.08,0.07,0.07,338500
AEONTS,20260507,94.75,94.75,92.75,94.25,870500
AF,20260507,0.36,0.37,0.36,0.37,306200
AFC,20260507,3.26,3.26,3.2,3.2,2800
AGE,20260507,1.25,1.25,1.22,1.23,823100
AH,20260507,13.4,13.9,13.4,13.9,164700
AHC,20260507,13.6,13.6,13.4,13.4,500
AI,20260507,2.92,2.92,2.9,2.9,85300
AIE,20260507,1.21,1.23,1.17,1.19,3686600
AIMCG,20260507,1.36,1.37,1.34,1.36,101000
AIMIRT,20260507,11.4,11.5,11.3,11.4,416200
AIRA,20260507,1.1,1.1,1.1,1.1,500
AIT,20260507,4.72,4.72,4.7,4.7,193600
AJ,20260507,2.8,2.8,2.6,2.7,5640000
AJA,20260507,0.16,0.16,0.15,0.16,1118600
AKP,20260507,0.78,0.78,0.73,0.74,3596200
AKR,20260507,0.95,0.95,0.94,0.94,7766300
ALLA,20260507,1.28,1.29,1.27,1.28,2925000
ALLY,20260507,4.6,4.64,4.6,4.64,564000
ALPHAX,20260507,0.36,0.37,0.35,0.36,2681700
ALT,20260507,1.28,1.35,1.28,1.31,6132900
ALUCON,20260507,232,232,230,231,1300
AMA,20260507,3.92,3.94,3.9,3.94,218800
AMANAH,20260507,0.63,0.65,0.62,0.62,2347700
AMARC,20260507,4.64,4.78,4.48,4.76,3763900
AMARIN,20260507,2.76,2.96,2.76,2.96,3100
AMATA,20260507,20.8,21.1,20.6,20.7,17112000
AMATAR,20260507,6.9,6.95,6.9,6.9,4700
AMATAV,20260507,1.96,1.96,1.93,1.95,89700
AMC,20260507,2.38,2.5,2.38,2.46,59500
AMR,20260507,0.32,0.35,0.31,0.34,516900
ANAN,20260507,0.36,0.37,0.35,0.35,5500400
ANI,20260507,2.64,2.64,2.54,2.6,57500
AOT,20260507,53.5,53.5,52.5,52.75,28922500
AP,20260507,8,8.05,7.9,7.9,9100400
APCO,20260507,2.68,2.7,2.58,2.64,123400
APCS,20260507,1.5,1.5,1.5,1.5,100
APO,20260507,2.24,2.28,2.2,2.24,982500
APP,20260507,2.52,2.66,2.52,2.62,1034500
APURE,20260507,2.08,2.08,2.06,2.06,80500
AQUA,20260507,0.11,0.11,0.1,0.11,5926500
ARIN,20260507,0.51,0.52,0.49,0.5,1070900
ARIP,20260507,0.44,0.45,0.44,0.45,426900
ARROW,20260507,5.05,5.05,5,5,17400
AS,20260507,2.74,2.78,2.72,2.72,756400
ASAP,20260507,1.44,1.46,1.39,1.45,95200
ASEFA,20260507,3.82,3.92,3.82,3.9,679000
ASIA,20260507,5.25,5.35,5.25,5.35,700
ASIAN,20260507,7,7.1,6.95,7.05,857800
ASIMAR,20260507,1.45,1.45,1.42,1.42,185100
ASK,20260507,9.45,9.5,9.35,9.4,1497400
ASN,20260507,0.67,0.67,0.67,0.67,200
ASP,20260507,2.08,2.12,2.08,2.08,1473000
ASW,20260507,6.9,7.2,6.85,7.1,318600
ATLAS,20260507,1.92,1.92,1.87,1.88,5034000
ATP30,20260507,0.82,0.82,0.8,0.82,389500
AU,20260507,4.5,4.56,4.5,4.5,1213400
AUCT,20260507,4.82,4.82,4.52,4.7,2975500
AURA,20260507,13.8,14.1,13.8,13.8,1590800
AWC,20260507,2.1,2.14,2.08,2.1,47799000
AXTRART,20260507,13.2,13.6,13.2,13.4,1350400
AYUD,20260507,37.5,37.5,37,37,39500
B,20260507,0.03,0.04,0.03,0.04,488700
B-WORK,20260507,6,6.05,5.95,6,228700
B52,20260507,0.28,0.28,0.25,0.25,179900
BA,20260507,14.2,14.5,14.1,14.3,12619200
BAFS,20260507,8.45,8.5,8.4,8.45,123700
BAM,20260507,6.8,6.85,6.75,6.75,8412300
BANPU,20260507,5.95,6,5.8,5.85,57700600
BAREIT,20260507,10.7,10.8,10.6,10.8,1209100
BAY,20260507,28.25,28.25,27.25,27.5,875800
BBGI,20260507,4.32,4.4,4.24,4.26,8903600
BBIK,20260507,19.2,19.3,18.6,18.7,1554000
BBL,20260507,164,164,161.5,161.5,8801900
BC,20260507,0.73,0.74,0.72,0.73,231600
BCH,20260507,9.4,9.6,9.25,9.35,24681000
BCP,20260507,36.25,36.5,35.5,35.5,3770300
BCPG,20260507,7.65,7.65,7.45,7.55,11428400
BCT,20260507,43,45.75,43,45.5,4300
BDMS,20260507,18.5,18.9,18.4,18.4,148126800
BE8,20260507,5.35,5.5,5.25,5.35,417100
BEAUTY,20260507,0.39,0.41,0.37,0.38,11336100
BEC,20260507,1.84,1.84,1.8,1.83,1414700
BEM,20260507,5.45,5.5,5.4,5.45,22700600
BEYOND,20260507,8.3,8.6,8.3,8.6,19100
BGC,20260507,5.9,5.95,5.85,5.85,143400
BGRIM,20260507,14,14.1,13.8,13.8,30390500
BGT,20260507,0.37,0.38,0.36,0.37,61200
BH,20260507,180,183,178.5,179.5,5975800
BIG,20260507,0.29,0.29,0.28,0.28,402400
BIOTEC,20260507,0.28,0.28,0.26,0.26,5914200
BIS,20260507,2,2.04,2,2.02,22200
BIZ,20260507,4.72,4.72,4.7,4.72,110200
BJC,20260507,14.6,14.6,14.2,14.3,9125900
BJCHI,20260507,0.68,0.7,0.67,0.67,343500
BKA,20260507,0.76,0.76,0.74,0.74,531300
BKD,20260507,1.07,1.08,1.07,1.07,31600
BKGI,20260507,1.38,1.4,1.38,1.4,297200
BKIH,20260507,325,330,325,327,14900
BLA,20260507,20.7,20.8,20.5,20.7,1171800
BLAND,20260507,0.44,0.45,0.44,0.44,2082200
BLC,20260507,3.92,3.96,3.88,3.9,240800
BLESS,20260507,0.25,0.25,0.24,0.25,2700
BM,20260507,1,1.01,0.99,1.01,1013700
BOFFICE,20260507,5.65,5.7,5.6,5.65,305300
BOL,20260507,4.98,4.98,4.94,4.94,256600
BPP,20260507,12,12.1,11.9,12,118300
BPS,20260507,0.55,0.56,0.54,0.54,2164100
BR,20260507,1.65,1.65,1.64,1.65,103900
BRI,20260507,1.29,1.31,1.29,1.3,193000
BROCK,20260507,1.26,1.26,1.26,1.26,100
BRR,20260507,3.58,3.62,3.58,3.62,107100
BRRGIF,20260507,3.8,3.8,3.76,3.8,36400
BSBM,20260507,0.58,0.59,0.57,0.57,21100
BSM,20260507,0.33,0.34,0.33,0.34,4800
BTC,20260507,0.19,0.19,0.18,0.18,6884600
BTG,20260507,23.1,23.1,22.1,22.2,6886700
BTNC,20260507,15.5,16.2,15.5,16.2,2100
BTS,20260507,2.12,2.14,2.08,2.08,54042400
BTSGIF,20260507,2.62,2.62,2.6,2.62,2855200
BTW,20260507,0.08,0.09,0.08,0.08,166200
BUI,20260507,10.9,10.9,10.8,10.9,2400
BVG,20260507,1.64,1.64,1.6,1.62,88600
BWG,20260507,0.3,0.31,0.29,0.3,28043300
BYD,20260507,0.5,0.51,0.49,0.5,2718100
CAZ,20260507,1.53,1.8,1.53,1.62,1637400
CBG,20260507,37.75,39.5,37.5,38.5,10667500
CCET,20260507,6.2,6.25,5.95,5.95,55389900
CCP,20260507,0.26,0.26,0.25,0.26,736400
CEN,20260507,0.63,0.64,0.62,0.62,580100
CENTEL,20260507,31,32,30.75,30.75,7965800
CEYE,20260507,1.21,1.21,1.21,1.21,100
CFARM,20260507,0.8,0.82,0.79,0.79,2773900
CFRESH,20260507,0.83,0.83,0.81,0.82,321400
CGD,20260507,0.11,0.11,0.11,0.11,78900
CGH,20260507,0.46,0.47,0.46,0.47,563600
CH,20260507,1.57,1.57,1.56,1.56,6000
CHAO,20260507,4.36,4.42,4.36,4.42,20800
CHASE,20260507,0.45,0.46,0.45,0.45,923700
CHAYO,20260507,1.02,1.07,1.01,1.04,8816600
CHEWA,20260507,0.17,0.17,0.16,0.17,243000
CHG,20260507,1.42,1.43,1.4,1.4,8409700
CHIC,20260507,0.29,0.32,0.29,0.31,129000
CHOTI,20260507,66,66,65.75,65.75,1500
CHOW,20260507,1.35,1.35,1.32,1.33,14500
CI,20260507,0.35,0.38,0.32,0.32,2885600
CIG,20260507,0.03,0.03,0.02,0.02,64700
CITY,20260507,1.16,1.21,1.16,1.18,30800
CIVIL,20260507,0.84,0.86,0.83,0.86,129900
CK,20260507,18.6,18.7,18.3,18.6,14203500
CKP,20260507,2.34,2.38,2.34,2.36,7846900
CM,20260507,1.62,1.62,1.61,1.62,8300
CMAN,20260507,2.64,2.64,2.6,2.62,138900
CMC,20260507,0.35,0.37,0.35,0.35,52600
CMO,20260507,0.69,0.72,0.69,0.7,956900
CMR,20260507,1.29,1.31,1.29,1.31,185900
