<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260130,11.7,11.7,11.2,11.2,102
2I01BSET50-O,20260130,4.12,4.13,4.12,4.12,67
2X01BSET50-O,20260130,5.66,5.66,5.66,5.66,11
BMSCITH-O,20260130,10.43,10.43,10.42,10.42,41
CHINA-O,20260130,6.94,6.95,6.94,6.95,11
GLD-O,20260130,6.8,6.8,6.41,6.41,4727
TDEX-O,20260130,8.7,8.7,8.46,8.48,678
UBOT-O,20260130,11.49,11.49,10.1,10.1,10
UHERO-O,20260130,7,7,7,7,1
1DIV,20260130,11.24,11.24,11.17,11.2,67200
1I01BSET50,20260130,4.55,4.55,4.55,4.55,5000
2I01BSET50,20260130,4.09,4.12,4.09,4.11,213000
2X01BSET50,20260130,5.64,5.65,5.6,5.63,44500
ABFTH,20260130,1378,1378,1378,1378,100
BMSCG,20260130,7.45,7.48,7.43,7.48,3300
BMSCITH,20260130,10.49,10.51,10.42,10.47,194500
BSET100,20260130,9.55,9.55,9.51,9.54,47900
CHINA,20260130,6.92,6.95,6.9,6.95,27400
GLD,20260130,6.39,6.56,6.35,6.36,15356600
TDEX,20260130,8.5,8.59,8.44,8.48,254600
UBOT,20260130,14.19,14.19,14.19,14.19,1100
UHERO,20260130,9.39,9.39,9.39,9.39,1300
2S,20260130,2.48,2.5,2.48,2.48,20600
3BBIF,20260130,6.4,6.45,6.4,6.45,1549300
88TH,20260130,4.52,4.54,4.44,4.48,579000
A,20260130,4.86,4.86,4.82,4.82,200
A5,20260130,1.85,1.85,1.82,1.83,3100
AAI,20260130,4.16,4.22,4.16,4.22,920000
AAV,20260130,1.13,1.15,1.12,1.15,36874100
ABM,20260130,0.62,0.62,0.6,0.62,11700
ACC,20260130,0.4,0.41,0.39,0.39,2118800
ACE,20260130,1.3,1.3,1.29,1.29,430900
ACG,20260130,0.58,0.58,0.58,0.58,300
ADB,20260130,0.58,0.58,0.57,0.57,16400
ADD,20260130,3.78,4.16,3.68,4.06,135600
ADVANC,20260130,346,351,345,349,7617100
ADVICE,20260130,5.6,5.95,5.6,5.9,3275300
AE,20260130,0.09,0.1,0.08,0.08,663500
AEONTS,20260130,96.25,96.5,96,96.5,587000
AF,20260130,0.32,0.33,0.32,0.32,27500
AGE,20260130,1.26,1.26,1.24,1.26,411700
AH,20260130,12.9,13,12.8,13,265100
AHC,20260130,13.2,13.2,13.2,13.2,1800
AI,20260130,2.98,3,2.98,3,70000
AIE,20260130,1.02,1.03,1.01,1.02,79000
AIMCG,20260130,1.66,1.68,1.66,1.68,5800
AIMIRT,20260130,10.8,10.9,10.8,10.9,154400
AIT,20260130,4.98,5,4.96,4.98,534500
AJ,20260130,1.81,1.81,1.79,1.8,159000
AJA,20260130,0.15,0.16,0.14,0.15,5011500
AKP,20260130,0.67,0.68,0.66,0.67,1598800
AKR,20260130,0.84,0.84,0.83,0.84,990400
AKS,20260130,0.02,0.03,0.01,0.03,4056700
ALLA,20260130,1.17,1.17,1.16,1.17,202900
ALLY,20260130,4.34,4.38,4.34,4.38,148600
ALPHAX,20260130,0.48,0.5,0.48,0.48,4409600
ALT,20260130,1.11,1.13,1.11,1.12,178800
ALUCON,20260130,200,200,200,200,100
AMA,20260130,4.08,4.1,4.06,4.08,434800
AMANAH,20260130,0.74,0.74,0.73,0.74,79800
AMARC,20260130,2.6,2.64,2.6,2.64,704000
AMARIN,20260130,2.06,2.12,2.04,2.12,5100
AMATA,20260130,15.4,15.7,15.4,15.6,7241500
AMATAR,20260130,6.7,6.7,6.65,6.65,32100
AMATAV,20260130,1.79,1.8,1.79,1.8,20300
AMC,20260130,2.1,2.12,2.08,2.08,2200
AMR,20260130,0.38,0.4,0.38,0.39,105400
ANAN,20260130,0.41,0.42,0.4,0.41,605900
ANI,20260130,2.78,2.78,2.74,2.76,13700
AOT,20260130,51.5,51.75,50,50.25,37775600
AP,20260130,8.95,9.05,8.85,9.05,6131000
APCO,20260130,2.82,2.88,2.82,2.86,13200
APCS,20260130,1.28,1.29,1.28,1.29,400
APO,20260130,1.87,1.87,1.84,1.84,502200
APP,20260130,2.52,2.54,2.52,2.54,195700
APURE,20260130,2.18,2.18,2.14,2.18,48900
AQUA,20260130,0.14,0.16,0.14,0.15,912200
ARIN,20260130,0.57,0.57,0.56,0.57,635400
ARIP,20260130,0.43,0.43,0.42,0.42,123100
ARROW,20260130,5.05,5.05,5.05,5.05,5200
AS,20260130,2.78,2.8,2.72,2.76,1350000
ASAP,20260130,1.17,1.2,1.17,1.2,200
ASEFA,20260130,3.5,3.6,3.48,3.54,270900
ASIA,20260130,5.95,6,5.95,5.95,2100
ASIAN,20260130,7.35,7.45,7.35,7.45,104100
ASIMAR,20260130,1.5,1.51,1.5,1.51,46700
ASK,20260130,7.75,7.8,7.6,7.7,376500
ASN,20260130,0.77,0.77,0.77,0.77,1200
ASP,20260130,2.08,2.1,2.06,2.1,546000
ASW,20260130,6,6.05,6,6.05,107800
ATLAS,20260130,1.75,1.8,1.71,1.72,12845800
ATP30,20260130,0.88,0.88,0.87,0.88,207700
AU,20260130,4.9,4.98,4.9,4.94,221800
AUCT,20260130,5.25,5.25,5.15,5.2,367600
AURA,20260130,13,13.1,12.9,13,263100
AWC,20260130,2.18,2.22,2.16,2.18,39065100
AXTRART,20260130,12.6,12.8,12.5,12.7,318000
AYUD,20260130,36.5,36.75,36.25,36.25,13600
B,20260130,0.04,0.04,0.03,0.04,294300
B-WORK,20260130,5.1,5.1,5.05,5.1,138300
B52,20260130,0.32,0.33,0.32,0.33,26200
BA,20260130,15.2,15.4,15.1,15.3,4014100
BAFS,20260130,8.65,8.7,8.6,8.65,93100
BAM,20260130,8,8,7.85,8,3736100
BANPU,20260130,5.5,5.55,5.25,5.35,98877500
BAREIT,20260130,10.5,10.6,10.5,10.5,70000
BAY,20260130,25.25,25.5,25.25,25.25,116400
BBGI,20260130,3.02,3.02,2.98,3.02,48000
BBIK,20260130,15.4,15.4,15,15.1,403000
BBL,20260130,156,159,155.5,158,15424200
BC,20260130,0.78,0.79,0.78,0.79,4100
BCH,20260130,10.1,10.1,9.9,10.1,8513400
BCP,20260130,30.5,30.75,30,30.25,7789500
BCPG,20260130,7.15,7.25,7.05,7.1,7491500
BDMS,20260130,20,20.2,19.9,20.1,33413900
BE8,20260130,4.88,4.88,4.82,4.86,191800
BEAUTY,20260130,0.42,0.42,0.41,0.42,3105900
BEC,20260130,1.83,1.84,1.81,1.84,509800
BEM,20260130,5.15,5.25,5.1,5.25,35281100
BEYOND,20260130,8.3,8.3,8.3,8.3,300
BGC,20260130,4.14,4.16,4.08,4.08,81900
BGRIM,20260130,12.8,13,12.7,12.8,6812500
BGT,20260130,0.38,0.39,0.37,0.39,23200
BH,20260130,166.5,168,165.5,167.5,3378000
BIG,20260130,0.3,0.3,0.29,0.29,214200
BIOTEC,20260130,0.18,0.18,0.17,0.17,1914600
BIS,20260130,1.87,1.89,1.87,1.87,15700
BIZ,20260130,4.26,4.26,4.22,4.24,55200
BJC,20260130,14.4,14.7,14.3,14.5,12388400
BJCHI,20260130,0.57,0.6,0.57,0.59,52000
BKA,20260130,0.85,0.9,0.84,0.88,23178000
BKD,20260130,0.99,1,0.99,0.99,48400
BKGI,20260130,1.29,1.3,1.27,1.28,128000
BKIH,20260130,300,302,300,301,13900
BLA,20260130,20.6,21.5,20.6,21.3,4280100
BLAND,20260130,0.44,0.45,0.44,0.45,956400
BLC,20260130,4.04,4.06,3.98,4,496800
BLESS,20260130,0.21,0.21,0.21,0.21,13800
BM,20260130,1.02,1.04,1.01,1.03,849500
BOFFICE,20260130,5.1,5.1,5.05,5.1,265800
BOL,20260130,5,5.1,5,5.1,116300
BPP,20260130,11.3,11.5,11.2,11.3,121600
BPS,20260130,0.41,0.42,0.41,0.41,75400
BR,20260130,1.62,1.63,1.62,1.63,26600
BRI,20260130,1.41,1.45,1.4,1.4,531300
BROCK,20260130,1.18,1.22,1.18,1.22,200
BRR,20260130,4,4.02,3.96,3.96,320100
BRRGIF,20260130,3.8,3.8,3.78,3.8,36200
BSBM,20260130,0.6,0.61,0.59,0.6,146000
BSM,20260130,0.37,0.44,0.37,0.37,47000
BTC,20260130,0.22,0.22,0.21,0.21,14740500
BTG,20260130,17,17.1,16.9,17,1437100
BTNC,20260130,14.9,15.1,14.9,14.9,500
BTS,20260130,2.2,2.22,2.16,2.18,25794600
BTSGIF,20260130,2.6,2.6,2.58,2.58,415600
BTW,20260130,0.1,0.11,0.1,0.1,16600
BUI,20260130,12.4,12.5,12.3,12.3,3900
BVG,20260130,1.74,1.75,1.73,1.75,62200
BWG,20260130,0.25,0.26,0.25,0.26,12009100
BYD,20260130,0.51,0.52,0.5,0.5,2358200
CAZ,20260130,1.56,1.63,1.55,1.6,25600
CBG,20260130,43,43.5,43,43.25,956800
CCET,20260130,4.88,4.9,4.76,4.78,36381700
CCP,20260130,0.23,0.24,0.21,0.21,1597800
CEN,20260130,0.83,0.84,0.73,0.74,850200
CENTEL,20260130,34.75,35.25,34.25,35.25,2485600
CEYE,20260130,1.68,1.69,1.68,1.69,30500
CFARM,20260130,0.75,0.76,0.74,0.74,174600
CFRESH,20260130,0.7,0.72,0.7,0.7,131000
CGD,20260130,0.11,0.12,0.11,0.11,2078800
CGH,20260130,0.47,0.49,0.47,0.48,884100
CH,20260130,1.8,1.82,1.76,1.76,378600
CHAO,20260130,4.42,4.42,4.4,4.4,8300
CHARAN,20260130,18.1,18.2,18.1,18.2,2900
CHASE,20260130,0.5,0.5,0.49,0.49,143900
CHAYO,20260130,1.22,1.22,1.18,1.2,2982200
CHEWA,20260130,0.2,0.21,0.2,0.21,322300
CHG,20260130,1.57,1.57,1.54,1.57,4985300
CHIC,20260130,0.23,0.25,0.23,0.25,83100
CHO,20260130,0.06,0.07,0.05,0.06,684600
CHOW,20260130,1.08,1.08,1.07,1.07,800
CI,20260130,0.36,0.36,0.34,0.36,203700
CIG,20260130,0.03,0.03,0.02,0.02,394600
CITY,20260130,1.47,1.52,1.45,1.52,15100
CIVIL,20260130,0.71,0.73,0.71,0.73,285300
CK,20260130,12.6,12.6,12.3,12.5,4943300
CKP,20260130,2.28,2.3,2.26,2.28,1380300
CM,20260130,1.63,1.63,1.62,1.62,59000
CMAN,20260130,2.46,2.52,2.42,2.5,633700
CMC,20260130,0.46,0.47,0.46,0.47,1200
CMO,20260130,0.41,0.43,0.4,0.41,2300
CMR,20260130,1.39,1.39,1.37,1.39,49500
CNT,20260130,1.03,1.03,1.01,1.01,31200
COCOCO,20260130,5.55,5.6,5.4,5.45,2602000
COLOR,20260130,1.05,1.05,1.04,1.04,74000
COM7,20260130,21.1,22,21.1,21.9,22974800
COMAN,20260130,0.39,0.4,0.38,0.39,123100
CPALL,20260130,43.75,44.5,43.5,43.5,42020200
CPANEL,20260130,1.95,1.97,1.93,1.93,18100
CPAXT,20260130,14.9,15.1,14.8,14.8,7005100
CPF,20260130,20.7,20.9,20.6,20.7,20924300
CPH,20260130,8.45,8.5,8.4,8.4,14000
CPI,20260130,3.44,3.44,3.4,3.42,113400
CPL,20260130,0.65,0.66,0.63,0.63,15800
CPN,20260130,57.25,58.25,57.25,57.75,4388700
CPNCG,20260130,6.45,6.45,6.4,6.45,86100
CPNREIT,20260130,11.1,11.3,11.1,11.3,1664300
CPR,20260130,2.74,2.78,2.72,2.78,18200
CPT,20260130,0.97,0.97,0.95,0.97,31500
CPTREIT,20260130,5.45,5.45,5.35,5.45,26600
CPW,20260130,2.16,2.16,2.1,2.14,41000
CRANE,20260130,0.42,0.43,0.42,0.43,670700
CRC,20260130,19.5,19.8,19.3,19.7,7384500
CRD,20260130,0.3,0.31,0.3,0.31,700
CREDIT,20260130,16.2,16.2,16,16.1,111300
CSP,20260130,0.44,0.44,0.37,0.4,839100
CSR,20260130,63,63,63,63,900
CSS,20260130,0.77,0.78,0.76,0.77,365600
CTARAF,20260130,4.68,4.68,4.62,4.68,200600
CTW,20260130,2.94,2.94,2.8,2.9,800
CWT,20260130,0.92,0.95,0.92,0.93,2259100
D,20260130,2.54,2.56,2.48,2.48,331500
DCC,20260130,1.22,1.22,1.21,1.22,1582600
DCON,20260130,0.23,0.24,0.23,0.24,443600
DDD,20260130,5.7,5.8,5.6,5.8,37500
DELTA,20260130,204,209,203,205,11507600
DEMCO,20260130,2.56,2.6,2.54,2.54,137100
DEXON,20260130,1.05,1.05,1.04,1.04,95300
DHOUSE,20260130,0.4,0.4,0.39,0.4,6800
DIF,20260130,9.45,9.45,9.4,9.45,5929700
DIMET,20260130,0.05,0.06,0.05,0.05,668400
DITTO,20260130,11.3,11.4,11.1,11.2,740700
DMT,20260130,10.6,10.7,10.6,10.6,357000
DOD,20260130,1.55,1.58,1.55,1.56,179300
DOHOME,20260130,3.54,3.56,3.5,3.52,6345700
DPAINT,20260130,0.71,0.71,0.66,0.66,1768300
DREIT,20260130,4.86,4.92,4.86,4.92,31200
DRT,20260130,5.05,5.05,5,5.05,44700
DTCENT,20260130,0.88,0.88,0.87,0.88,120700
DTCI,20260130,22,24.5,21.1,21.1,13800
DUSIT,20260130,11.4,11.4,11.2,11.2,273800
DV8,20260130,4.22,4.24,4.18,4.2,267900
EA,20260130,2.72,2.78,2.7,2.74,15249300
EASON,20260130,1.05,1.06,1.04,1.05,156800
EAST,20260130,0.68,0.68,0.66,0.66,77500
EASTW,20260130,1.94,1.98,1.92,1.92,215400
ECF,20260130,0.07,0.07,0.06,0.06,1506800
EFORL,20260130,0.13,0.14,0.13,0.14,870900
EGATIF,20260130,6.2,6.2,6.15,6.2,164200
EGCO,20260130,116.5,117.5,116.5,117.5,590800
EKH,20260130,4.98,5,4.96,4.98,95700
EMC,20260130,0.02,0.03,0.02,0.02,16047400
EMPIRE,20260130,0.74,0.74,0.68,0.7,11656500
EP,20260130,1.16,1.17,1.15,1.16,43400
EPG,20260130,3.24,3.26,3.18,3.22,4009400
ERW,20260130,2.52,2.56,2.48,2.54,12242800
ESTAR,20260130,0.2,0.21,0.2,0.21,5964600
ETC,20260130,0.56,0.56,0.54,0.55,1316400
ETE,20260130,0.53,0.53,0.49,0.49,101600
ETL,20260130,0.54,0.54,0.52,0.52,281700
EURO,20260130,4.18,4.22,4.18,4.18,1600
EVER,20260130,0.05,0.06,0.05,0.05,1599200
F&D,20260130,50,50,50,50,200
FANCY,20260130,0.28,0.29,0.28,0.29,10500
FLOYD,20260130,1.2,1.2,1.19,1.19,227000
FM,20260130,3.66,3.66,3.58,3.6,1197100
FMT,20260130,23.7,23.7,23.6,23.7,800
FN,20260130,0.46,0.47,0.45,0.45,15300
FNS,20260130,0.74,0.74,0.73,0.73,138300
FORTH,20260130,5.9,5.95,5.8,5.8,283300
FPI,20260130,1.82,1.83,1.78,1.82,267100
FPT,20260130,6.05,6.05,6,6.05,34700
FSMART,20260130,6.2,6.2,6.15,6.2,281200
FSX,20260130,0.72,0.73,0.7,0.73,32200
FTE,20260130,1.94,1.94,1.92,1.92,81400
FTI,20260130,1.97,1.97,1.81,1.93,5000
FTREIT,20260130,11.6,11.9,11.6,11.8,1600600
FUTURERT,20260130,9.1,9.15,9.1,9.15,10100
FVC,20260130,0.48,0.48,0.46,0.46,120900
GABLE,20260130,3.5,3.52,3.48,3.52,97400
GAHREIT,20260130,4.16,4.2,4.16,4.2,292000
GBX,20260130,0.49,0.5,0.48,0.5,294500
GC,20260130,4,4.02,4,4.02,567900
GCAP,20260130,0.27,0.28,0.26,0.27,173100
GEL,20260130,0.05,0.05,0.04,0.05,3734800
GENCO,20260130,0.25,0.26,0.25,0.26,4600
GFC,20260130,2.74,2.8,2.74,2.8,4600
GFPT,20260130,9.6,9.6,9.5,9.55,1501100
GGC,20260130,3.22,3.28,3.18,3.18,17000
GJS,20260130,0.09,0.1,0.09,0.1,2466500
GLOBAL,20260130,6.95,6.95,6.8,6.9,2707700
GLORY,20260130,0.61,0.61,0.58,0.58,45500
GPI,20260130,1.66,1.69,1.66,1.68,120600
GPSC,20260130,35.25,36,35.25,35.5,3447500
GRAMMY,20260130,4.2,4.24,4.2,4.24,15400
GRAND,20260130,0.03,0.03,0.03,0.03,59500
GREEN,20260130,0.61,0.63,0.6,0.63,4900
GROREIT,20260130,7.4,7.4,7.4,7.4,200
GTB,20260130,0.68,0.68,0.67,0.68,25500
GTV,20260130,0.03,0.04,0.03,0.04,4342900
GULF,20260130,47,47.25,46.5,46.75,20680300
GUNKUL,20260130,1.81,1.82,1.8,1.82,2816800
GVREIT,20260130,6.55,6.55,6.5,6.5,671600
GYT,20260130,204,204,204,204,400
HANA,20260130,17.7,17.9,17.5,17.5,5897700
HANN,20260130,0.92,0.93,0.9,0.91,1184400
HARN,20260130,1.95,1.95,1.93,1.93,8400
HEALTH,20260130,0.43,0.51,0.43,0.47,103900
HENG,20260130,0.96,0.96,0.91,0.94,961400
HFT,20260130,4.18,4.28,4.18,4.24,384100
HL,20260130,7,7.05,7,7,54300
HMPRO,20260130,6.9,7.1,6.75,7.1,65246700
HPF,20260130,5.25,5.35,5.25,5.35,108700
HPT,20260130,0.34,0.34,0.33,0.34,131700
HTC,20260130,15,15.1,15,15.1,155700
HTECH,20260130,3.04,3.08,3,3.06,552800
HUMAN,20260130,4.96,5,4.94,4.96,141600
HYDRO,20260130,2.84,3.04,2.62,2.8,435300
I2,20260130,0.75,0.77,0.74,0.74,406200
ICHI,20260130,13.7,13.9,13.7,13.9,2382300
ICN,20260130,1.58,1.6,1.57,1.59,103300
IDG,20260130,1.64,1.65,1.63,1.63,419700
IFS,20260130,2.08,2.1,2.06,2.1,52700
IHL,20260130,1.59,1.59,1.59,1.59,4300
IIG,20260130,1.74,1.75,1.65,1.69,1155000
III,20260130,3.92,3.92,3.88,3.88,647000
ILINK,20260130,4.74,4.76,4.74,4.74,99500
ILM,20260130,13.4,13.4,13.2,13.3,88000
IMH,20260130,3.06,3.08,3,3.04,9300
IMPACT,20260130,10.6,10.6,10.4,10.5,407800
IND,20260130,1.39,1.41,1.37,1.4,451800
INET,20260130,3.7,3.74,3.7,3.7,1066400
INETREIT,20260130,11.8,11.9,11.8,11.8,1983900
INGRS,20260130,0.26,0.27,0.24,0.26,2413200
INOX,20260130,0.43,0.45,0.42,0.44,2585900
INSET,20260130,2.02,2.04,1.97,1.99,1930800
IP,20260130,4.26,4.36,4.26,4.32,160500
IRC,20260130,11.9,11.9,11.8,11.9,37900
IRCP,20260130,0.26,0.27,0.25,0.27,363400
IROYAL,20260130,5.4,5.6,5.3,5.4,441100
IRPC,20260130,1.15,1.16,1.12,1.16,71701800
ISSARA,20260130,6.85,6.85,6.8,6.8,1600
IT,20260130,3.32,3.32,3.28,3.3,43900
ITC,20260130,16.6,17.3,16.5,17.2,8093800
ITD,20260130,0.22,0.23,0.21,0.22,2972000
ITEL,20260130,1.3,1.31,1.29,1.29,666200
ITNS,20260130,1.5,1.51,1.5,1.51,12000
ITTHI,20260130,1.19,1.2,1.18,1.2,105300
IVF,20260130,0.8,0.81,0.79,0.8,400700
IVL,20260130,20.8,20.8,20.1,20.4,25303400
J,20260130,0.62,0.62,0.58,0.6,617700
JAK,20260130,0.66,0.66,0.66,0.66,300
JAS,20260130,1.29,1.29,1.27,1.28,7361100
JCK,20260130,0.13,0.13,0.12,0.12,4546000
JCT,20260130,84.25,84.25,84.25,84.25,100
JDF,20260130,1.41,1.41,1.39,1.4,122100
JMART,20260130,7.35,7.4,7.15,7.25,6140700
JMT,20260130,8.7,8.75,8.4,8.5,7044000
JPARK,20260130,2.68,2.82,2.64,2.66,8252900
JR,20260130,1.71,1.72,1.7,1.72,38500
JSP,20260130,1.94,1.94,1.89,1.91,17400
JTS,20260130,53,53.75,52.25,53.5,515400
JUBILE,20260130,6.95,7,6.95,7,1300
K,20260130,1.05,1.05,1.04,1.04,34500
KAMART,20260130,8.9,8.9,8.8,8.85,1683800
KASET,20260130,0.64,0.64,0.62,0.63,167900
KBANK,20260130,190,190,188,188,11205000
KBS,20260130,6.05,6.15,5.95,6.05,291000
KBSPIF,20260130,8.2,8.25,8.2,8.25,66100
KC,20260130,0.03,0.03,0.02,0.03,50900
KCAR,20260130,5.4,5.4,5.35,5.4,17500
KCC,20260130,2.26,2.26,2.24,2.24,77100
KCE,20260130,18.6,18.9,18.6,18.8,5299400
KCG,20260130,8.7,8.75,8.65,8.7,96700
KCM,20260130,0.17,0.17,0.15,0.17,26700
KGEN,20260130,1.12,1.16,1.1,1.15,434400
KGI,20260130,4.12,4.14,4.1,4.12,504100
KIAT,20260130,0.34,0.34,0.33,0.33,1710700
KISS,20260130,3.06,3.06,3,3.02,1318600
KJL,20260130,6.2,6.2,5.95,6.05,195800
KK,20260130,0.8,0.81,0.78,0.81,7800
KKP,20260130,71,72,70.5,72,8136100
KLINIQ,20260130,22.7,23.1,22.7,23,186900
KOOL,20260130,0.29,0.29,0.29,0.29,510600
KSL,20260130,1.22,1.24,1.22,1.23,209000
KTB,20260130,28.75,28.75,28.25,28.25,45814900
KTBSTMR,20260130,5.4,5.45,5.35,5.45,35500
KTC,20260130,28,28.75,28,28.75,27232900
KTIS,20260130,1.98,1.98,1.98,1.98,16200
KTMS,20260130,1.95,1.95,1.93,1.93,43900
KUMWEL,20260130,1.06,1.08,1.04,1.05,77100
KUN,20260130,0.82,0.82,0.8,0.81,15000
KWM,20260130,0.89,0.9,0.88,0.89,26100
KYE,20260130,294,296,292,292,1600
L&E,20260130,1.03,1.03,1.02,1.03,14200
LALIN,20260130,4.7,4.72,4.7,4.72,41500
LANNA,20260130,15.7,15.8,15.6,15.6,214400
LDC,20260130,0.29,0.3,0.28,0.29,83000
LEE,20260130,2.62,2.66,2.62,2.64,65900
LEO,20260130,1.91,1.95,1.89,1.95,192300
LH,20260130,3.94,3.96,3.88,3.9,47050400
LHFG,20260130,0.99,1,0.98,0.98,2925300
LHHOTEL,20260130,13,13.1,13,13,290300
LHK,20260130,3.36,3.38,3.34,3.36,39900
LHRREIT,20260130,4.34,4.34,4.22,4.24,24400
LHSC,20260130,12.6,12.7,12.6,12.6,145800
LIT,20260130,0.63,0.64,0.6,0.61,245500
