<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
2I01BSET50-O,20260310,3.45,3.45,3.45,3.45,10
2X01BSET50-O,20260310,6.3,6.35,6.3,6.35,3
BMSCITH-O,20260310,11.42,11.52,11.42,11.52,16
BSET100-O,20260310,10.29,10.29,10.28,10.28,77
CHINA-O,20260310,6.93,6.93,6.93,6.93,2
GLD-O,20260310,6.44,6.45,6.43,6.43,835
TDEX-O,20260310,9.08,9.12,9,9.06,411
1DIV,20260310,11.8,11.84,11.74,11.84,69300
1I01BSET50,20260310,4.15,4.19,4.15,4.15,32300
2I01BSET50,20260310,3.4,3.48,3.39,3.43,890400
2X01BSET50,20260310,6.3,6.48,6.3,6.4,704600
ABFTH,20260310,1375,1375,1375,1375,50
BMSCG,20260310,7.68,7.75,7.68,7.75,200
BMSCITH,20260310,11.39,11.54,11.37,11.46,193500
BSET100,20260310,10.28,10.32,10.19,10.23,72600
CHINA,20260310,6.93,7.01,6.93,6.98,86700
GLD,20260310,6.43,6.46,6.42,6.44,962600
TDEX,20260310,9.02,9.12,8.99,9.06,1663800
UBOT,20260310,13.51,13.51,13.51,13.51,100
2S,20260310,2.68,2.68,2.64,2.66,8400
3BBIF,20260310,6.55,6.65,6.5,6.55,11882800
88TH,20260310,5.05,5.35,4.9,5.25,4922700
A5,20260310,1.84,1.86,1.84,1.86,200400
AAI,20260310,3.52,3.58,3.5,3.52,4781300
AAV,20260310,1.1,1.11,1.07,1.11,154276900
ABM,20260310,0.63,0.63,0.63,0.63,100
ACC,20260310,0.4,0.41,0.39,0.39,2733000
ACE,20260310,1.29,1.29,1.27,1.28,860700
ACG,20260310,0.6,0.61,0.6,0.61,140300
ADB,20260310,0.55,0.57,0.55,0.57,37900
ADD,20260310,3.8,4.02,3.8,3.98,24800
ADVANC,20260310,363,367,358,365,6765000
ADVICE,20260310,5.6,5.8,5.55,5.7,2319900
AE,20260310,0.08,0.08,0.07,0.08,3348100
AEONTS,20260310,91.25,92.75,91.25,92.25,544900
AF,20260310,0.34,0.36,0.34,0.36,53200
AFC,20260310,3.08,3.08,3.04,3.06,800
AGE,20260310,1.12,1.16,1.1,1.12,2130500
AH,20260310,14,14,13.8,13.8,204000
AHC,20260310,13.3,13.5,13.3,13.3,1900
AI,20260310,2.94,2.96,2.92,2.96,53900
AIE,20260310,1.08,1.09,1.05,1.05,1703300
AIMCG,20260310,1.31,1.31,1.29,1.29,192800
AIMIRT,20260310,10.9,11,10.9,11,185000
AIRA,20260310,1.12,1.14,1.12,1.14,209000
AIT,20260310,4.84,4.9,4.84,4.86,206900
AJ,20260310,1.76,1.8,1.75,1.76,820400
AJA,20260310,0.16,0.17,0.16,0.17,659600
AKP,20260310,0.67,0.71,0.67,0.7,1359800
AKR,20260310,0.88,0.89,0.87,0.88,562200
ALLA,20260310,1.19,1.21,1.18,1.2,351800
ALLY,20260310,4.28,4.34,4.28,4.32,283600
ALPHAX,20260310,0.44,0.45,0.43,0.45,5032400
ALT,20260310,0.95,0.96,0.94,0.96,497100
AMA,20260310,3.96,4,3.94,3.96,679500
AMANAH,20260310,0.7,0.73,0.7,0.7,930400
AMARC,20260310,3.42,3.5,3.4,3.5,2613000
AMARIN,20260310,2.7,2.98,2.7,2.98,3500
AMATA,20260310,18.4,18.5,17.9,18,21118400
AMATAR,20260310,6.6,6.6,6.55,6.55,15200
AMATAV,20260310,2.08,2.14,2.02,2.04,24400
AMC,20260310,2.04,2.06,2,2.04,29400
AMR,20260310,0.34,0.36,0.34,0.36,239000
ANAN,20260310,0.38,0.4,0.35,0.37,13650600
ANI,20260310,2.68,2.74,2.58,2.7,110000
AOT,20260310,51,51,49.5,49.75,26285800
AP,20260310,8.7,8.8,8.55,8.8,8232500
APCO,20260310,2.76,2.78,2.74,2.78,26800
APCS,20260310,1.2,1.21,1.2,1.21,600
APO,20260310,1.94,1.96,1.92,1.93,563300
APP,20260310,2.6,2.62,2.54,2.62,306200
APURE,20260310,2.2,2.2,2.18,2.18,51400
AQUA,20260310,0.14,0.14,0.13,0.14,297600
ARIN,20260310,0.49,0.53,0.49,0.5,1416900
ARIP,20260310,0.45,0.45,0.42,0.42,76700
ARROW,20260310,5.1,5.25,5.1,5.25,9900
AS,20260310,2.7,2.74,2.66,2.7,1206100
ASAP,20260310,1.17,1.17,1.12,1.16,51400
ASEFA,20260310,3.86,3.94,3.84,3.88,233300
ASIA,20260310,5.9,6.05,5.9,6.05,200
ASIAN,20260310,7,7.1,6.95,7.05,319000
ASIMAR,20260310,1.58,1.58,1.55,1.58,281600
ASK,20260310,8.75,8.8,8.55,8.6,231200
ASN,20260310,0.7,0.73,0.69,0.7,57600
ASP,20260310,2.12,2.16,2.12,2.14,1136400
ASW,20260310,7.55,7.95,7.5,7.6,104600
ATLAS,20260310,1.71,1.75,1.71,1.74,3891000
ATP30,20260310,0.85,0.87,0.85,0.87,93500
AU,20260310,4.78,4.86,4.76,4.82,289000
AUCT,20260310,5.1,5.2,5.1,5.15,163600
AURA,20260310,13.2,13.2,12.7,12.8,3505600
AWC,20260310,2.1,2.12,2.06,2.06,76745000
AXTRART,20260310,12.8,13,12.6,12.7,2186000
AYUD,20260310,36.25,38,36.25,37.5,4400
B,20260310,0.04,0.04,0.03,0.04,440100
B-WORK,20260310,5.25,5.4,5.25,5.4,57200
B52,20260310,0.28,0.29,0.28,0.29,25300
BA,20260310,14.3,14.5,13.9,14.4,15582600
BAFS,20260310,8.15,8.3,8.05,8.2,612300
BAM,20260310,7.1,7.25,7.05,7.1,21390500
BANPU,20260310,5.95,5.95,5.85,5.9,56386400
BAREIT,20260310,11,11,10.8,10.8,869300
BAY,20260310,25,25.25,24.9,25,375400
BBGI,20260310,3.46,3.54,3.44,3.46,1909200
BBIK,20260310,20.3,20.3,19.4,19.8,1591500
BBL,20260310,167,168,165.5,166.5,10754300
BC,20260310,0.69,0.72,0.69,0.7,12500
BCH,20260310,9.9,10.1,9.7,9.85,14857700
BCP,20260310,36,36.25,34.5,34.5,6645800
BCPG,20260310,6.4,6.85,6.4,6.7,63343000
BCT,20260310,44,44,42.5,44,12800
BDMS,20260310,18.9,18.9,18.6,18.7,144956400
BE8,20260310,5.45,5.6,5.35,5.6,421800
BEAUTY,20260310,0.32,0.39,0.32,0.35,32077100
BEC,20260310,2.06,2.06,2.02,2.04,794100
BEM,20260310,5.5,5.55,5.35,5.4,49337600
BEYOND,20260310,8.75,8.75,8.6,8.65,16100
BGC,20260310,4.3,4.32,4.28,4.3,34800
BGRIM,20260310,12,12.1,11.6,11.9,19461300
BGT,20260310,0.39,0.39,0.38,0.39,15200
BH,20260310,175.5,181,172.5,178,8198500
BIG,20260310,0.28,0.3,0.28,0.3,419900
BIOTEC,20260310,0.18,0.19,0.18,0.19,465200
