<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260309,11.7,11.73,11.7,11.73,51
2I01BSET50-O,20260309,3.67,3.67,3.67,3.67,20
2X01BSET50-O,20260309,5.92,6.13,5.92,6.13,94
BMSCITH-O,20260309,11.05,11.15,11,11.15,62
BSET100-O,20260309,9.91,9.94,9.91,9.94,52
GLD-O,20260309,6.32,6.44,6.32,6.44,1092
TDEX-O,20260309,8.7,8.93,8.68,8.93,946
UBOT-O,20260309,13.5,13.89,13.5,13.89,11
1DIV,20260309,11.8,11.8,11.49,11.68,111200
1I01BSET50,20260309,4.37,4.37,4.25,4.25,65200
2I01BSET50,20260309,3.75,3.79,3.55,3.57,2169200
2X01BSET50,20260309,5.81,6.2,5.79,6.19,809800
ABFTH,20260309,1380,1380,1380,1380,50
BMSCG,20260309,7.41,7.62,7.41,7.62,2600
BMSCITH,20260309,10.93,11.23,10.87,11.23,217800
BSET100,20260309,9.76,10.12,9.76,10.12,6530775
CHINA,20260309,6.86,6.93,6.85,6.9,100100
GLD,20260309,6.38,6.45,6.32,6.41,2913800
TDEX,20260309,8.7,9,8.64,8.95,1497400
UBOT,20260309,13.52,13.89,13.52,13.89,400
UHERO,20260309,8.39,8.39,8.39,8.39,700
2S,20260309,2.6,2.68,2.5,2.62,8800
3BBIF,20260309,6.45,6.5,6.4,6.5,10964600
88TH,20260309,4.7,4.98,4.66,4.94,2704000
A5,20260309,1.83,1.84,1.82,1.84,4800
AAI,20260309,3.32,3.5,3.32,3.48,5420100
AAV,20260309,0.99,1.06,0.98,1.06,217665600
ABM,20260309,0.63,0.64,0.58,0.63,10500
ACC,20260309,0.41,0.42,0.39,0.4,3580100
ACE,20260309,1.28,1.28,1.27,1.28,1664200
ACG,20260309,0.59,0.6,0.59,0.6,32900
ADB,20260309,0.54,0.56,0.54,0.56,144400
ADD,20260309,3.9,3.9,3.68,3.76,7100
ADVANC,20260309,348,357,342,356,11727400
ADVICE,20260309,5.4,5.55,5.35,5.55,925000
AE,20260309,0.08,0.08,0.07,0.08,5859800
AEONTS,20260309,87,89.5,86.5,89.5,672800
AF,20260309,0.34,0.35,0.33,0.34,71600
AFC,20260309,3.04,3.08,3.04,3.08,400
AGE,20260309,1.11,1.18,1.11,1.14,9590000
AH,20260309,13.5,13.9,13.5,13.8,128900
AHC,20260309,13,13,12.4,12.8,10600
AI,20260309,2.92,2.94,2.9,2.92,101500
AIE,20260309,1.03,1.08,1.02,1.05,3235100
AIMCG,20260309,1.32,1.33,1.3,1.31,127400
AIMIRT,20260309,11,11,10.8,10.9,475700
AIRA,20260309,1.12,1.12,1.12,1.12,1900
AIT,20260309,4.8,4.86,4.74,4.84,989400
AJ,20260309,1.6,1.81,1.55,1.76,2731100
AJA,20260309,0.15,0.17,0.15,0.17,3117900
AKP,20260309,0.67,0.67,0.65,0.67,717900
AKR,20260309,0.86,0.88,0.86,0.87,1677500
ALLA,20260309,1.2,1.2,1.15,1.18,2130700
ALLY,20260309,4.28,4.28,4.16,4.26,704000
ALPHAX,20260309,0.39,0.45,0.39,0.43,11971400
ALT,20260309,0.95,0.96,0.91,0.94,727600
ALUCON,20260309,216,216,213,213,200
AMA,20260309,3.96,3.96,3.86,3.94,1093700
AMANAH,20260309,0.68,0.7,0.66,0.7,1557300
AMARC,20260309,3.3,3.4,3.24,3.4,2173900
AMATA,20260309,16.9,18.1,16.9,18.1,27472400
AMATAR,20260309,6.5,6.6,6.5,6.6,54600
AMATAV,20260309,2,2.12,1.98,2.08,169000
AMC,20260309,2.06,2.06,1.99,2.02,54500
AMR,20260309,0.35,0.35,0.32,0.34,393200
