<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL01,20260626,28.75,28.75,26.75,26.75,324933
AAPL03,20260626,3.24,3.24,3.04,3.08,171083
AAPL19,20260626,6.5,6.5,6.15,6.15,102191
AAPL80,20260626,9.75,9.75,9.15,9.15,1609122
ABBV19,20260626,7.75,8.25,7.75,8.1,161995
ABBV80,20260626,7.85,8.25,7.85,8.2,36686
ABNB06,20260626,4.84,4.86,4.74,4.74,52967
ADBE03,20260626,1.44,1.49,1.43,1.46,12442
ADBE06,20260626,1.62,1.65,1.6,1.64,322251
ADVANT19,20260626,6.75,6.75,6.6,6.7,639080
ADVANT23,20260626,4.6,4.6,4.46,4.54,2097778
AFRM03,20260626,3.18,3.3,3.14,3.2,292644
AIA06,20260626,3.06,3.08,3,3.08,17099
AIA19,20260626,3.04,3.04,3,3,3879
AIA23,20260626,2.34,2.4,2.3,2.4,47841
ALAB01,20260626,6.05,6.2,5.5,5.55,3947094
AMAT01,20260626,5.85,6.15,5.7,6.05,1118302
AMAT23,20260626,8.55,8.85,8.2,8.7,636378
AMD03,20260626,9,9.15,8.55,8.6,79844
AMD23,20260626,7.55,7.6,7.1,7.15,814831
AMD80,20260626,3.6,3.66,3.4,3.42,18489803
AMGN06,20260626,2.92,3.08,2.92,3,403868
AMZN01,20260626,23,23,22.1,22.4,222953
AMZN03,20260626,3.84,3.84,3.76,3.76,26462
AMZN06,20260626,1.96,1.96,1.88,1.89,185058
AMZN23,20260626,2.58,2.58,2.52,2.54,71753
AMZN80,20260626,1.95,1.96,1.88,1.89,8945268
ANET23,20260626,3.1,3.14,2.98,3.02,189939
ANET80,20260626,5.45,5.7,5.3,5.35,253475
ANTA13,20260626,1.72,1.72,1.72,1.72,13000
ANTA23,20260626,1.81,1.83,1.81,1.83,69444
APLD03,20260626,4.82,4.88,4.4,4.42,1299529
APPL03,20260626,2.56,2.56,2.36,2.5,3463143
ASEMI23,20260626,8.7,9.1,8.55,8.8,197388
ASEMI24,20260626,4.38,4.38,4.26,4.34,1741676
ASICS23,20260626,2.76,2.76,2.7,2.74,360
ASML01,20260626,51,51.75,49,49.75,416788
ASTS01,20260626,3.06,3.08,2.82,2.86,214437
ASTS03,20260626,2.3,2.32,2.12,2.14,10237841
AVGO23,20260626,2.96,2.96,2.8,2.84,340204
AVGO80,20260626,2.62,2.62,2.48,2.48,4525598
AXP06,20260626,2.86,2.94,2.84,2.84,242773
BABA01,20260626,8.8,8.8,8.6,8.7,233061
BABA06,20260626,3.8,3.9,3.78,3.8,80442
BABA13,20260626,1.62,1.62,1.59,1.61,164897
BABA23,20260626,2.58,2.6,2.52,2.54,295704
BABA80,20260626,3.88,3.88,3.78,3.82,40052541
BAC03,20260626,3.9,3.98,3.88,3.94,128856
BDX06,20260626,1.64,1.7,1.64,1.66,271262
BIDU01,20260626,9.7,9.7,9.55,9.55,510591
