<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260319,12.03,12.03,11.98,11.98,56
BMSCITH-O,20260319,11.01,11.7,11.01,11.69,5
CHINA-O,20260319,7.4,7.4,7.4,7.4,14
GLD-O,20260319,6.33,6.49,6.09,6.09,1303
TDEX-O,20260319,9.28,9.28,9.17,9.18,506
1DIV,20260319,12.06,12.06,11.94,11.96,17200
1I01BSET50,20260319,4.08,4.08,4.08,4.08,5000
2I01BSET50,20260319,3.29,3.34,3.25,3.33,3912300
2X01BSET50,20260319,6.61,6.71,6.52,6.52,442200
BMSCG,20260319,7.64,7.64,7.64,7.64,200
BMSCITH,20260319,11.72,11.81,11.63,11.63,250800
BSET100,20260319,10.54,10.54,10.35,10.39,37600
CHINA,20260319,7.1,7.12,7.08,7.09,60100
GLD,20260319,6.33,6.33,6.06,6.06,6565000
TDEX,20260319,9.25,9.3,9.17,9.18,856500
UBOT,20260319,13.09,13.09,13.09,13.09,800
2S,20260319,2.52,2.58,2.52,2.58,117700
3BBIF,20260319,6.55,6.6,6.5,6.55,8892700
88TH,20260319,5.15,5.2,4.88,4.88,3458700
A5,20260319,1.84,1.85,1.78,1.85,3200
AAI,20260319,3.48,3.5,3.34,3.34,7914700
AAV,20260319,1.09,1.1,1.06,1.06,55041900
ABM,20260319,0.56,0.59,0.56,0.59,35800
ACC,20260319,0.39,0.39,0.38,0.38,1012100
ACE,20260319,1.29,1.29,1.28,1.28,330200
ACG,20260319,0.6,0.62,0.6,0.62,144800
ADB,20260319,0.61,0.61,0.59,0.59,545100
ADD,20260319,3.56,3.6,3.5,3.52,40400
ADVANC,20260319,377,382,375,376,6349700
ADVICE,20260319,5.65,5.65,5.45,5.45,1658700
AE,20260319,0.1,0.11,0.07,0.08,62754000
AEONTS,20260319,90.25,90.25,88.25,88.25,408200
AF,20260319,0.35,0.37,0.35,0.36,1200
AFC,20260319,3.16,3.2,3.16,3.2,2900
AGE,20260319,1.39,1.44,1.32,1.32,9603600
AH,20260319,13.3,13.3,13,13,105200
AHC,20260319,13,13,12.8,12.8,5400
AI,20260319,3,3.12,2.94,2.94,2054800
AIE,20260319,1.24,1.37,1.24,1.31,28086300
AIMCG,20260319,1.3,1.3,1.25,1.27,265700
AIMIRT,20260319,10.9,10.9,10.8,10.9,40900
AIT,20260319,4.88,4.88,4.82,4.82,808400
AJ,20260319,2.52,2.66,2.42,2.62,21201100
AJA,20260319,0.17,0.17,0.16,0.17,4995300
AKP,20260319,0.7,0.7,0.68,0.68,825700
AKR,20260319,0.91,0.91,0.89,0.9,1060100
ALLA,20260319,1.23,1.23,1.21,1.22,168000
ALLY,20260319,4.32,4.32,4.28,4.28,344300
ALPHAX,20260319,0.46,0.47,0.44,0.44,5356000
ALT,20260319,1.08,1.09,1.03,1.03,261100
AMA,20260319,3.96,3.96,3.9,3.94,199600
AMANAH,20260319,0.7,0.7,0.63,0.63,5805200
AMARC,20260319,3.42,3.44,3.26,3.26,3551300
AMARIN,20260319,2.84,2.9,2.84,2.9,1500
AMATA,20260319,19.3,19.4,18.7,18.7,14603000
AMATAR,20260319,6.65,6.65,6.6,6.65,17300
AMATAV,20260319,2.04,2.04,2,2,48800
AMC,20260319,2.04,2.12,2.02,2.12,27600
AMR,20260319,0.35,0.35,0.32,0.32,854500
ANAN,20260319,0.37,0.37,0.36,0.37,1522100
ANI,20260319,2.66,2.68,2.6,2.62,23700
AOT,20260319,48.75,49.25,48,48,31998900
AP,20260319,8.55,8.55,8.35,8.35,7531500
APCO,20260319,2.72,2.76,2.7,2.74,38400
APCS,20260319,1.2,1.2,1.2,1.2,200
APO,20260319,2.4,2.72,2.4,2.48,13186400
APP,20260319,2.64,2.66,2.62,2.62,425700
APURE,20260319,2.34,2.6,2.3,2.34,4220600
AQUA,20260319,0.14,0.14,0.13,0.13,741500
ARIN,20260319,0.49,0.49,0.46,0.46,1203000
ARIP,20260319,0.47,0.48,0.46,0.46,318400
ARROW,20260319,5.15,5.2,5.15,5.15,4600
AS,20260319,2.7,2.76,2.64,2.64,940200
ASAP,20260319,1.13,1.15,1.13,1.14,390200
ASEFA,20260319,4,4.02,3.92,3.94,202100
ASIA,20260319,5.9,6,5.9,6,200
ASIAN,20260319,7.15,7.35,6.95,6.95,1187900
ASIMAR,20260319,1.5,1.53,1.47,1.47,209400
ASK,20260319,8.4,8.45,8.25,8.3,363600
ASN,20260319,0.68,0.68,0.68,0.68,6200
ASP,20260319,2.06,2.06,2.04,2.04,773300
ASW,20260319,7.65,7.65,7.3,7.3,560500
ATLAS,20260319,1.77,1.81,1.75,1.75,6857600
ATP30,20260319,0.84,0.89,0.83,0.83,1817200
AU,20260319,4.9,4.92,4.78,4.78,348500
AUCT,20260319,5.1,5.15,5.05,5.05,329900
AURA,20260319,13.9,13.9,13.1,13.3,3720600
AWC,20260319,2.02,2.04,1.98,1.99,80410500
AXTRART,20260319,12.4,12.5,12.3,12.4,850500
AYUD,20260319,37.5,37.5,36.25,36.5,9500
B,20260319,0.04,0.04,0.03,0.04,1590700
B-WORK,20260319,5.35,5.35,5.3,5.35,103600
B52,20260319,0.26,0.26,0.25,0.26,88400
BA,20260319,13.7,13.7,13.1,13.1,6995200
BAFS,20260319,8.35,8.35,8.1,8.1,303000
BAM,20260319,7.05,7.05,6.85,6.85,22336800
BANPU,20260319,5.95,6.05,5.8,6.05,144186600
BAREIT,20260319,10.5,10.6,10.5,10.5,157800
BAY,20260319,25.5,25.5,25.25,25.25,381800
