<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260323,11.85,13,11.85,12,126
2I01BSET50-O,20260323,3.42,3.42,3.42,3.42,49
2X01BSET50-O,20260323,6.42,6.42,6.39,6.39,28
BMSCITH-O,20260323,11.52,11.52,11.44,11.44,11
BSET100-O,20260323,10.23,10.3,10.23,10.24,135
CHINA-O,20260323,6.98,6.98,6.82,6.83,78
GLD-O,20260323,5.74,5.75,5.45,5.59,2616
TDEX-O,20260323,9.13,9.25,9.07,9.09,577
1DIV,20260323,11.96,11.96,11.84,11.88,58000
1I01BSET50,20260323,4.16,4.16,4.15,4.16,5500
2I01BSET50,20260323,3.41,3.43,3.38,3.42,1595500
2X01BSET50,20260323,6.36,6.42,6.34,6.34,697400
ABFTH,20260323,1370,1370,1370,1370,3100
BMSCG,20260323,7.52,7.52,7.46,7.46,400
BMSCITH,20260323,11.7,11.7,11.43,11.47,167800
BSET100,20260323,10.25,10.3,10.2,10.21,78800
CHINA,20260323,6.98,6.98,6.82,6.86,89000
GLD,20260323,5.71,5.75,5.42,5.61,17008900
TDEX,20260323,9.15,9.19,9.06,9.06,635900
UBOT,20260323,12.8,12.8,12.7,12.7,1200
2S,20260323,2.54,2.56,2.4,2.54,130100
3BBIF,20260323,6.5,6.55,6.5,6.5,4329200
88TH,20260323,5,5.1,4.7,4.78,2791400
A5,20260323,1.84,1.84,1.81,1.83,2400
AAI,20260323,3.34,3.5,3.34,3.42,4044800
AAV,20260323,1.06,1.07,1.05,1.06,62861300
ABM,20260323,0.58,0.59,0.57,0.58,17900
ACC,20260323,0.39,0.39,0.37,0.37,6606500
ACE,20260323,1.3,1.3,1.28,1.29,476900
ACG,20260323,0.63,0.63,0.62,0.62,23400
ADB,20260323,0.6,0.6,0.57,0.57,306400
ADD,20260323,3.5,3.5,3.4,3.48,7300
ADVANC,20260323,374,375,366,366,7426800
ADVICE,20260323,5.45,5.45,5.35,5.35,1533400
AE,20260323,0.08,0.09,0.07,0.08,2857100
AEONTS,20260323,88.5,88.5,87.25,87.5,660800
AF,20260323,0.35,0.36,0.35,0.36,2300
AFC,20260323,3.04,3.08,3.04,3.08,800
