<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL01,20260611,28.25,28.5,28,28.5,32536
AAPL03,20260611,3.18,3.24,3.16,3.22,43387
AAPL19,20260611,6.35,6.45,6.35,6.45,1526
AAPL80,20260611,9.55,9.7,9.5,9.7,849499
ABBV19,20260611,7.45,7.45,7.35,7.45,24543
ABNB06,20260611,4.28,4.34,4.26,4.34,1283
ADBE03,20260611,1.71,1.74,1.69,1.72,32267
ADBE06,20260611,1.93,1.96,1.91,1.92,1502418
ADVANT19,20260611,5.1,5.2,5.1,5.2,245487
ADVANT23,20260611,3.46,3.54,3.44,3.54,122220
AFRM03,20260611,2.68,2.72,2.58,2.58,63998
AIA06,20260611,2.98,3.12,2.98,3.12,14718
AIA19,20260611,2.98,3.08,2.98,3.08,20030
AIA23,20260611,2.32,2.4,2.3,2.4,128736
AMD03,20260611,7.7,7.85,7.4,7.65,67202
AMD23,20260611,6.3,6.55,6.2,6.35,858391
AMD80,20260611,3,3.14,2.96,3.04,14458813
AMGN06,20260611,2.84,2.86,2.76,2.8,23152
AMZN01,20260611,23.5,23.5,23,23.4,92293
AMZN03,20260611,4,4,3.94,3.96,4199
AMZN06,20260611,2,2,1.95,1.99,105072
AMZN23,20260611,2.64,2.68,2.6,2.64,31048
AMZN80,20260611,1.99,2,1.95,1.97,5223158
ANET23,20260611,2.7,2.84,2.7,2.82,502738
ANTA23,20260611,1.97,1.97,1.96,1.97,5111
APLD03,20260611,4.4,4.66,4.24,4.46,644454
APPL03,20260611,2.76,2.84,2.7,2.84,217732
ASEMI24,20260611,3.66,3.76,3.66,3.76,119529
ASICS23,20260611,2.72,2.72,2.7,2.7,1600
ASML01,20260611,47.5,49.5,47.25,49.25,305912
ASTS03,20260611,2.84,3.06,2.84,3.02,7521985
AVGO23,20260611,2.86,2.92,2.78,2.84,523487
AVGO80,20260611,2.52,2.56,2.44,2.5,6586147
AXP06,20260611,2.62,2.64,2.56,2.58,12521
BABA01,20260611,10.4,10.4,10.2,10.4,73292
BABA06,20260611,4.56,4.58,4.46,4.52,95617
BABA13,20260611,1.9,1.91,1.86,1.9,117336
BABA23,20260611,3.04,3.06,2.98,3.02,1077051
BABA80,20260611,4.56,4.58,4.48,4.54,18124216
BAC03,20260611,3.58,3.64,3.58,3.62,250619
BDX06,20260611,1.66,1.67,1.63,1.67,134070
BIDU01,20260611,10.8,10.9,10.7,10.9,54200
BIDU06,20260611,4.74,4.8,4.7,4.8,4052
BIDU23,20260611,2.26,2.28,2.22,2.28,53690
BIDU80,20260611,4.74,4.76,4.68,4.74,5301280
BILIBILI01,20260611,2.86,2.86,2.82,2.86,1114711
BIREN23,20260611,8.45,8.9,8,8.65,444634
BKNG03,20260611,2.24,2.24,2.18,2.2,2133
BKNG80,20260611,2.7,2.7,2.64,2.66,37092
BLK06,20260611,3.32,3.38,3.32,3.36,955
BONDAS19,20260611,6.4,6.45,6.4,6.45,3030
BRKB80,20260611,1.6,1.62,1.59,1.59,2377321
BYDCOM01,20260611,0.81,0.82,0.8,0.82,181939
BYDCOM80,20260611,0.36,0.36,0.35,0.36,21774200
