<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260506,12.46,16,12.43,16,11
2X01BSET50-O,20260506,7.1,7.1,7.1,7.1,10
BMSCITH-O,20260506,12.41,12.41,12.41,12.41,10
BSET100-O,20260506,11,11.01,11,11.01,44
CHINA-O,20260506,7.54,7.55,7.53,7.55,5
GLD-O,20260506,5.97,6.01,5.97,5.99,293
TDEX-O,20260506,9.61,9.71,9.61,9.71,546
UBOT-O,20260506,14.29,14.29,14.28,14.28,21
1DIV,20260506,12.44,12.5,12.41,12.44,23400
1I01BSET50,20260506,3.87,3.87,3.84,3.84,7700
2I01BSET50,20260506,2.98,2.98,2.9,2.91,2056700
2X01BSET50,20260506,7.12,7.26,7.1,7.26,559100
BMSCG,20260506,8.32,8.38,8.32,8.38,509700
BMSCITH,20260506,12.31,12.46,12.31,12.46,309800
BSET100,20260506,10.91,11.03,10.91,11.02,375500
CHINA,20260506,7.5,7.54,7.5,7.51,256100
GLD,20260506,5.96,6,5.96,5.99,3141400
TDEX,20260506,9.59,9.72,9.59,9.71,658400
UHERO,20260506,8.2,8.29,8.19,8.29,900
2S,20260506,2.7,2.74,2.7,2.74,97200
3BBIF,20260506,6.9,6.95,6.85,6.85,19495900
88TH,20260506,4.42,4.46,4.38,4.46,782800
A5,20260506,1.85,1.85,1.8,1.84,64600
AAI,20260506,3.36,3.44,3.34,3.4,14764900
AAV,20260506,1.06,1.08,1.06,1.08,74532600
ABM,20260506,0.48,0.5,0.48,0.48,24300
ACC,20260506,0.42,0.43,0.41,0.41,12640900
ACE,20260506,1.27,1.28,1.27,1.27,2166600
ACG,20260506,0.64,0.67,0.62,0.67,18700
ADB,20260506,0.56,0.59,0.56,0.58,37300
ADD,20260506,3.14,3.24,3.14,3.16,78900
ADVANC,20260506,343,348,342,348,10235700
ADVICE,20260506,5.85,6.1,5.8,6.05,5417300
AE,20260506,0.08,0.08,0.07,0.07,1768700
AEONTS,20260506,94.25,95.25,93.5,94.5,817100
AF,20260506,0.36,0.37,0.36,0.37,10700
AFC,20260506,3.24,3.24,3.2,3.2,6100
AGE,20260506,1.28,1.28,1.22,1.25,1459100
AH,20260506,13.5,13.5,13.4,13.4,101700
AHC,20260506,13.4,13.6,13.3,13.6,4100
AI,20260506,2.88,2.92,2.88,2.92,148100
AIE,20260506,1.27,1.27,1.2,1.2,6136000
AIMCG,20260506,1.36,1.36,1.36,1.36,34300
AIMIRT,20260506,11.4,11.5,11.3,11.4,515800
AIRA,20260506,1.1,1.1,1.1,1.1,1000
AIT,20260506,4.68,4.72,4.68,4.72,378500
AJ,20260506,2.9,2.9,2.8,2.8,4526600
AJA,20260506,0.15,0.16,0.14,0.16,4759400
AKP,20260506,0.78,0.8,0.77,0.77,4099000
AKR,20260506,0.94,0.95,0.94,0.94,2697700
ALLA,20260506,1.25,1.29,1.24,1.28,1608400
ALLY,20260506,4.58,4.62,4.58,4.62,218500
ALPHAX,20260506,0.36,0.37,0.35,0.37,1667700
ALT,20260506,1.3,1.31,1.26,1.27,2323000
ALUCON,20260506,237,237,225,236,13600
