<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260401,12.35,12.35,12.2,12.26,182
2I01BSET50-O,20260401,3.07,3.07,3.05,3.05,46
2X01BSET50-O,20260401,7.07,7.09,7.07,7.09,6
BMSCITH-O,20260401,12.07,12.07,12.07,12.07,31
BSET100-O,20260401,10.82,10.85,10.82,10.85,9
CHINA-O,20260401,7,7,6.97,6.97,27
GLD-O,20260401,6.07,6.11,6.05,6.11,802
TDEX-O,20260401,9.55,9.6,9.53,9.58,462
UBOT-O,20260401,11.5,12.19,11.5,12.19,4
1DIV,20260401,12.25,12.35,12.25,12.25,19500
1I01BSET50,20260401,3.92,3.92,3.91,3.92,7300
2I01BSET50,20260401,3.02,3.07,3.02,3.07,838800
2X01BSET50,20260401,7.1,7.1,7,7.01,389600
ABFTH,20260401,1373,1373,1373,1373,50
BMSCG,20260401,7.92,7.92,7.91,7.91,3200
BMSCITH,20260401,11.96,12.09,11.96,12,294900
BSET100,20260401,10.8,10.84,10.78,10.84,34600
CHINA,20260401,7,7,6.96,6.98,16500
GLD,20260401,6.1,6.13,6.03,6.12,3706000
TDEX,20260401,9.54,9.58,9.5,9.53,1661400
UBOT,20260401,12.29,12.29,12.29,12.29,100
2S,20260401,2.9,2.9,2.84,2.86,297600
3BBIF,20260401,6.55,6.6,6.55,6.6,4884200
88TH,20260401,5.05,5.1,4.98,5,1458600
A5,20260401,1.83,1.84,1.8,1.84,7000
AAI,20260401,3.52,3.54,3.48,3.5,7121700
AAV,20260401,1.16,1.18,1.15,1.16,241858500
ABM,20260401,0.52,0.56,0.51,0.55,28600
ACC,20260401,0.37,0.38,0.37,0.37,2042100
ACE,20260401,1.28,1.29,1.28,1.28,10213200
ACG,20260401,0.64,0.67,0.64,0.66,248300
ADB,20260401,0.58,0.59,0.58,0.58,34600
ADD,20260401,3.44,3.52,3.44,3.48,40700
ADVANC,20260401,378,378,365,365,14195800
ADVICE,20260401,5.4,5.55,5.4,5.45,1742600
AE,20260401,0.08,0.09,0.08,0.09,2043500
AEONTS,20260401,91.25,92.5,90.5,92,895700
AF,20260401,0.36,0.4,0.35,0.35,4800
AFC,20260401,3,3.06,2.98,3.04,9600
AGE,20260401,1.3,1.31,1.25,1.27,4314300
AH,20260401,13.2,13.2,12.9,13.1,108300
AHC,20260401,14.1,14.1,13.4,13.7,62600
AI,20260401,2.96,2.96,2.9,2.94,16600
AIE,20260401,1.22,1.22,1.14,1.15,6779200
AIMCG,20260401,1.31,1.32,1.29,1.3,155000
AIMIRT,20260401,10.9,10.9,10.8,10.9,244900
AIRA,20260401,1.14,1.14,1.14,1.14,2500
AIT,20260401,4.88,4.88,4.82,4.82,866400
AJ,20260401,3.04,3.38,2.98,3.24,22297100
AJA,20260401,0.17,0.18,0.16,0.16,8709600
AKP,20260401,0.69,0.71,0.68,0.7,1200300
AKR,20260401,0.92,0.92,0.91,0.92,1485400
ALLA,20260401,1.24,1.25,1.23,1.25,192900
ALLY,20260401,4.28,4.3,4.26,4.28,488200
ALPHAX,20260401,0.45,0.46,0.44,0.46,3957400
ALT,20260401,1.08,1.09,1.06,1.08,317500
ALUCON,20260401,223,224,222,223,1900
AMA,20260401,3.86,3.9,3.86,3.88,159600
AMANAH,20260401,0.65,0.66,0.65,0.66,618300
AMARC,20260401,3.42,3.44,3.36,3.44,1199200
AMARIN,20260401,2.8,2.9,2.8,2.9,15100
AMATA,20260401,19.6,19.6,19.3,19.4,16158700
AMATAR,20260401,6.65,6.7,6.65,6.65,9300
AMATAV,20260401,2.06,2.06,2.04,2.04,34200
AMC,20260401,2.54,2.54,2.46,2.54,5900
AMR,20260401,0.33,0.34,0.33,0.33,172100
ANAN,20260401,0.37,0.4,0.37,0.39,7974900
ANI,20260401,2.66,2.68,2.6,2.68,143700
AOT,20260401,53.5,54.25,53.25,53.75,40174300
AP,20260401,8.45,8.6,8.45,8.5,8570400
APCO,20260401,2.74,2.76,2.72,2.76,12100
APCS,20260401,1.21,1.22,1.21,1.21,113500
APO,20260401,2.3,2.3,2.18,2.22,2678400
APP,20260401,2.66,2.8,2.66,2.74,1098700
APURE,20260401,2.14,2.24,2.14,2.18,190500
AQUA,20260401,0.13,0.13,0.12,0.12,1157500
ARIN,20260401,0.51,0.56,0.5,0.53,5798300
ARIP,20260401,0.45,0.45,0.44,0.44,134100
ARROW,20260401,5.3,5.3,5.25,5.25,10100
AS,20260401,2.72,2.8,2.72,2.74,2011500
ASAP,20260401,1.15,1.15,1.11,1.14,166100
ASEFA,20260401,4.04,4.06,4,4.04,81700
ASIAN,20260401,7.1,7.15,6.95,7,768600
ASIMAR,20260401,1.48,1.52,1.48,1.48,3200
ASK,20260401,8.25,8.6,8.15,8.55,235900
ASN,20260401,0.74,0.75,0.74,0.75,2600
ASP,20260401,2.06,2.08,2.04,2.06,1004100
ASW,20260401,7.1,7.4,7.1,7.3,150700
ATLAS,20260401,1.97,1.97,1.86,1.88,25936400
ATP30,20260401,0.84,0.86,0.84,0.85,1179900
AU,20260401,4.88,4.9,4.8,4.86,220600
AUCT,20260401,5,5.05,4.96,5.05,578900
AURA,20260401,14.1,14.3,13.7,13.9,2903800
AWC,20260401,2.22,2.22,2.16,2.18,69554500
AXTRART,20260401,12.6,12.8,12.6,12.6,1533000
AYUD,20260401,37,37.5,37,37.25,6100
B,20260401,0.04,0.04,0.03,0.04,1174000
B-WORK,20260401,5.4,5.55,5.4,5.55,118700
B52,20260401,0.27,0.27,0.27,0.27,5100
BA,20260401,14.1,14.2,13.9,14,16170200
BAFS,20260401,8.35,8.55,8.35,8.45,188000
BAM,20260401,7.15,7.4,7.1,7.3,21504900
BANPU,20260401,5.95,6,5.9,5.95,82830100
BAREIT,20260401,10.3,10.6,10.3,10.6,1277800
BAY,20260401,25.75,26,25.75,26,607200
BBGI,20260401,4.24,4.24,4.12,4.14,3852700
BBIK,20260401,19.2,19.8,19,19.8,3624400
BBL,20260401,169,169,167.5,168.5,5281900
BC,20260401,0.69,0.69,0.66,0.66,36900
BCH,20260401,9.85,9.85,9.65,9.8,24058500
BCP,20260401,39.25,40,39,39.75,6646700
BCPG,20260401,6.85,6.85,6.7,6.75,14124900
BCT,20260401,43.25,43.5,43,43,2800
BDMS,20260401,19.2,19.2,18.9,19.1,75865700
BE8,20260401,5.7,5.95,5.55,5.65,1762500
BEAUTY,20260401,0.36,0.37,0.36,0.36,2563000
BEC,20260401,1.92,1.98,1.92,1.97,1994400
BEM,20260401,5.3,5.35,5.25,5.3,30761600
BEYOND,20260401,8.6,8.85,8.6,8.85,504100
BGC,20260401,5.6,5.65,5.55,5.6,82800
BGRIM,20260401,12.2,12.4,11.9,12.2,37375300
BGT,20260401,0.39,0.39,0.37,0.39,32500
BH,20260401,169,169.5,166.5,167.5,8684000
BIG,20260401,0.29,0.29,0.28,0.29,1041600
BIOTEC,20260401,0.29,0.3,0.26,0.26,39629900
BIS,20260401,2.02,2.04,2.02,2.04,13400
BIZ,20260401,4.7,4.74,4.64,4.7,119500
BJC,20260401,15.5,15.5,14.9,15.1,9513600
BJCHI,20260401,0.76,0.87,0.74,0.8,3660300
BKA,20260401,0.99,0.99,0.92,0.94,4189200
BKD,20260401,1.08,1.09,1.06,1.06,58400
BKGI,20260401,1.34,1.35,1.34,1.35,72500
BKIH,20260401,322,325,322,325,37700
BLA,20260401,20.4,20.8,20.2,20.3,2468700
BLAND,20260401,0.42,0.43,0.41,0.43,6308600
BLC,20260401,3.84,3.88,3.82,3.88,845400
BLESS,20260401,0.24,0.25,0.24,0.24,47900
BM,20260401,1.02,1.02,1.01,1.01,781100
BOFFICE,20260401,5.2,5.3,5.2,5.25,536000
BOL,20260401,4.94,5.05,4.94,5,277400
BPP,20260401,12.6,12.6,12.2,12.3,123000
BPS,20260401,0.42,0.43,0.4,0.42,370900
BR,20260401,1.63,1.64,1.62,1.62,143900
BRI,20260401,1.34,1.34,1.27,1.29,659000
BROCK,20260401,1.34,1.34,1.34,1.34,100
BRR,20260401,3.86,3.86,3.74,3.8,217000
BRRGIF,20260401,3.72,3.72,3.7,3.72,128800
BSBM,20260401,0.62,0.63,0.6,0.61,269000
BSM,20260401,0.39,0.41,0.39,0.41,3500
BTC,20260401,0.18,0.21,0.18,0.19,25192100
BTG,20260401,24.4,24.5,24.1,24.3,6052300
BTNC,20260401,19.8,19.9,19.7,19.8,11500
BTS,20260401,2.18,2.2,2.14,2.16,67362200
BTSGIF,20260401,2.54,2.56,2.54,2.56,2891500
BTW,20260401,0.09,0.1,0.09,0.1,816300
BUI,20260401,10.9,11,10.9,10.9,14400
BVG,20260401,1.6,1.62,1.58,1.6,184500
BWG,20260401,0.31,0.32,0.31,0.32,48624600
BYD,20260401,0.54,0.55,0.51,0.54,12772900
CAZ,20260401,1.43,1.54,1.43,1.43,217700
CBG,20260401,39.5,39.5,38.5,38.75,4737200
CCET,20260401,4.96,5.35,4.88,5.15,101775300
CCP,20260401,0.25,0.26,0.25,0.25,84500
CEN,20260401,0.57,0.58,0.53,0.53,444500
CENTEL,20260401,33.75,34,32.5,33.75,7915800
CEYE,20260401,1.39,1.39,1.33,1.37,4800
CFARM,20260401,0.87,0.88,0.82,0.83,11306900
CFRESH,20260401,0.95,0.97,0.92,0.93,1488300
CGD,20260401,0.11,0.12,0.11,0.12,10200
CGH,20260401,0.46,0.46,0.45,0.46,267500
CH,20260401,1.6,1.61,1.6,1.61,3800
CHAO,20260401,4.4,4.42,4.34,4.36,95300
CHASE,20260401,0.47,0.47,0.46,0.46,232500
CHAYO,20260401,1.05,1.06,1.03,1.03,2782800
CHEWA,20260401,0.17,0.18,0.17,0.18,1583800
CHG,20260401,1.43,1.46,1.42,1.45,33568400
CHIC,20260401,0.26,0.27,0.25,0.27,36200
CHOW,20260401,1.31,1.31,1.29,1.29,252200
CI,20260401,0.33,0.33,0.31,0.32,21400
CIG,20260401,0.03,0.03,0.02,0.03,709500
CITY,20260401,1.21,1.24,1.21,1.24,200
CIVIL,20260401,0.85,0.87,0.83,0.83,57200
CK,20260401,15.7,16.3,15.6,16.2,17213100
CKP,20260401,2.34,2.34,2.28,2.3,9565500
CM,20260401,1.65,1.65,1.64,1.64,17900
CMAN,20260401,2.6,2.6,2.54,2.6,56600
CMC,20260401,0.39,0.4,0.37,0.39,129900
CMO,20260401,0.72,0.74,0.7,0.7,1623200
CMR,20260401,1.31,1.33,1.29,1.32,905800
CNT,20260401,1.03,1.03,1.03,1.03,38500
COCOCO,20260401,5.6,5.85,5.55,5.85,2586500
COLOR,20260401,1.04,1.04,1.04,1.04,9000
COM7,20260401,22.3,22.7,22.1,22.6,14957400
COMAN,20260401,0.6,0.62,0.6,0.62,1200
CPALL,20260401,46.75,47,45.75,46.25,47893100
CPANEL,20260401,1.52,1.64,1.47,1.59,1703400
CPAXT,20260401,16.3,16.3,15.9,16.2,28282800
CPF,20260401,21.1,21.1,20.7,20.9,18679600
CPH,20260401,8.15,8.2,8.05,8.2,16200
