<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260129,11.73,12,11.69,11.69,98
2I01BSET50-O,20260129,4.09,4.09,4.08,4.08,20
BMSCITH-O,20260129,10.55,10.55,10.51,10.54,50
BSET100-O,20260129,9.62,9.62,9.5,9.5,32
CHINA-O,20260129,6.95,6.96,6.95,6.96,26
GLD-O,20260129,6.9,6.9,6.83,6.83,3707
TDEX-O,20260129,8.82,8.82,8.77,8.81,493
UBOT-O,20260129,14.29,14.29,14.29,14.29,7
1DIV,20260129,11.7,11.72,11.62,11.7,99400
1I01BSET50,20260129,4.51,4.51,4.51,4.51,40000
2I01BSET50,20260129,4.03,4.08,4.01,4.07,186200
2X01BSET50,20260129,5.76,5.76,5.66,5.68,147500
ABFTH,20260129,1378,1378,1378,1378,100
BMSCITH,20260129,10.56,10.58,10.47,10.49,77600
BSET100,20260129,9.63,9.63,9.55,9.55,37100
CHINA,20260129,6.95,6.96,6.91,6.96,90500
GLD,20260129,6.94,6.94,6.79,6.79,10755200
TDEX,20260129,8.82,8.83,8.77,8.77,602800
UBOT,20260129,14.29,14.29,14.29,14.29,200
UHERO,20260129,9.49,9.49,9.39,9.39,21500
2S,20260129,2.46,2.5,2.46,2.48,26100
3BBIF,20260129,6.4,6.45,6.35,6.4,2977600
88TH,20260129,4.52,4.6,4.48,4.54,1418800
A5,20260129,1.82,1.84,1.76,1.84,24000
AAI,20260129,4.2,4.2,4.16,4.16,1002200
AAV,20260129,1.13,1.14,1.12,1.13,45559200
ABM,20260129,0.64,0.64,0.62,0.62,11400
ACC,20260129,0.4,0.41,0.4,0.4,1296100
ACE,20260129,1.3,1.3,1.29,1.3,1034400
ACG,20260129,0.59,0.61,0.53,0.58,63400
ADB,20260129,0.56,0.58,0.56,0.58,183300
ADD,20260129,3.84,4.16,3.76,4.1,82800
ADVANC,20260129,351,351,346,348,5627600
ADVICE,20260129,5.55,5.65,5.55,5.6,334900
AE,20260129,0.08,0.1,0.08,0.09,1942500
AEONTS,20260129,96.5,97,95.75,96.25,702100
AF,20260129,0.34,0.34,0.32,0.33,48800
AFC,20260129,3.36,3.38,3.36,3.38,1400
AGE,20260129,1.27,1.28,1.25,1.27,429500
AH,20260129,13,13,12.8,13,414500
AHC,20260129,13,13.3,13,13.3,3000
AI,20260129,3,3.02,2.98,3.02,237600
AIE,20260129,1.01,1.03,1.01,1.01,335500
AIMCG,20260129,1.67,1.67,1.66,1.67,37100
AIMIRT,20260129,10.8,10.8,10.7,10.8,125900
AIRA,20260129,0.99,1,0.98,0.98,1900
AIT,20260129,4.96,5,4.96,4.98,641600
AJ,20260129,1.85,1.85,1.79,1.82,1086400
AJA,20260129,0.16,0.16,0.15,0.16,2123500
AKP,20260129,0.64,0.68,0.64,0.68,1756800
AKR,20260129,0.84,0.84,0.82,0.84,4123100
AKS,20260129,0.01,0.02,0.01,0.01,906000
ALLA,20260129,1.16,1.17,1.16,1.17,462500
ALLY,20260129,4.36,4.36,4.32,4.34,108200
ALPHAX,20260129,0.49,0.49,0.48,0.48,1828700
ALT,20260129,1.16,1.16,1.1,1.11,1129400
AMA,20260129,4.08,4.1,4.08,4.08,312600
AMANAH,20260129,0.74,0.74,0.73,0.74,84400
AMARC,20260129,2.62,2.64,2.56,2.58,1899000
AMARIN,20260129,2.02,2.1,2.02,2.08,1000
AMATA,20260129,15.7,15.7,15.4,15.5,5073900
AMATAR,20260129,6.65,6.7,6.65,6.7,21100
AMATAV,20260129,1.8,1.8,1.78,1.78,9700
AMC,20260129,2.1,2.12,2.08,2.08,10000
AMR,20260129,0.39,0.4,0.38,0.38,269900
ANAN,20260129,0.41,0.42,0.4,0.41,834500
ANI,20260129,2.76,2.78,2.72,2.76,11400
AOT,20260129,52.25,52.25,51.5,51.75,17879900
AP,20260129,9.05,9.15,8.9,9,5208400
APCO,20260129,2.8,2.84,2.78,2.82,18100
APCS,20260129,1.28,1.29,1.28,1.29,21400
APO,20260129,1.87,1.91,1.86,1.87,1032000
APP,20260129,2.52,2.54,2.48,2.52,545700
APURE,20260129,2.2,2.2,2.16,2.18,11900
AQUA,20260129,0.15,0.16,0.14,0.15,1167500
ARIN,20260129,0.57,0.58,0.57,0.57,944900
ARIP,20260129,0.42,0.44,0.42,0.43,469300
ARROW,20260129,5,5.05,4.98,5.05,16600
AS,20260129,2.86,2.88,2.78,2.8,1132300
ASAP,20260129,1.22,1.25,1.17,1.2,62800
ASEFA,20260129,3.46,3.48,3.46,3.48,38400
ASIA,20260129,6,6,6,6,2500
ASIAN,20260129,7.5,7.55,7.35,7.4,662700
ASIMAR,20260129,1.5,1.51,1.5,1.51,50400
ASK,20260129,7.85,7.9,7.7,7.75,342500
ASN,20260129,0.79,0.79,0.77,0.77,800
ASP,20260129,2.06,2.08,2.06,2.06,280900
ASW,20260129,6,6,6,6,600
ATLAS,20260129,1.67,1.76,1.67,1.75,11749600
ATP30,20260129,0.89,0.89,0.87,0.88,170900
AU,20260129,4.94,5.05,4.9,4.9,553100
AUCT,20260129,5.25,5.3,5.25,5.25,84900
AURA,20260129,13.1,13.3,13,13,1266700
AWC,20260129,2.18,2.22,2.14,2.2,49731500
AXTRART,20260129,13,13,12.6,12.6,545800
AYUD,20260129,36.75,37,36.5,36.75,11900
B,20260129,0.04,0.04,0.03,0.04,1105800
B-WORK,20260129,5.05,5.1,5.05,5.1,70600
B52,20260129,0.32,0.34,0.31,0.32,93400
BA,20260129,15.4,15.4,15.2,15.2,2899900
BAFS,20260129,8.7,8.7,8.65,8.65,181200
BAM,20260129,8,8.05,7.9,8,5043900
BANPU,20260129,5.5,5.5,5.35,5.4,45179000
BAREIT,20260129,10.5,10.6,10.4,10.5,218400
BAY,20260129,25.5,25.75,25.25,25.25,83800
BBGI,20260129,2.98,3,2.98,2.98,138500
BBIK,20260129,15,15.6,14.8,15.5,848200
BBL,20260129,157.5,158.5,155.5,155.5,23398500
BC,20260129,0.78,0.78,0.78,0.78,10000
BCH,20260129,10,10.1,10,10,3631700
