<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260327,12.2,12.2,12.2,12.2,42
2X01BSET50-O,20260327,6.8,6.8,6.8,6.8,1
BMSCITH-O,20260327,11.85,11.85,11.7,11.7,9
CHINA-O,20260327,6.99,6.99,6.7,6.91,89
GLD-O,20260327,5.78,5.84,5.78,5.81,418
TDEX-O,20260327,9.37,9.5,9.37,9.39,367
1DIV,20260327,12.18,12.21,12.15,12.16,10200
1I01BSET50,20260327,4,4,3.98,3.98,7600
2I01BSET50,20260327,3.16,3.18,3.13,3.18,418700
2X01BSET50,20260327,6.83,6.88,6.76,6.8,98100
BMSCG,20260327,7.69,7.69,7.69,7.69,4000
BMSCITH,20260327,11.89,11.95,11.83,11.9,141500
BSET100,20260327,10.49,10.64,9.55,10.56,787700
CHINA,20260327,6.99,7,6.88,6.97,10200
GLD,20260327,5.78,5.83,5.77,5.79,1327600
TDEX,20260327,9.34,9.44,9.34,9.37,302800
UBOT,20260327,12.59,12.59,12.59,12.59,100
UHERO,20260327,7.89,7.89,7.89,7.89,200
2S,20260327,2.56,2.74,2.56,2.7,258400
3BBIF,20260327,6.55,6.6,6.55,6.55,3753700
88TH,20260327,5.05,5.05,4.94,4.96,662800
A5,20260327,1.85,1.85,1.81,1.85,16100
AAI,20260327,3.5,3.58,3.48,3.5,10355400
AAV,20260327,1.09,1.11,1.08,1.11,50231900
ABM,20260327,0.52,0.57,0.52,0.57,7100
ACC,20260327,0.38,0.39,0.37,0.37,1891200
ACE,20260327,1.28,1.29,1.27,1.27,3733300
ACG,20260327,0.63,0.63,0.6,0.6,36100
ADB,20260327,0.57,0.58,0.56,0.57,186100
ADD,20260327,3.44,3.46,3.44,3.46,3700
ADVANC,20260327,369,369,364,367,6213700
ADVICE,20260327,5.4,5.45,5.3,5.3,1455900
AE,20260327,0.08,0.09,0.08,0.08,323900
AEONTS,20260327,88.5,89,88,88.5,155700
AF,20260327,0.35,0.35,0.34,0.34,62200
AFC,20260327,3.06,3.08,3.06,3.08,200
AGE,20260327,1.33,1.38,1.32,1.33,5392000
AH,20260327,13,13,12.8,12.8,30100
AHC,20260327,13,13.3,13,13.3,1900
AI,20260327,2.9,2.94,2.9,2.9,50100
AIE,20260327,1.23,1.26,1.22,1.23,3678700
AIMCG,20260327,1.29,1.32,1.29,1.3,60300
AIMIRT,20260327,10.9,10.9,10.8,10.8,158900
AIRA,20260327,1.15,1.15,1.14,1.14,200
AIT,20260327,4.8,4.88,4.8,4.88,240800
AJ,20260327,2.6,2.62,2.48,2.5,3826700
AJA,20260327,0.17,0.18,0.16,0.17,931100
AKP,20260327,0.66,0.68,0.66,0.66,395200
AKR,20260327,0.92,0.93,0.91,0.91,1586200
ALLA,20260327,1.25,1.26,1.24,1.25,643700
ALLY,20260327,4.3,4.32,4.28,4.3,394300
ALPHAX,20260327,0.45,0.46,0.44,0.45,6998400
ALT,20260327,1.06,1.06,1.02,1.04,201900
ALUCON,20260327,218,220,218,220,1100
AMA,20260327,3.84,3.88,3.84,3.86,99100
AMANAH,20260327,0.63,0.65,0.63,0.64,492400
AMARC,20260327,3.26,3.28,3.22,3.26,1455300
AMARIN,20260327,2.86,2.86,2.86,2.86,100
AMATA,20260327,19.1,19.4,18.8,18.9,13277900
AMATAR,20260327,6.65,6.7,6.65,6.7,301800
AMATAV,20260327,2.08,2.08,2,2.02,39200
AMC,20260327,2.2,2.32,2.2,2.32,79000
AMR,20260327,0.33,0.33,0.31,0.33,232900
ANAN,20260327,0.36,0.37,0.36,0.37,308900
ANI,20260327,2.64,2.68,2.64,2.64,21100
AOT,20260327,51.25,52.5,50.75,52.25,52932000
AP,20260327,8.2,8.35,8.2,8.25,4491000
APCO,20260327,2.72,2.78,2.72,2.76,9500
APCS,20260327,1.17,1.21,0.95,1.21,80100
APO,20260327,2.36,2.36,2.22,2.3,2025200
APP,20260327,2.64,2.66,2.6,2.62,310800
APURE,20260327,2.24,2.32,2.2,2.22,344700
AQUA,20260327,0.12,0.13,0.12,0.13,1597100
ARIN,20260327,0.49,0.5,0.49,0.49,489800
ARIP,20260327,0.44,0.46,0.43,0.44,319400
ARROW,20260327,5.45,5.45,5.25,5.3,6400
AS,20260327,2.74,2.84,2.68,2.7,5373700
ASAP,20260327,1.17,1.25,1.14,1.19,32200
ASEFA,20260327,4,4.02,3.98,4.02,42300
ASIA,20260327,5.85,6,5.85,6,600
ASIAN,20260327,6.9,7.1,6.9,7.05,868700
ASIMAR,20260327,1.46,1.47,1.44,1.47,54900
ASK,20260327,7.75,7.9,7.75,7.85,210900
ASN,20260327,0.67,0.68,0.67,0.68,4600
ASP,20260327,2.04,2.06,2.02,2.04,700800
ASW,20260327,7,7.1,6.95,7.05,443000
ATLAS,20260327,1.93,2.06,1.93,1.99,75635800
ATP30,20260327,0.83,0.85,0.83,0.84,396500
AU,20260327,4.78,4.86,4.78,4.8,158500
AUCT,20260327,4.94,4.98,4.94,4.96,231700
AURA,20260327,13.3,13.8,13.2,13.8,2817400
AWC,20260327,2.06,2.1,2.06,2.08,43735000
AXTRART,20260327,12.4,12.7,12.4,12.7,580400
AYUD,20260327,36.75,36.75,36.5,36.5,15100
B,20260327,0.04,0.04,0.03,0.04,275400
B-WORK,20260327,5.35,5.45,5.35,5.4,164800
B52,20260327,0.26,0.26,0.26,0.26,5000
BA,20260327,13.1,13.3,13,13.2,4551200
BAFS,20260327,8.3,8.4,8.2,8.3,100200
BAM,20260327,6.75,6.9,6.75,6.8,14187400
BANPU,20260327,5.95,6.15,5.95,6.1,91960300
BAREIT,20260327,10.4,10.5,10.3,10.3,593600
BAY,20260327,25.5,25.75,25.25,25.5,179600
BBGI,20260327,4.12,4.22,4.12,4.16,1433800
BBIK,20260327,18.4,18.6,18.3,18.4,675000
BBL,20260327,169.5,169.5,167,167.5,7634300
BC,20260327,0.68,0.68,0.66,0.66,45200
BCH,20260327,9.4,9.5,9.35,9.45,12486200
BCP,20260327,39.5,40.25,39,39.5,9874100
BCPG,20260327,6.45,6.65,6.4,6.45,12312500
BCT,20260327,43.5,43.75,43,43,2500
BDMS,20260327,18.4,18.5,18.3,18.4,81337300
BE8,20260327,5.8,5.9,5.6,5.6,192300
BEAUTY,20260327,0.34,0.35,0.34,0.34,2837200
BEC,20260327,1.92,1.94,1.91,1.93,278800
BEM,20260327,5.1,5.2,5.1,5.1,25015400
BEYOND,20260327,8.55,8.6,8.5,8.6,99700
BGC,20260327,5.3,5.45,5.3,5.45,746600
BGRIM,20260327,11.2,11.6,11.2,11.4,14537300
BGT,20260327,0.36,0.4,0.36,0.39,26800
BH,20260327,164.5,166.5,163,164,5117200
BIG,20260327,0.29,0.29,0.28,0.29,1537500
BIOTEC,20260327,0.31,0.32,0.28,0.29,39585600
BIS,20260327,2.04,2.06,1.98,1.98,59600
BIZ,20260327,4.6,4.74,4.6,4.64,72100
BJC,20260327,13.9,14.1,13.8,14,6704200
BJCHI,20260327,0.61,0.62,0.61,0.62,62400
BKA,20260327,0.83,0.85,0.82,0.83,591100
BKD,20260327,1.09,1.09,1.05,1.08,111900
BKGI,20260327,1.36,1.38,1.36,1.37,33400
BKIH,20260327,318,319,316,318,11900
BLA,20260327,19.3,20,19.3,19.9,2066700
BLAND,20260327,0.41,0.42,0.4,0.41,28188200
BLC,20260327,3.84,3.88,3.8,3.82,627200
BLESS,20260327,0.23,0.25,0.23,0.24,232500
BM,20260327,1.01,1.01,0.99,1,585800
BOFFICE,20260327,5.2,5.25,5.2,5.25,7300
BOL,20260327,4.98,5,4.96,5,138300
BPP,20260327,12.1,12.5,12.1,12.4,234100
BPS,20260327,0.42,0.42,0.42,0.42,3500
BR,20260327,1.58,1.69,1.58,1.64,2031400
BRI,20260327,1.33,1.34,1.32,1.34,182400
BROCK,20260327,1.37,1.37,1.29,1.29,800
BRR,20260327,3.82,3.84,3.8,3.8,58700
BRRGIF,20260327,3.72,3.72,3.68,3.72,688800
BSBM,20260327,0.58,0.63,0.57,0.58,550300
BSM,20260327,0.4,0.4,0.4,0.4,100
BTC,20260327,0.18,0.19,0.18,0.19,1968200
BTG,20260327,21.5,24.6,21.4,24.2,48128100
BTNC,20260327,19.9,20,19.9,20,6600
BTS,20260327,2.04,2.08,2.02,2.04,66566200
BTSGIF,20260327,2.52,2.54,2.52,2.54,979300
BTW,20260327,0.09,0.1,0.08,0.09,7700
BUI,20260327,10.9,10.9,10.9,10.9,3700
BVG,20260327,1.57,1.61,1.57,1.61,39100
BWG,20260327,0.3,0.31,0.29,0.29,72658000
BYD,20260327,0.5,0.5,0.49,0.49,3244200
CAZ,20260327,1.43,1.43,1.37,1.43,25700
CBG,20260327,35.5,36.25,35.25,36,3472200
CCET,20260327,4.82,4.84,4.72,4.72,18941700
CCP,20260327,0.26,0.26,0.25,0.26,1218100
CEN,20260327,0.54,0.57,0.54,0.54,654300
CENTEL,20260327,34,34,32,32.5,8427700
CEYE,20260327,1.39,1.39,1.39,1.39,200
CFARM,20260327,0.91,0.95,0.87,0.88,47366700
CFRESH,20260327,0.93,1,0.89,0.92,7553300
CGD,20260327,0.11,0.12,0.1,0.11,807700
CGH,20260327,0.43,0.44,0.43,0.44,565900
CH,20260327,1.58,1.62,1.58,1.61,34400
CHAO,20260327,4.38,4.38,4.34,4.34,118000
CHASE,20260327,0.48,0.48,0.46,0.47,412700
CHAYO,20260327,1.01,1.01,0.99,1,2012300
CHEWA,20260327,0.19,0.19,0.18,0.18,23000
CHG,20260327,1.4,1.43,1.4,1.41,11104500
CHIC,20260327,0.24,0.25,0.24,0.25,36400
CHOW,20260327,1.21,1.3,1.21,1.24,166300
CI,20260327,0.31,0.32,0.31,0.32,91200
CIG,20260327,0.03,0.03,0.02,0.03,483500
CIVIL,20260327,0.84,0.84,0.82,0.82,38700
CK,20260327,14.6,14.9,14.5,14.7,2854500
CKP,20260327,2.26,2.32,2.24,2.3,6179000
CM,20260327,1.64,1.68,1.63,1.64,27100
CMAN,20260327,2.6,2.62,2.58,2.62,44100
CMC,20260327,0.37,0.39,0.37,0.39,9500
CMO,20260327,0.71,0.72,0.69,0.7,510500
CMR,20260327,1.34,1.36,1.33,1.35,180600
CNT,20260327,1.04,1.04,1,1,10600
COCOCO,20260327,5.55,5.55,5.5,5.5,150000
COLOR,20260327,1.03,1.03,1.03,1.03,9600
COM7,20260327,22.2,22.2,21.6,21.7,12036400
COMAN,20260327,0.59,0.61,0.59,0.61,20300
CPALL,20260327,44.25,45.25,44,44,48836200
CPANEL,20260327,1.93,1.95,1.91,1.93,52600
CPAXT,20260327,15.1,15.3,15,15.2,15413900
CPF,20260327,20.2,21,20,20.8,64386300
CPH,20260327,8.15,8.15,7.95,8,19500
CPI,20260327,3.54,3.54,3.48,3.54,634300
CPL,20260327,0.61,0.64,0.61,0.62,136700
CPN,20260327,62.75,63,61,61.25,16041100
CPNCG,20260327,6.15,6.15,6.1,6.15,414100
CPNREIT,20260327,11.4,11.6,11.4,11.6,1931800
CPR,20260327,2.62,2.66,2.62,2.66,44500
CPT,20260327,1.01,1.02,1,1.02,106900
CPTREIT,20260327,5.5,5.55,5.5,5.55,21500
CPW,20260327,2.1,2.14,2.1,2.12,131900
CRANE,20260327,0.4,0.45,0.4,0.42,79000
CRC,20260327,18.4,18.6,18,18.1,17786300
CRD,20260327,0.34,0.35,0.33,0.35,178400
CREDIT,20260327,16.9,17.1,16.8,16.9,274000
CSC,20260327,43,43,42.75,43,3400
CSP,20260327,0.43,0.54,0.42,0.45,4185700
CSR,20260327,71,71,69.5,69.5,200
CSS,20260327,0.78,0.78,0.76,0.77,2200
CTARAF,20260327,4.56,4.56,4.54,4.56,136200
CTW,20260327,3.92,4,3.9,4,173700
CWT,20260327,0.82,0.85,0.82,0.82,454500
D,20260327,2.74,2.76,2.74,2.76,82700
DCC,20260327,1.21,1.22,1.2,1.21,402000
DCON,20260327,0.21,0.21,0.2,0.21,369300
DDD,20260327,5.3,5.35,5.25,5.25,13000
DELTA,20260327,280,283,271,276,14891400
DEMCO,20260327,2.16,2.18,2.08,2.16,522000
DHOUSE,20260327,0.38,0.39,0.37,0.39,3900
DIF,20260327,9.45,9.5,9.45,9.45,5073500
DIMET,20260327,0.05,0.05,0.05,0.05,99000
DITTO,20260327,10.4,10.6,10.3,10.4,332000
DMT,20260327,11.1,11.2,11,11.1,731100
DOD,20260327,1.76,1.76,1.72,1.72,160300
DOHOME,20260327,3.14,3.18,3.08,3.14,13996400
