<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260305,11.98,11.98,11.77,11.77,57
2I01BSET50-O,20260305,3.34,3.47,3.34,3.47,94
2X01BSET50-O,20260305,6.45,6.49,6.3,6.32,152
BMSCITH-O,20260305,11.65,11.65,11.52,11.6,137
BSET100-O,20260305,10.45,10.45,10.14,10.14,328
CHINA-O,20260305,6.86,6.86,6.86,6.86,2
GLD-O,20260305,6.42,6.7,6.42,6.43,1531
TDEX-O,20260305,9.22,9.23,8.4,9.08,1000
1DIV,20260305,12.1,12.1,11.77,11.86,428300
1I01BSET50,20260305,4.09,4.2,4.09,4.17,6100
2I01BSET50,20260305,3.31,3.53,3.31,3.4,3292200
2X01BSET50,20260305,6.65,6.65,6.3,6.52,1196600
BMSCG,20260305,7.52,7.52,7.52,7.52,500
BMSCITH,20260305,11.68,11.69,11.35,11.55,359900
BSET100,20260305,10.4,10.4,10.15,10.3,152600
CHINA,20260305,6.85,6.86,6.83,6.85,64400
GLD,20260305,6.42,6.45,6.4,6.43,1453700
TDEX,20260305,9.21,9.25,8.98,9.16,1774400
UBOT,20260305,14.49,14.49,14.49,14.49,300
UHERO,20260305,8.49,8.49,8.49,8.49,100
2S,20260305,2.54,2.62,2.54,2.62,73100
3BBIF,20260305,6.45,6.55,6.45,6.5,6379700
88TH,20260305,5.05,5.1,4.7,4.88,4159900
A5,20260305,1.85,1.85,1.82,1.84,24900
AAI,20260305,3.6,3.66,3.46,3.5,6272600
AAV,20260305,1.11,1.11,1.05,1.09,228129800
ABM,20260305,0.65,0.65,0.55,0.56,20900
ACC,20260305,0.42,0.45,0.42,0.44,3956700
ACE,20260305,1.28,1.29,1.27,1.27,1165100
ACG,20260305,0.6,0.6,0.58,0.6,176500
ADB,20260305,0.54,0.56,0.54,0.55,519200
ADD,20260305,3.88,3.92,3.7,3.9,7900
ADVANC,20260305,365,367,352,360,9815700
ADVICE,20260305,5.5,5.55,5.4,5.5,2451500
AEONTS,20260305,92,92,88.75,90,1002500
AF,20260305,0.34,0.35,0.34,0.35,13600
AGE,20260305,1.03,1.08,1.03,1.05,8512900
AH,20260305,14,14.8,14,14.3,179400
AHC,20260305,13.1,13.6,13.1,13.6,600
AI,20260305,2.88,2.96,2.88,2.94,138100
AIE,20260305,0.97,1.02,0.97,1,739200
AIMCG,20260305,1.31,1.33,1.3,1.31,228000
AIMIRT,20260305,10.8,11,10.8,10.9,770300
AIRA,20260305,1.12,1.12,1.11,1.12,400400
AIT,20260305,4.86,4.9,4.82,4.88,969800
AJ,20260305,1.6,1.63,1.57,1.58,730200
AJA,20260305,0.16,0.17,0.15,0.16,2242800
AKP,20260305,0.67,0.69,0.67,0.67,1141100
AKR,20260305,0.88,0.9,0.88,0.88,1070800
ALLA,20260305,1.18,1.21,1.16,1.19,322600
ALLY,20260305,4.2,4.32,4.2,4.28,813800
ALPHAX,20260305,0.44,0.46,0.43,0.45,6264400
ALT,20260305,0.98,1.01,0.92,0.95,404500
ALUCON,20260305,214,214,214,214,100
AMA,20260305,4.16,4.2,4.14,4.16,612400
AMANAH,20260305,0.69,0.71,0.69,0.69,909200
AMARC,20260305,3.38,3.42,3.3,3.36,4550800
AMATA,20260305,18.7,18.9,18.1,18.5,31339900
AMATAR,20260305,6.55,6.65,6.55,6.55,59600
AMATAV,20260305,1.98,2,1.91,2,181800
AMC,20260305,2.08,2.08,2.08,2.08,100
AMR,20260305,0.35,0.36,0.35,0.36,201100
ANAN,20260305,0.38,0.39,0.37,0.38,1848000
ANI,20260305,2.82,2.86,2.6,2.78,100500
AOT,20260305,50.5,51,49.5,51,76208500
AP,20260305,8.4,8.65,8.15,8.6,25253400
APCO,20260305,2.8,2.8,2.76,2.78,12500
APCS,20260305,1.21,1.21,1.19,1.2,23400
APO,20260305,1.81,2.06,1.81,1.98,2037100
APP,20260305,2.68,2.68,2.62,2.62,348700
APURE,20260305,2.1,2.16,2.1,2.16,167200
AQUA,20260305,0.14,0.14,0.13,0.14,2394300
ARIN,20260305,0.5,0.51,0.48,0.49,2219600
ARIP,20260305,0.44,0.46,0.44,0.44,160200
ARROW,20260305,5.3,5.3,5.2,5.25,13800
AS,20260305,2.76,2.78,2.64,2.7,1983800
ASAP,20260305,1.15,1.17,1.15,1.17,13700
ASEFA,20260305,4.06,4.1,4.04,4.08,64800
ASIA,20260305,6,6,5.95,5.95,6100
ASIAN,20260305,7.05,7.15,7,7.1,624600
ASIMAR,20260305,1.53,1.55,1.53,1.54,171100
ASK,20260305,9,9,8.55,8.85,259800
ASN,20260305,0.75,0.75,0.75,0.75,8100
ASP,20260305,2.16,2.18,2.04,2.14,1624000
ASW,20260305,7.75,8,7.65,7.75,842300
ATLAS,20260305,1.77,1.79,1.73,1.77,7996300
ATP30,20260305,0.87,0.88,0.86,0.88,516500
AU,20260305,4.76,4.82,4.74,4.8,565400
AUCT,20260305,5.2,5.25,5.1,5.1,427500
AURA,20260305,14,14,13.4,13.8,3404900
AWC,20260305,2.16,2.16,2.02,2.08,130484600
AXTRART,20260305,12.6,12.6,12.5,12.6,1712800
AYUD,20260305,36.25,37.75,36.25,36.75,21100
B,20260305,0.04,0.05,0.03,0.04,4107500
B-WORK,20260305,5.4,5.5,5.3,5.4,356500
B52,20260305,0.27,0.29,0.27,0.29,800
BA,20260305,15.3,15.4,14.1,14.5,19054800
BAFS,20260305,8.65,8.75,8,8.65,1029000
BAM,20260305,7.15,7.2,6.9,7.05,34466800
BANPU,20260305,5.95,6.35,5.85,6.2,425069191
BAREIT,20260305,10.7,11.1,10.7,11.1,587400
BAY,20260305,25,25.25,24.5,25.25,763100
BBGI,20260305,3.24,3.24,2.98,3.06,1216300
BBIK,20260305,20.6,21.1,20.3,20.5,1413700
BBL,20260305,171.5,171.5,167.5,168,27650600
BC,20260305,0.65,0.65,0.65,0.65,10900
BCH,20260305,10,10,9.65,9.75,15914400
BCP,20260305,35,36,34,36,8871700
BCPG,20260305,7.3,7.3,6.9,7.1,9181600
BCT,20260305,45.75,46.25,45.5,46.25,1300
BDMS,20260305,20,20,19.1,19.4,155137200
BE8,20260305,5.75,5.75,5.25,5.5,615800
BEAUTY,20260305,0.32,0.33,0.31,0.33,9107400
BEC,20260305,1.95,1.97,1.92,1.95,1825600
BEM,20260305,5.7,5.7,5.45,5.7,67952600
BEYOND,20260305,8.7,8.7,8.5,8.6,28500
BGC,20260305,4.2,4.46,4.2,4.44,220300
BGRIM,20260305,12.4,12.5,11.4,11.7,52475400
BGT,20260305,0.37,0.38,0.36,0.36,17500
BH,20260305,180,183,172.5,176.5,10510500
BIG,20260305,0.3,0.3,0.27,0.28,5433200
BIOTEC,20260305,0.19,0.19,0.17,0.18,4560900
BIS,20260305,1.92,2.08,1.92,2.02,94100
BIZ,20260305,5.3,5.4,5.2,5.4,1388900
BJC,20260305,14.1,14.2,13.4,13.9,18558600
BJCHI,20260305,0.55,0.57,0.55,0.57,197500
BKA,20260305,0.76,0.76,0.74,0.75,653400
BKD,20260305,1.08,1.1,1.08,1.09,360300
BKGI,20260305,1.43,1.43,1.31,1.36,1179000
BKIH,20260305,312,315,312,315,19400
BLA,20260305,19.8,20,19.4,19.7,1628000
BLAND,20260305,0.44,0.44,0.42,0.43,8921600
BLC,20260305,3.92,4,3.84,3.9,174100
BLESS,20260305,0.22,0.22,0.21,0.21,95200
BM,20260305,1.01,1.1,1,1.03,1228300
BOFFICE,20260305,5.25,5.3,5.25,5.3,372700
BOL,20260305,4.98,5.1,4.94,4.98,268800
BPP,20260305,12.1,12.5,11.9,12.5,782000
BPS,20260305,0.4,0.42,0.4,0.4,64300
BR,20260305,1.58,1.61,1.58,1.6,86200
