<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260325,12,12,12,12,1
2X01BSET50-O,20260325,6.68,6.68,2.61,2.61,9
BMSCITH-O,20260325,11.85,11.99,11.6,11.99,112
BSET100-O,20260325,10.5,10.6,10.5,10.6,132
CHINA-O,20260325,6.93,6.93,6.93,6.93,2
GLD-O,20260325,5.83,5.95,5.83,5.88,855
TDEX-O,20260325,9.27,9.41,9.26,9.41,523
UBOT-O,20260325,12,12,12,12,20
UHERO-O,20260325,5.81,5.81,5.81,5.81,9
1DIV,20260325,12,12.08,12,12.06,21000
1I01BSET50,20260325,4.05,4.05,3.99,3.99,15400
2I01BSET50,20260325,3.24,3.26,3.14,3.15,2761400
2X01BSET50,20260325,6.69,6.87,6.65,6.85,382300
BMSCITH,20260325,11.79,11.98,11.79,11.97,653500
BSET100,20260325,10.46,10.62,10.46,10.62,670787
CHINA,20260325,6.96,7,6.93,6.99,46100
GLD,20260325,5.86,5.9,5.84,5.88,5348400
TDEX,20260325,9.21,9.42,9.21,9.38,2956800
UBOT,20260325,12.59,12.69,12.59,12.69,700
2S,20260325,2.52,2.56,2.52,2.56,24400
3BBIF,20260325,6.5,6.6,6.5,6.6,3621800
88TH,20260325,4.92,5.25,4.9,5.15,2797400
A5,20260325,1.83,1.86,1.83,1.86,76900
AAI,20260325,3.44,3.52,3.42,3.5,4464700
AAV,20260325,1.11,1.12,1.1,1.1,95918400
ABM,20260325,0.56,0.57,0.55,0.56,50300
ACC,20260325,0.39,0.39,0.37,0.38,1476300
ACE,20260325,1.29,1.3,1.28,1.29,667100
ACG,20260325,0.63,0.65,0.63,0.65,12000
ADB,20260325,0.59,0.59,0.57,0.58,82800
ADD,20260325,3.42,3.46,3.42,3.46,6200
ADVANC,20260325,372,373,369,371,5421300
ADVICE,20260325,5.4,5.6,5.4,5.6,625400
AE,20260325,0.08,0.09,0.08,0.08,6088100
AEONTS,20260325,88.75,91,88.75,90.5,378100
AF,20260325,0.36,0.37,0.35,0.35,1600
AFC,20260325,3.04,3.04,3.02,3.02,2300
AGE,20260325,1.41,1.41,1.29,1.31,10592700
AH,20260325,12.9,13,12.8,13,110900
AHC,20260325,13,13.1,13,13,1300
AI,20260325,2.9,2.96,2.9,2.9,78000
AIE,20260325,1.2,1.2,1.14,1.17,6638900
AIMCG,20260325,1.29,1.31,1.29,1.3,111400
AIMIRT,20260325,10.9,10.9,10.8,10.9,68200
AIRA,20260325,1.15,1.15,1.15,1.15,100
AIT,20260325,4.82,4.88,4.82,4.84,324500
AJ,20260325,2.5,2.54,2.42,2.5,4881700
AJA,20260325,0.15,0.16,0.15,0.15,4357300
AKP,20260325,0.68,0.69,0.68,0.68,443700
AKR,20260325,0.91,0.92,0.9,0.91,2383000
ALLA,20260325,1.25,1.26,1.24,1.24,1168400
ALLY,20260325,4.3,4.32,4.3,4.32,73200
ALPHAX,20260325,0.45,0.46,0.43,0.44,7815400
ALT,20260325,1.04,1.07,1.01,1.06,346700
ALUCON,20260325,219,219,218,218,200
AMA,20260325,3.88,3.88,3.84,3.88,162100
AMANAH,20260325,0.63,0.65,0.62,0.64,1271100
AMARC,20260325,3.32,3.5,3.3,3.42,2192500
AMARIN,20260325,2.76,2.88,2.74,2.88,2600
AMATA,20260325,18.8,19.2,18.7,19,11441000
AMATAR,20260325,6.65,6.7,6.6,6.65,275000
AMATAV,20260325,2.06,2.06,2.02,2.02,66700
AMC,20260325,2.12,2.16,2.12,2.14,122100
AMR,20260325,0.33,0.34,0.33,0.34,112600
ANAN,20260325,0.36,0.37,0.36,0.36,431800
ANI,20260325,2.64,2.68,2.64,2.68,3200
AOT,20260325,50.25,51.25,50,51,45510200
AP,20260325,8.35,8.55,8.35,8.45,5484100
APCO,20260325,2.72,2.78,2.7,2.76,38800
APCS,20260325,1.19,1.19,1.19,1.19,32100
APO,20260325,2.42,2.46,2.2,2.24,5408300
APP,20260325,2.64,2.64,2.62,2.64,29300
APURE,20260325,2.38,2.38,2.22,2.3,386900
AQUA,20260325,0.13,0.13,0.12,0.13,1139500
ARIN,20260325,0.49,0.52,0.49,0.5,2725900
ARIP,20260325,0.44,0.45,0.43,0.44,269000
