<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
ALLY,20260304,4.36,4.38,4.16,4.2,2480900
ALPHAX,20260304,0.42,0.44,0.39,0.43,8668400
ALT,20260304,0.98,1,0.93,0.95,1296900
ALUCON,20260304,212,218,211,212,1500
AMA,20260304,4.18,4.2,4.1,4.16,1447200
AMANAH,20260304,0.76,0.76,0.66,0.69,4054300
AMARC,20260304,3.22,3.3,3.06,3.28,4227600
AMARIN,20260304,1.96,2.72,1.96,2.72,7200
AMATA,20260304,17.5,18.2,17,18.2,49036500
AMATAR,20260304,6.65,6.65,6.35,6.55,179800
AMATAV,20260304,2.04,2.04,1.9,1.95,679400
AMC,20260304,2.06,2.1,2,2.1,51800
AMR,20260304,0.36,0.36,0.31,0.34,743700
ANAN,20260304,0.39,0.39,0.36,0.38,9459200
ANI,20260304,2.76,2.76,2.6,2.7,170400
AOT,20260304,50,50.25,45,48.5,130389600
AP,20260304,8,8.35,7.9,8.2,31476500
APCO,20260304,2.7,2.8,2.7,2.8,76000
APCS,20260304,1.24,1.25,1.21,1.21,137600
APO,20260304,1.8,1.84,1.78,1.8,1452600
APP,20260304,2.56,2.62,2.48,2.62,1017000
APURE,20260304,2.26,2.26,2.06,2.1,309000
AQUA,20260304,0.15,0.15,0.12,0.14,9745100
ARIN,20260304,0.49,0.5,0.44,0.49,6626100
ARIP,20260304,0.45,0.45,0.42,0.44,559900
ARROW,20260304,5.3,5.3,5.1,5.2,54700
AS,20260304,2.78,2.78,2.6,2.68,2048400
ASAP,20260304,1.14,1.24,1.12,1.16,69100
ASEFA,20260304,4.08,4.08,3.8,4.04,708400
ASIA,20260304,6,6,5.95,5.95,6900
ASIAN,20260304,7.25,7.3,7,7.25,2211100
ASIMAR,20260304,1.52,1.55,1.52,1.55,101900
ASK,20260304,8.8,8.9,8.05,8.7,2038300
ASN,20260304,0.73,0.74,0.68,0.73,13200
ASP,20260304,2.08,2.14,2.02,2.14,3392800
ASW,20260304,7.85,7.85,7.3,7.75,440300
ATLAS,20260304,1.76,1.78,1.7,1.72,9299500
ATP30,20260304,0.88,0.9,0.84,0.86,1436000
AU,20260304,4.86,4.86,4.64,4.7,1575400
AUCT,20260304,5.15,5.15,5,5.05,1295800
AURA,20260304,14,14,13.4,13.6,3799200
AWC,20260304,2.04,2.12,1.98,2.08,189867800
AXTRART,20260304,12.8,12.8,12.2,12.4,3775200
AYUD,20260304,37,37,35.75,36.75,35000
B,20260304,0.04,0.05,0.04,0.04,17563200
B-WORK,20260304,5.5,5.5,5.2,5.4,1635800
B52,20260304,0.25,0.29,0.24,0.29,154700
BA,20260304,14,14.7,13.5,14.5,33673900
BAFS,20260304,8.85,8.9,8.5,8.65,708700
BAM,20260304,6.95,7.05,6.65,7,39783800
BANPU,20260304,5.55,5.85,5.55,5.7,180630400
BAREIT,20260304,10.9,11,10.3,11,3461200
BAY,20260304,25,25.25,24.1,24.7,3036400
BBGI,20260304,3.3,3.3,3.02,3.16,2244000
BBIK,20260304,19.4,20.6,19.2,20.1,3180100
BBL,20260304,171.5,171.5,165,168.5,34054900
BC,20260304,0.7,0.7,0.5,0.5,112000
BCH,20260304,9.5,9.8,9.3,9.8,32678900
BCP,20260304,34.75,35.25,32.75,34.75,12122300
BCPG,20260304,7.25,7.45,6.6,7.1,26875700
BCT,20260304,42,43.5,42,43.5,4200
BDMS,20260304,18.9,19.7,18.8,19.5,241108700
BE8,20260304,5.5,5.5,4.9,5.2,1366200
BEAUTY,20260304,0.32,0.33,0.27,0.31,23540800
BEC,20260304,1.92,1.95,1.8,1.9,3002400
BEM,20260304,5.6,5.7,5.35,5.55,118994700
BEYOND,20260304,8.5,8.55,8.3,8.5,253200
BGC,20260304,4.34,4.46,4.1,4.4,339500
BGRIM,20260304,11.2,12.3,10.8,11.5,64017100
BGT,20260304,0.38,0.38,0.35,0.37,227900
BH,20260304,165,175,164.5,173.5,15528300
BIG,20260304,0.29,0.3,0.28,0.3,3502600
BIOTEC,20260304,0.17,0.2,0.16,0.18,7329300
BIS,20260304,1.99,1.99,1.85,1.88,163500
BIZ,20260304,5.1,5.2,5.05,5.15,1629100
BJC,20260304,14.2,14.4,13.3,13.8,24590800
BJCHI,20260304,0.57,0.57,0.52,0.55,542100
BKA,20260304,0.72,0.76,0.72,0.73,1741700
BKD,20260304,1.24,1.25,1.17,1.25,619700
BKGI,20260304,1.38,1.38,1.3,1.32,1118100
BKIH,20260304,310,314,307,314,53400
BLA,20260304,20.5,20.5,19.1,19.7,3263600
BLAND,20260304,0.43,0.44,0.41,0.43,23554500
BLC,20260304,3.84,4,3.68,4,1193000
BLESS,20260304,0.21,0.22,0.2,0.21,206100
BM,20260304,1.01,1.02,0.98,1,3027900
BOFFICE,20260304,5.3,5.3,5.05,5.25,705300
BOL,20260304,5,5,4.9,4.96,654900
BPP,20260304,11.6,12.1,11.5,11.7,354400
BPS,20260304,0.41,0.41,0.39,0.4,935900
BR,20260304,1.64,1.64,1.54,1.58,259900
BRI,20260304,1.4,1.4,1.32,1.35,533700
BROCK,20260304,1.35,1.74,1.23,1.74,19200
BRR,20260304,3.72,3.72,3.5,3.6,393500
BRRGIF,20260304,3.74,3.74,3.66,3.68,1321200
BSBM,20260304,0.57,0.57,0.56,0.56,641700
BSM,20260304,0.4,0.4,0.33,0.34,11800
BTC,20260304,0.2,0.2,0.18,0.2,19238100
BTG,20260304,20.6,21.1,20.5,21,12282900
BTNC,20260304,18.1,20.1,18.1,20.1,1100
BTS,20260304,2.06,2.1,2,2.08,157883300
BTSGIF,20260304,2.54,2.54,2.46,2.5,19258500
BTW,20260304,0.1,0.1,0.08,0.1,2122900
BUI,20260304,13.1,13.1,12.3,12.8,151800
BVG,20260304,1.68,1.68,1.6,1.65,282300
BWG,20260304,0.27,0.27,0.24,0.27,128580600
BYD,20260304,0.53,0.53,0.43,0.49,39358000
CAZ,20260304,1.53,1.58,1.43,1.54,55700
CBG,20260304,38.75,39,36.75,38.5,10218100
CCET,20260304,4.76,4.78,4.14,4.46,100350700
CCP,20260304,0.25,0.27,0.24,0.26,10397100
CEN,20260304,0.69,0.69,0.58,0.61,172800
CENTEL,20260304,32.5,34.25,30.5,33,20628400
CEYE,20260304,1.6,1.6,1.55,1.57,306700
CFARM,20260304,0.69,0.69,0.65,0.67,998800
CFRESH,20260304,0.68,0.68,0.63,0.67,979900
CGD,20260304,0.11,0.11,0.1,0.11,1900700
CGH,20260304,0.43,0.43,0.4,0.42,8351400
CH,20260304,1.7,1.71,1.66,1.67,347600
CHAO,20260304,4.44,4.44,4.28,4.3,347800
CHARAN,20260304,15.7,15.7,15.7,15.7,500
CHASE,20260304,0.45,0.47,0.42,0.46,3078400
CHAYO,20260304,1.06,1.06,0.97,1.03,8258700
CHEWA,20260304,0.18,0.2,0.16,0.19,3173400
CHG,20260304,1.52,1.52,1.45,1.47,30508400
CHIC,20260304,0.3,0.33,0.25,0.29,226800
CHOTI,20260304,60.25,66.5,60.25,66.5,800
CHOW,20260304,1.24,1.29,1.18,1.21,187800
CI,20260304,0.34,0.34,0.3,0.31,342100
CIG,20260304,0.03,0.03,0.02,0.03,5294600
CITY,20260304,1.44,1.46,1.44,1.46,209900
CIVIL,20260304,0.88,0.91,0.81,0.86,247200
CK,20260304,15.9,16.1,15,15.5,17495700
CKP,20260304,2.32,2.36,2.2,2.28,17439200
CM,20260304,1.63,1.63,1.59,1.59,270400
CMAN,20260304,2.56,2.62,2.44,2.62,754900
CMC,20260304,0.41,0.43,0.41,0.43,13900
CMO,20260304,0.68,0.7,0.61,0.66,4162700
CMR,20260304,1.39,1.41,1.2,1.3,1082600
CNT,20260304,1.07,1.1,0.98,1.03,948800
COCOCO,20260304,5.5,5.55,5.15,5.3,4353000
COLOR,20260304,1,1.01,1,1.01,65800
COM7,20260304,21.2,22,20.6,22,33291700
COMAN,20260304,0.35,0.46,0.35,0.46,69000
CPALL,20260304,48.75,49.25,46.75,48.25,108255700
CPANEL,20260304,1.82,1.83,1.68,1.78,65700
CPAXT,20260304,15.5,15.8,14,14.8,115752100
CPF,20260304,20.1,20.2,18.6,19.3,93059600
CPH,20260304,8.95,8.95,8.4,8.7,263900
CPI,20260304,3.5,3.5,3.34,3.46,1240300
CPL,20260304,0.63,0.63,0.59,0.63,318200
CPN,20260304,62,64.75,60,64.25,25449900
CPNCG,20260304,6.2,6.25,6.05,6.1,2418100
CPNREIT,20260304,11.6,11.7,11.1,11.5,12660600
CPR,20260304,2.76,2.76,2.64,2.64,104800
CPT,20260304,0.98,0.99,0.97,0.99,14700
CPTREIT,20260304,5.55,5.6,5.4,5.45,412700
CPW,20260304,2.18,2.2,2.1,2.16,907700
CRANE,20260304,0.42,0.42,0.4,0.41,366700
CRC,20260304,17.9,18.6,17,18.3,51897900
CRD,20260304,0.35,0.35,0.33,0.35,824800
CREDIT,20260304,17,17.4,16.6,17.1,572800
CSC,20260304,45,45.25,44.75,45.25,6900
CSP,20260304,0.39,0.39,0.36,0.36,89900
CSR,20260304,69.75,69.75,69.75,69.75,100
CSS,20260304,0.77,0.77,0.74,0.75,2042400
CTARAF,20260304,4.7,4.7,4.62,4.66,560800
CTW,20260304,2.96,2.96,2.82,2.84,3700
CWT,20260304,0.81,0.81,0.7,0.79,2588900
D,20260304,2.84,2.84,2.68,2.72,1507300
DCC,20260304,1.18,1.18,1.13,1.16,4667800
DCON,20260304,0.23,0.24,0.23,0.24,5760800
DDD,20260304,5.85,6.15,5.35,5.45,30600
DELTA,20260304,245,248,230,239,37907200
DEMCO,20260304,2.38,2.38,2.2,2.24,138100
DHOUSE,20260304,0.38,0.38,0.34,0.38,19100
DIF,20260304,9.4,9.45,9.2,9.35,56836700
DIMET,20260304,0.05,0.05,0.05,0.05,1986700
DITTO,20260304,11,11.1,10.4,10.8,3682900
DMT,20260304,11,11,10.7,11,2789400
DOD,20260304,1.71,1.76,1.6,1.75,3416100
DOHOME,20260304,3.36,3.42,3.2,3.4,38379400
DPAINT,20260304,0.68,0.68,0.59,0.61,1620600
DREIT,20260304,4.98,5,4.88,4.9,181500
DRT,20260304,4.68,4.8,4.6,4.74,1052300
DTCENT,20260304,0.9,0.9,0.86,0.88,3759800
DUSIT,20260304,10.3,10.4,9.8,10,1043400
DV8,20260304,4.02,4.3,4.02,4.22,375000
EA,20260304,2.52,2.6,2.4,2.5,82816200
EASON,20260304,1.07,1.08,1.05,1.06,1546300
EAST,20260304,0.7,0.7,0.66,0.69,2432700
EASTW,20260304,2.6,2.6,2.22,2.42,5005900
EFORL,20260304,0.14,0.14,0.12,0.13,16047300
EGATIF,20260304,6.15,6.15,6.05,6.1,1100900
EGCO,20260304,115,115.5,108.5,111,3688100
EKH,20260304,5.05,5.05,4.92,4.96,1608800
EMC,20260304,0.03,0.03,0.02,0.02,33962200
EMPIRE,20260304,0.56,0.63,0.52,0.62,21122900
EP,20260304,1.16,1.21,1.11,1.2,284100
EPG,20260304,3.46,3.5,3.24,3.34,10857500
ERW,20260304,2.68,2.78,2.52,2.76,61280700
ESTAR,20260304,0.22,0.22,0.2,0.22,5978700
ETC,20260304,0.58,0.58,0.54,0.57,10827100
ETE,20260304,0.58,0.6,0.58,0.6,59000
ETL,20260304,0.48,0.5,0.47,0.49,293100
EURO,20260304,4.46,4.46,4.28,4.46,62000
EVER,20260304,0.06,0.06,0.05,0.05,14673900
FANCY,20260304,0.25,0.27,0.25,0.26,149000
FLOYD,20260304,1.12,1.13,1.08,1.12,623600
FM,20260304,3.64,3.82,3.6,3.76,2905000
FMT,20260304,20,20.8,20,20.5,7500
FN,20260304,0.43,0.46,0.4,0.42,77900
FNS,20260304,0.85,0.85,0.8,0.81,171100
FORTH,20260304,6.95,7.05,6.65,7,3497400
FPI,20260304,1.72,1.76,1.6,1.65,147600
FPT,20260304,6.1,6.4,6,6,68800
FSMART,20260304,6.1,6.35,6.05,6.3,3083000
FSX,20260304,1.09,1.1,1.01,1.07,456500
FTE,20260304,1.9,1.9,1.8,1.86,893700
FTI,20260304,1.62,1.63,1.61,1.61,33000
FTREIT,20260304,11.1,11.2,10.7,10.8,5453600
FUTURERT,20260304,9.1,9.1,9,9.05,577300
FVC,20260304,0.37,0.38,0.29,0.3,37576100
GABLE,20260304,3.9,3.9,3.72,3.86,1678600
GAHREIT,20260304,4.7,4.7,4.56,4.66,185300
GBX,20260304,0.56,0.58,0.54,0.58,2191400
GC,20260304,4.42,4.42,4.18,4.26,791400
GCAP,20260304,0.27,0.27,0.25,0.26,1462400
GEL,20260304,0.04,0.04,0.03,0.04,4999300
GENCO,20260304,0.25,0.26,0.24,0.26,143300
GFC,20260304,2.9,3.02,2.8,3.02,43600
GFPT,20260304,9,9.2,8.7,8.85,5890000
GGC,20260304,2.88,2.88,2.76,2.78,25000
GJS,20260304,0.1,0.11,0.1,0.1,3832100
GLOBAL,20260304,6.5,7.05,6.2,7.05,21210200
GLORY,20260304,0.56,0.57,0.55,0.57,83000
GPI,20260304,1.6,1.65,1.59,1.61,581700
GPSC,20260304,35,35.75,31.75,34.25,32069000
GRAMMY,20260304,4.12,4.12,3.9,4,16300
GREEN,20260304,0.59,0.6,0.58,0.6,223600
GROREIT,20260304,8.05,8.05,7.85,7.9,274800
GTB,20260304,0.69,0.69,0.66,0.68,316300
GTV,20260304,0.03,0.04,0.03,0.03,3311400
GULF,20260304,52.5,54.5,51.25,54,217793700
GUNKUL,20260304,2.02,2.18,2.02,2.18,86422400
GVREIT,20260304,6.55,6.55,6.3,6.35,1590200
GYT,20260304,202,202,193,193,1700
HANA,20260304,18.1,18.3,16.4,17.3,56656500
HANN,20260304,0.95,0.98,0.89,0.92,5841100
HARN,20260304,2.04,2.04,1.97,2,296700
HEALTH,20260304,0.37,0.42,0.36,0.42,50600
HENG,20260304,0.85,0.91,0.84,0.85,4872600
HFT,20260304,4.18,4.2,4.06,4.16,557000
HL,20260304,7,7,6.8,6.95,326900
HMPRO,20260304,6.5,6.65,6.15,6.6,147086800
HPF,20260304,5.45,5.45,5.3,5.3,244400
HTC,20260304,15.6,15.6,15,15.2,644100
HTECH,20260304,2.64,2.72,2.52,2.66,1577400
HUMAN,20260304,5.05,5.05,4.7,4.78,3543300
HYDRO,20260304,2.62,2.62,2.38,2.48,110000
I2,20260304,0.71,0.71,0.64,0.67,613000
ICHI,20260304,13.6,13.9,13.3,13.9,25083000
ICN,20260304,1.8,1.82,1.73,1.78,839200
IDG,20260304,1.59,1.59,1.47,1.51,1168200
IFS,20260304,1.9,1.96,1.88,1.9,358000
IHL,20260304,1.5,1.53,1.35,1.5,116600
IIG,20260304,1.11,1.32,1.11,1.24,1047900
III,20260304,3.92,3.92,3.72,3.8,1185600
ILINK,20260304,4.5,4.5,4.36,4.38,2143000
ILM,20260304,13.9,14,13.1,13.6,1058000
IMH,20260304,2.96,2.98,2.84,2.84,95700
IMPACT,20260304,10.9,10.9,10.5,10.8,1317300
IND,20260304,1.12,1.12,1.05,1.11,2388500
INET,20260304,3.6,3.7,3.46,3.64,2333300
INETREIT,20260304,12,12,11,12,15078900
INGRS,20260304,0.28,0.28,0.26,0.28,2794600
INOX,20260304,0.38,0.39,0.36,0.38,1041100
INSET,20260304,2.5,2.52,2.34,2.48,14056000
INSURE,20260304,62,62,61.25,62,1000
IP,20260304,3.7,4,3.68,3.88,973300
IRC,20260304,11.5,11.6,11.3,11.3,72800
IRCP,20260304,0.25,0.27,0.25,0.27,934400
IROYAL,20260304,5.5,5.5,5,5.4,1025800
IRPC,20260304,1.19,1.21,1.12,1.18,143703800
ISSARA,20260304,7.5,7.5,7,7.05,21100
IT,20260304,3.82,3.86,3.74,3.84,132800
ITC,20260304,14.8,15,13.5,15,14888000
ITD,20260304,0.22,0.23,0.21,0.23,10388000
ITEL,20260304,1.19,1.22,1.14,1.18,3172600
ITNS,20260304,1.72,1.72,1.54,1.69,1121100
ITTHI,20260304,1.34,1.34,1.24,1.3,1210200
IVF,20260304,0.75,0.76,0.69,0.74,1388800
IVL,20260304,18.5,19.3,17.5,18.8,53693600
J,20260304,0.6,0.61,0.57,0.61,560700
JAK,20260304,0.77,0.8,0.72,0.8,5400
JAS,20260304,1.1,1.13,1.06,1.09,103097100
JCK,20260304,0.12,0.13,0.09,0.12,23172300
JCT,20260304,83,85,83,85,1400
JDF,20260304,1.99,1.99,1.89,1.92,1069900
JMART,20260304,6.3,6.5,5.8,6.3,19409100
JMT,20260304,8.9,9.05,8.4,8.9,33524600
JPARK,20260304,2.78,2.94,2.78,2.9,4020000
JR,20260304,1.78,1.79,1.75,1.77,121300
JSP,20260304,1.76,1.97,1.76,1.94,116300
JTS,20260304,59,67,57.5,61.75,2909700
JUBILE,20260304,7.15,7.15,7,7.15,20200
K,20260304,1,1.06,1,1.06,101200
KAMART,20260304,8.95,8.95,8.5,8.75,8673700
KASET,20260304,0.61,0.61,0.49,0.53,571600
KBANK,20260304,193,193,185.5,190,53307400
KBS,20260304,5.9,5.95,5.8,5.9,1087500
KBSPIF,20260304,8.2,8.2,7.95,8.1,670100
KC,20260304,0.02,0.03,0.01,0.02,9083400
KCAR,20260304,4.98,4.98,4.8,4.86,153100
KCC,20260304,2.28,2.28,2,2.24,247100
KCE,20260304,17.4,17.5,16,16.5,20366100
KCG,20260304,9.5,9.65,8.95,9.3,4151800
KCM,20260304,0.16,0.16,0.14,0.16,324400
KDH,20260304,88.5,88.5,88.5,88.5,200
KGEN,20260304,1.15,1.18,1.1,1.17,4398400
KGI,20260304,4.3,4.32,4.2,4.22,8396700
KIAT,20260304,0.34,0.35,0.33,0.35,10544500
KISS,20260304,3.24,3.34,3.06,3.18,3413300
KJL,20260304,5.75,5.8,5.45,5.6,322900
KK,20260304,0.95,0.99,0.89,0.98,348800
KKP,20260304,73.5,73.75,70.75,72.5,11800200
KLINIQ,20260304,24.4,25.25,23.8,25.25,848700
KOOL,20260304,0.3,0.3,0.28,0.28,6141800
KPNREIT,20260304,1.91,1.91,1.91,1.91,100
KSL,20260304,1.24,1.26,1.2,1.24,2645200
KTB,20260304,32.25,33.25,31.25,32.75,150787800
KTBSTMR,20260304,5.5,5.55,5.35,5.5,179500
KTC,20260304,29.5,29.75,28,29.5,58185800
KTIS,20260304,1.89,1.9,1.87,1.89,87300
KTMS,20260304,1.97,1.97,1.91,1.95,377900
KUMWEL,20260304,1.07,1.08,1.05,1.07,562500
KUN,20260304,0.7,0.73,0.7,0.73,16300
KWM,20260304,0.89,0.9,0.85,0.87,327600
KYE,20260304,287,287,282,282,12000
L&E,20260304,0.84,0.9,0.83,0.85,978200
LALIN,20260304,4.76,4.76,4.7,4.72,140000
LANNA,20260304,14.8,15.1,14.6,14.7,1967300
LDC,20260304,0.27,0.27,0.21,0.24,2227200
LEE,20260304,2.68,2.68,2.62,2.68,406500
LEO,20260304,1.88,1.89,1.8,1.83,715200
LH,20260304,3.78,3.8,3.64,3.74,120495900
LHFG,20260304,0.97,0.98,0.92,0.96,21433900
LHHOTEL,20260304,13.5,13.5,12.9,13.1,4744300
LHK,20260304,3.36,3.4,3.32,3.36,229200
LHRREIT,20260304,4.24,4.28,4.18,4.22,75400
LHSC,20260304,14,14,13,13.5,3959300
LIT,20260304,0.71,0.71,0.65,0.67,175500
LOXLEY,20260304,1.43,1.48,1.42,1.45,1215900
LPH,20260304,3.7,3.72,3.58,3.72,400600
LPN,20260304,1.56,1.56,1.51,1.53,1612700
LST,20260304,4.74,4.74,4.62,4.7,147900
LTMH,20260304,4.4,4.56,4.38,4.56,121100
LTS,20260304,1.99,2.14,1.84,1.96,2935000
LUXF,20260304,8.55,8.75,8.5,8.6,35200
M,20260304,19.7,19.9,18.5,19,7477100
M-CHAI,20260304,20.3,20.3,18.7,18.9,76400
M-STOR,20260304,7.5,7.5,7.5,7.5,5500
MADAME,20260304,0.55,0.57,0.41,0.57,447300
MAGURO,20260304,21.9,22.6,21.2,22.2,1772000
MAJOR,20260304,7.75,7.85,7.25,7.85,4144600
MALEE,20260304,4.36,4.7,4.2,4.66,7053600
MANRIN,20260304,22.4,22.4,22.4,22.4,100
MASTEC,20260304,1.21,1.21,1.13,1.19,5794100
MASTER,20260304,9.1,9.55,8.75,9.45,4579000
MATCH,20260304,0.9,0.95,0.89,0.95,500
MBAX,20260304,1.78,1.78,1.5,1.66,99600
MBK,20260304,19,19,17.8,18.7,4971400
MC,20260304,10.9,11.1,10.7,11,7737100
MCA,20260304,1.07,1.07,1.02,1.07,332200
MCOT,20260304,6.05,6.1,5.05,5.55,1323000
MCS,20260304,9.3,9.3,8.85,9.15,2313800
MDX,20260304,2.38,2.38,2.2,2.36,888300
MEB,20260304,13.6,13.9,13.4,13.7,607600
MEDEZE,20260304,6.5,6.5,6,6.25,1677000
MEGA,20260304,32.5,34,32.25,33.5,3272700
MENA,20260304,0.71,0.71,0.67,0.69,2546600
METCO,20260304,271,271,254,259,42400
MFC,20260304,23.8,23.9,23.2,23.4,26300
MFEC,20260304,5.7,5.7,5.6,5.65,694500
MGC,20260304,4.34,4.34,4.1,4.14,156500
MGI,20260304,5.65,5.7,5.15,5.4,435500
MGT,20260304,1.63,1.7,1.62,1.7,446000
MICRO,20260304,0.92,0.94,0.84,0.89,861400
MIDA,20260304,0.23,0.25,0.23,0.24,280000
MII,20260304,4.8,4.96,4.8,4.82,38400
MINT,20260304,21.2,22.1,20.1,21.1,109540000
MITSIB,20260304,0.57,0.57,0.52,0.54,396800
MJD,20260304,0.34,0.35,0.3,0.33,869800
MJLF,20260304,5.25,5.3,5,5.2,398200
MK,20260304,0.52,0.52,0.49,0.52,107700
ML,20260304,0.43,0.43,0.38,0.42,548500
MMM,20260304,2.7,2.74,2.58,2.64,1007100
MNIT,20260304,1.88,1.95,1.88,1.88,10700
MNIT2,20260304,4.94,4.94,4.94,4.94,400
MNRF,20260304,2.14,2.14,2.12,2.14,80100
MODERN,20260304,2.04,2.04,2,2.02,31400
MONO,20260304,0.9,0.9,0.79,0.84,23598900
MOONG,20260304,2.14,2.24,2.12,2.16,215700
MORE,20260304,0.03,0.04,0.03,0.03,25315400
MOSHI,20260304,36.25,36.25,33.25,35.5,1968800
MOTHER,20260304,0.99,1.09,0.99,1.09,1737100
MPJ,20260304,3.86,3.86,3.76,3.82,735600
MRDIYT,20260304,8.45,9.2,8.3,9.1,10461900
MSC,20260304,7.2,7.4,7.2,7.3,27700
MST,20260304,6.85,6.85,6.6,6.8,123400
MTC,20260304,30,32.25,29.75,32.25,30994800
MTI,20260304,15.5,15.6,14.7,15.6,260400
MTW,20260304,0.85,0.85,0.78,0.8,542500
MUD,20260304,0.56,0.65,0.56,0.65,11200
NAM,20260304,3.72,3.74,3.56,3.74,123200
NAT,20260304,2.46,2.48,2.3,2.48,37600
NATION,20260304,0.04,0.05,0.03,0.04,667900
NC,20260304,1.98,2,1.95,1.95,38900
NCAP,20260304,2.4,2.58,2.4,2.52,4225600
NCH,20260304,0.45,0.46,0.41,0.41,778600
NCL,20260304,0.22,0.22,0.2,0.22,1618200
NCP,20260304,1,1.04,0.97,1.04,231700
NDR,20260304,1.44,1.45,1.39,1.45,142300
NEO,20260304,19.9,20.4,19.7,20.3,527600
NEP,20260304,0.2,0.2,0.2,0.2,362000
NER,20260304,4.64,4.68,4.46,4.58,38934700
NETBAY,20260304,19.6,19.9,19.1,19.3,2459100
NEX,20260304,1.01,1.02,0.93,0.96,37033100
NKI,20260304,14.1,14.3,14.1,14.3,400
NKT,20260304,4.2,4.2,4.08,4.1,1352100
NL,20260304,0.58,0.62,0.57,0.57,339100
NNCL,20260304,1.52,1.52,1.47,1.48,253500
NOBLE,20260304,2.32,2.32,2.2,2.26,2516800
NOVA,20260304,7.95,8,7.95,8,500
NPK,20260304,15.5,19.5,14.9,19.5,15400
NSL,20260304,22.7,23.2,22.4,23.2,1395000
NTF,20260304,10.2,10.6,9.7,9.8,7631000
NTSC,20260304,6.8,6.9,6.3,6.35,338800
NTV,20260304,23.1,23.1,22.6,23,26000
NUT,20260304,3.98,4,3.7,4,59700
NV,20260304,0.48,0.52,0.48,0.52,403800
NVD,20260304,0.8,0.81,0.74,0.74,10200
NYT,20260304,3.7,3.72,3.46,3.64,14231200
OHTL,20260304,300,300,290,290,700
OKJ,20260304,3.7,3.72,3.5,3.58,2014700
ONEE,20260304,2.74,2.74,2.52,2.6,2894000
ONSENS,20260304,1.04,1.11,1,1.11,2363500
OR,20260304,11.6,12,11.1,11.8,103255200
ORI,20260304,1.81,1.84,1.73,1.76,9740000
ORN,20260304,0.79,0.79,0.76,0.77,2251200
OSP,20260304,15.1,15.4,14.2,15,25883800
PACO,20260304,1.25,1.3,1.17,1.23,1005200
PAF,20260304,0.68,0.68,0.63,0.68,41600
