<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260313,11.98,12,11.98,12,38
BMSCITH-O,20260313,11.57,11.6,11.46,11.46,98
BSET100-O,20260313,10.36,10.36,10.36,10.36,9
CHINA-O,20260313,7.05,7.07,7.05,7.07,134
GLD-O,20260313,6.45,6.45,6.43,6.45,418
TDEX-O,20260313,9.18,9.18,9.1,9.1,548
UBOT-O,20260313,13.5,13.5,13.5,13.5,80
UHERO-O,20260313,7.02,8.49,7.02,8.49,60
1DIV,20260313,12,12.01,11.94,11.98,75500
1I01BSET50,20260313,4.12,4.14,4.12,4.14,4900
2I01BSET50,20260313,3.35,3.42,3.33,3.39,1962800
2X01BSET50,20260313,6.58,6.58,6.4,6.45,250600
ABFTH,20260313,1385,1385,1385,1385,50
BMSCG,20260313,7.79,7.79,7.79,7.79,1000
BMSCITH,20260313,11.57,11.6,11.5,11.53,150100
BSET100,20260313,10.4,10.4,10.26,10.33,30400
CHINA,20260313,7.06,7.12,7.05,7.06,243700
GLD,20260313,6.42,6.46,6.42,6.43,704700
TDEX,20260313,9.14,9.19,9.08,9.11,537900
UBOT,20260313,13.69,13.69,13.69,13.69,200
2S,20260313,2.54,2.54,2.54,2.54,4100
3BBIF,20260313,6.6,6.65,6.55,6.6,4490200
88TH,20260313,5.45,5.55,5.15,5.15,4146500
A5,20260313,1.84,1.84,1.84,1.84,300000
AAI,20260313,3.46,3.46,3.36,3.4,9148300
AAV,20260313,1.09,1.13,1.08,1.13,127880100
ABM,20260313,0.56,0.62,0.54,0.57,221700
ACC,20260313,0.39,0.4,0.39,0.39,1723700
ACE,20260313,1.29,1.29,1.28,1.29,937700
ACG,20260313,0.61,0.62,0.61,0.62,40300
ADB,20260313,0.58,0.61,0.58,0.59,941900
ADD,20260313,4.02,4.06,3.98,4,32100
ADVANC,20260313,366,367,360,363,6525100
ADVICE,20260313,5.6,5.6,5.5,5.6,817600
AE,20260313,0.07,0.08,0.07,0.08,1840100
AEONTS,20260313,91,91.25,89.5,90,661500
AF,20260313,0.35,0.37,0.35,0.37,1700
AFC,20260313,3.04,3.1,3.04,3.06,2900
AGE,20260313,1.19,1.42,1.19,1.37,44920000
AH,20260313,13.3,13.3,13.1,13.3,101100
AHC,20260313,13.5,13.6,12.8,12.8,4000
AI,20260313,2.94,2.96,2.94,2.96,38800
AIE,20260313,1.11,1.18,1.11,1.16,10405500
AIMCG,20260313,1.3,1.3,1.27,1.29,116600
AIMIRT,20260313,11.1,11.1,10.8,10.9,340800
AIRA,20260313,1.13,1.13,1.13,1.13,1000
AIT,20260313,4.82,4.86,4.82,4.84,460200
AJ,20260313,2.04,2.6,1.99,2.46,47339000
