<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL01,20260715,30.75,31.5,30.75,31.5,265981
AAPL03,20260715,3.54,3.56,3.5,3.56,12249
AAPL19,20260715,7,7.35,7,7.1,253
AAPL80,20260715,10.5,10.8,10.4,10.7,525464
ABBV19,20260715,8.3,8.3,8.15,8.2,6842
ABBV80,20260715,8.35,8.4,8.15,8.3,72879
ABNB06,20260715,4.92,4.92,4.86,4.9,18454
ADBE03,20260715,1.64,1.67,1.62,1.67,117641
ADBE06,20260715,1.84,1.88,1.82,1.85,751517
ADVANT19,20260715,6.4,6.55,6.4,6.55,268626
ADVANT23,20260715,4.3,4.4,4.3,4.4,3234010
ADVANT80,20260715,6.35,6.5,6.35,6.45,1232
AFRM03,20260715,3.44,3.56,3.44,3.56,18030
AIA06,20260715,3.2,3.28,3.2,3.28,20216
AIA19,20260715,3.24,3.28,3.2,3.28,9430
AIA23,20260715,2.48,2.52,2.48,2.52,106153
ALAB01,20260715,5.4,5.75,5.3,5.35,1443555
AMAT01,20260715,5.6,5.85,5.5,5.75,929378
AMAT19,20260715,5.1,5.2,4.96,5.2,146038
AMAT23,20260715,8.1,8.45,7.9,8.35,282964
AMD03,20260715,9.25,9.55,9.2,9.3,37531
AMD23,20260715,7.75,7.95,7.65,7.8,770171
AMD80,20260715,3.68,3.84,3.66,3.74,21644416
AMGN06,20260715,3,3.02,2.96,2.98,7412
AMZN01,20260715,24.3,24.6,24.1,24.6,16396
AMZN03,20260715,4.12,4.16,4.12,4.16,2300
AMZN06,20260715,2.06,2.08,2.06,2.08,78030
AMZN19,20260715,2.06,2.06,2.06,2.06,9692
AMZN23,20260715,2.76,2.8,2.74,2.8,28061
AMZN80,20260715,2.06,2.1,2.04,2.08,3529490
ANET23,20260715,3.42,3.48,3.36,3.42,832329
ANET80,20260715,6.15,6.25,6.05,6.25,147763
ANTA13,20260715,1.97,1.97,1.91,1.95,30106
ANTA23,20260715,2.02,2.02,1.98,1.99,101484
APLD03,20260715,3.3,3.36,3.1,3.26,454401
APPL03,20260715,2.44,2.56,2.42,2.52,1016057
ASEMI23,20260715,8.05,8.15,8.05,8.1,50647
ASEMI24,20260715,4.08,4.08,4.02,4.02,430946
ASICS23,20260715,3,3.08,2.98,3.08,7465
ASML01,20260715,49.25,53.5,48.75,52,603480
ASTS01,20260715,3.08,3.2,3.06,3.14,1304760
ASTS03,20260715,2.3,2.42,2.28,2.36,3626330
AVGO23,20260715,3,3.02,2.94,3,145230
AVGO80,20260715,2.62,2.66,2.58,2.64,3108357
AXP06,20260715,2.98,3.04,2.96,3.04,20484
BABA01,20260715,10.9,11.2,10.9,11.2,80738
BABA06,20260715,4.84,4.94,4.84,4.88,38768
BABA13,20260715,1.94,2,1.94,1.98,41895
BABA19,20260715,1.92,1.96,1.92,1.96,266795
BABA23,20260715,3.18,3.28,3.18,3.28,1673355
BABA80,20260715,4.78,4.96,4.78,4.94,17846288
BAC03,20260715,3.98,4.1,3.88,4.08,148194
BDX06,20260715,1.71,1.71,1.67,1.69,62308
BIDU01,20260715,10.5,10.6,10.4,10.6,3391
BIDU06,20260715,4.6,4.62,4.58,4.58,10835
BIDU23,20260715,2.18,2.2,2.16,2.2,120357
BIDU80,20260715,4.6,4.64,4.58,4.64,6463753
BILIBILI01,20260715,2.82,2.88,2.82,2.84,104622
BIREN23,20260715,7.2,7.3,7.05,7.25,138872
BKNG03,20260715,2.44,2.44,2.4,2.44,1084
BKNG80,20260715,2.94,2.96,2.88,2.94,105664
BLK06,20260715,3.42,3.48,3.42,3.48,21513
BOEING80,20260715,7.25,7.35,7.2,7.3,2897
BONDAS19,20260715,6.6,6.6,6.55,6.6,19519
BONDUS01,20260715,9.7,9.8,9.7,9.75,189658
BRKB23,20260715,5.55,5.55,5.5,5.55,10204
BRKB80,20260715,1.67,1.67,1.64,1.66,1909431
BYDCOM01,20260715,0.85,0.86,0.84,0.84,141870
BYDCOM80,20260715,0.37,0.38,0.36,0.36,12600714
CAMBRI80,20260715,6.75,6.75,6.65,6.7,172132
CAT19,20260715,6.4,6.4,6.25,6.35,778
CATL01,20260715,6,6.05,5.95,6,5271169
CATL23,20260715,10.6,10.7,10.5,10.5,270453
CATL80,20260715,26.5,26.75,26.25,26.75,154705
CCJ23,20260715,1.92,1.96,1.92,1.93,86642
CDNS23,20260715,6.3,6.5,6.2,6.25,26469
CEG23,20260715,2.16,2.22,2.14,2.18,303759
CHHONGQ19,20260715,9.75,10.1,9.7,9.95,107958
CHMOBILE19,20260715,3.4,3.4,3.38,3.4,103681
CHMOBILE23,20260715,2.62,2.64,2.62,2.62,66003
CHNXT5023,20260715,8.9,9,8.75,9,350789
CMBANK23,20260715,2.18,2.2,2.18,2.2,16960
CME03,20260715,2.72,2.74,2.72,2.72,5360
CN01,20260715,24.7,24.9,24.7,24.7,12528
CN23,20260715,6.25,6.35,6.25,6.35,11221
CNBIO24,20260715,1.54,1.58,1.54,1.55,615868
CNEV24,20260715,2.08,2.1,2.08,2.08,2200
CNRE80,20260715,1.98,2,1.95,1.99,189017
CNROBOAI23,20260715,2.56,2.58,2.54,2.56,121489
CNSEMI23,20260715,4.56,4.58,4.48,4.52,462856
CNSTAR5023,20260715,10.1,10.3,10,10.3,14789
CNTECH01,20260715,25.75,26,25.75,25.75,38442
COHR23,20260715,5.4,5.45,5.2,5.3,287047
COHR80,20260715,10.7,10.7,10.3,10.6,1443
COIN01,20260715,3.28,3.42,3.28,3.42,456074
COIN23,20260715,2.7,2.7,2.68,2.68,100100
COIN80,20260715,5.35,5.5,5.3,5.45,200573
COSTCO19,20260715,31,31,30.75,31,8964
COSTCO80,20260715,3.1,3.1,3.08,3.08,40277
CRDO23,20260715,8.3,8.5,7.95,8.15,341959
CRM01,20260715,3.02,3.18,3,3.16,79034
CRM06,20260715,2.18,2.26,2.16,2.26,184193
CRM80,20260715,5.45,5.75,5.4,5.6,3534
CRSP03,20260715,3.38,3.46,3.3,3.4,167751
CRWD06,20260715,5,5.75,5,5.65,383705
CRWD80,20260715,25,28.75,24.9,28.5,489036
CRWV03,20260715,2.84,2.88,2.66,2.72,2857891
CSCO06,20260715,5,5,4.9,4.94,49594
CYPC80,20260715,14.2,14.2,14,14.2,1915
DASH03,20260715,3.16,3.2,3.14,3.14,5958
DBO80,20260715,6.75,6.8,6.55,6.8,47549
DBS19,20260715,19,19.2,19,19.1,59414
DDOG19,20260715,8.45,9.2,8.45,9.2,91982
DEAM19,20260715,4.04,4.08,4.04,4.06,330
DELL19,20260715,14.5,15.7,14.5,15.6,1144388
DISCO24,20260715,1.04,1.06,1.04,1.05,1076379
DISCO80,20260715,15.3,15.3,15.2,15.3,2033
DISNEY19,20260715,16.1,16.2,16,16.2,66819
DOLLARG80,20260715,4.14,4.14,4.04,4.06,16435
DUOL06,20260715,2.74,2.74,2.68,2.68,17133
E1VFVN3001,20260715,44,44,43.25,43.5,220546
EOSE03,20260715,0.74,0.77,0.72,0.73,14052138
ESTEE80,20260715,0.91,0.92,0.9,0.91,934928
ETN23,20260715,6.75,7.1,6.75,7.1,84918
EXPE06,20260715,3.56,3.64,3.46,3.64,20659
FABRINET23,20260715,4.06,4.22,4.02,4.18,654609
FANUC23,20260715,2.62,2.66,2.62,2.62,211277
FCX23,20260715,2.54,2.62,2.54,2.58,56570
FERRARI80,20260715,1.23,1.25,1.23,1.25,79962
FPTVN11,20260715,1.78,1.78,1.72,1.75,1963160
FPTVN19,20260715,9,9,8.75,8.8,1030012
FUEVFVND01,20260715,44,44.25,43.5,43.5,52406
FWONK06,20260715,4.18,4.38,4.16,4.38,51503
GAC03,20260715,1.85,1.86,1.84,1.86,1116
GANFENG23,20260715,1.71,1.73,1.69,1.73,138312
GANFENG80,20260715,1.7,1.72,1.7,1.7,852
GASVN11,20260715,3.98,4,3.98,4,11793
GDS23,20260715,1.94,1.95,1.94,1.94,845
GEELY06,20260715,3.14,3.18,3.14,3.16,655
GEELY80,20260715,7.9,7.95,7.9,7.95,4342
GEV23,20260715,3.2,3.32,3.2,3.3,642324
GEV80,20260715,35.5,36.25,35.5,36.25,7032
GIGA23,20260715,9.6,9.6,9.25,9.5,357209
GIGA80,20260715,28.75,29.25,28,29.25,5294
GLW80,20260715,6.45,6.55,6.25,6.4,1008054
GOLD03,20260715,3.12,3.14,3.1,3.14,315782
GOLD19,20260715,12.5,12.5,12.4,12.5,108538
GOLDM01,20260715,3.84,3.88,3.8,3.84,448728
GOLDUS03,20260715,3.12,3.16,3.1,3.1,57437
GOLDUS19,20260715,41.5,42,41.25,41.25,59786
GOLDUS80,20260715,12.5,12.6,12.4,12.5,66214
GOOG06,20260715,3.92,3.98,3.9,3.98,2521
GOOG23,20260715,2.94,3.02,2.92,3,711547
GOOG80,20260715,5.85,6,5.8,6,4337630
GOOGL01,20260715,34.75,35.5,34.5,35.5,242653
GOOGL03,20260715,5.9,6.1,5.9,6.05,48147
GOOGL19,20260715,6,6.1,6,6.05,135
GRAB80,20260715,13,13,12.7,12.9,40317
GSEMI24,20260715,2.56,2.6,2.56,2.58,24147
GSUS06,20260715,5.15,5.55,5.15,5.45,148051
HAIERS19,20260715,8.9,9,8.9,9,239924
HANSOH19,20260715,5.85,5.85,5.7,5.7,13136
HERMES80,20260715,6.25,6.5,6.15,6.45,344910
HIMS03,20260715,5.7,6,5.7,6,506036
HITACHI24,20260715,1.24,1.24,1.22,1.23,2312584
HK01,20260715,21.4,21.6,21.4,21.5,119879
HK13,20260715,5.65,5.7,5.6,5.6,7191
HKCE01,20260715,24,24.2,24,24.2,12162
HKEX23,20260715,2.16,2.18,2.14,2.16,62046
HKTECH13,20260715,4.02,4.06,4.02,4.06,157846
HONDA19,20260715,3.16,3.16,3.12,3.14,78231
HOOD03,20260715,3.72,3.82,3.68,3.82,115148
HOOD06,20260715,3.68,3.86,3.66,3.86,736619
HOOD80,20260715,3.68,3.84,3.66,3.82,459623
HORIZON23,20260715,1.19,1.2,1.17,1.2,60048
HPG19,20260715,2.88,2.9,2.88,2.9,11185
HSHD23,20260715,6.5,6.55,6.45,6.5,325858
HUAHONG23,20260715,10.2,10.4,10,10.2,1107748
HYGON80,20260715,16.3,17.1,16,16.2,2148
IBM06,20260715,3.7,3.7,2.88,2.92,8827681
ICBC06,20260715,2.94,2.94,2.92,2.94,86665
ICBC19,20260715,2.94,2.94,2.92,2.92,171421
IFLYTEK80,20260715,2.06,2.36,2.02,2.34,5128
INDIA01,20260715,13.6,13.8,13.6,13.7,56222
INDIAESG19,20260715,4.14,4.2,4.14,4.16,5572
INTEL01,20260715,3.58,3.86,3.46,3.74,1989646
INTEL03,20260715,7.15,7.75,6.95,7.5,2349817
INTEL19,20260715,3.6,3.86,3.48,3.76,59193
INTEL23,20260715,5.1,5.55,5,5.4,1976002
IONQ03,20260715,2.64,2.72,2.6,2.66,2139076
IONQ23,20260715,2.62,2.72,2.6,2.68,634982
ISRG01,20260715,2.98,2.98,2.82,2.9,1194037
ISRG06,20260715,2.7,2.7,2.56,2.58,551197
ISRG19,20260715,3.4,3.4,3.18,3.24,132447
ISRG80,20260715,13.5,13.5,12.8,12.9,13449
ITOCHU19,20260715,6.65,6.7,6.6,6.7,49323
JAP03,20260715,3.6,3.62,3.58,3.62,3
JAPAN10001,20260715,29.75,30.25,29.75,30.25,2593
JAPAN13,20260715,5.9,5.9,5.8,5.9,5119
JD80,20260715,4.88,4.98,4.88,4.96,329671
JDHEAL19,20260715,3.24,3.24,3.18,3.24,44696
JEPI19,20260715,6.4,6.4,6.3,6.4,1116314
JGRO19,20260715,11,11,10.7,10.8,433
JLMAG80,20260715,7.15,7.25,7.15,7.25,3500
JNJ03,20260715,4.34,4.34,4.22,4.34,123693
JPANIME24,20260715,1.24,1.24,1.24,1.24,35
JPMUS06,20260715,3.66,3.86,3.66,3.84,2430682
JPMUS19,20260715,22,23.1,21.8,23.1,462630
JPROBOAI24,20260715,1.41,1.41,1.4,1.41,1200
JPSEMI24,20260715,1.7,1.7,1.68,1.7,125382
JTEK19,20260715,11.5,11.7,11.5,11.7,1074
KEYENCE23,20260715,2.82,2.82,2.8,2.82,363129
KINGSOFT23,20260715,1.69,1.71,1.69,1.71,9103
KIOXIA23,20260715,9.4,9.55,9.35,9.35,1368022
KLAC01,20260715,5.15,5.4,5.1,5.35,116773
KLAC19,20260715,3.88,4,3.86,4,699
KLAC23,20260715,7.75,8.1,7.6,8,147177
KO80,20260715,2.8,2.84,2.8,2.82,264503
KONAMI24,20260715,1,1,0.99,0.99,10942
KUAISH01,20260715,2.4,2.42,2.38,2.38,13010
KUAISH06,20260715,1.91,1.93,1.88,1.89,31009
KUAISH23,20260715,1.36,1.39,1.36,1.36,479511
KUAISH80,20260715,1.9,1.94,1.9,1.91,3096098
LENOVO13,20260715,5.45,5.45,5.1,5.25,30478
LITE01,20260715,3.66,3.84,3.64,3.78,2662390
LITE23,20260715,5.4,5.6,5.35,5.55,3059870
LITE80,20260715,2.66,2.78,2.66,2.74,1973937
LLY23,20260715,3.96,3.96,3.84,3.9,65094
LLY80,20260715,1.99,2,1.91,1.94,5204336
LOREAL80,20260715,1.45,1.47,1.45,1.45,1332
LPGOLD13,20260715,1.63,1.69,1.63,1.66,88999
LRCX01,20260715,4.8,5.1,4.74,5.05,529481
LRCX19,20260715,4.5,4.64,4.5,4.64,62
LRCX23,20260715,4.42,4.72,4.38,4.64,789653
LRCX80,20260715,11.6,12.1,11.6,11.8,15435
LULU06,20260715,2.02,2.04,1.95,1.99,59216
LVMH01,20260715,11.6,12,11.6,11.7,212175
MA80,20260715,1.77,1.82,1.77,1.8,234533
MAOGEP80,20260715,2.32,2.34,2.3,2.32,201527
MEITUAN19,20260715,1.16,1.2,1.16,1.19,123904
MEITUAN23,20260715,2.18,2.32,2.18,2.32,202432
MEITUAN80,20260715,3.48,3.6,3.48,3.58,1978055
MELI06,20260715,2.5,2.54,2.44,2.52,470284
MELI23,20260715,6.25,6.3,6.25,6.3,20500
META01,20260715,6.4,6.55,6.4,6.5,93973
META06,20260715,2.72,2.78,2.72,2.78,96772
META23,20260715,2.58,2.66,2.58,2.66,49682
META80,20260715,2.72,2.78,2.7,2.78,15020289
MICRON01,20260715,20.2,21.1,19.9,20.5,15487872
MICRON03,20260715,10.8,11.3,10.7,11,569392
MICRON19,20260715,21.6,22.4,21.2,21.8,538071
MICRON23,20260715,6.5,6.75,6.4,6.55,1626812
MICRON80,20260715,32.25,33.75,31.75,32.75,948278
MIDEA80,20260715,3.94,3.98,3.9,3.98,38611
MITSU19,20260715,7.8,7.95,7.8,7.95,20604
MIXUE80,20260715,9.5,9.5,9.35,9.35,649
MNSO80,20260715,10.2,10.5,10.2,10.5,46406
MNST06,20260715,4.7,4.72,4.64,4.68,15972
MONTAGE80,20260715,14.7,15.5,14.7,15.4,103136
MOUTAI80,20260715,5.95,6.15,5.95,6.1,9933
MP23,20260715,5.55,5.75,5.55,5.75,3446
MP80,20260715,16.7,17.1,16.7,17.1,3259
MPWR23,20260715,4.5,4.72,4.5,4.7,62103
MRVL06,20260715,7.5,7.75,7.35,7.6,189535
MRVL23,20260715,6.3,6.5,6.1,6.25,6570826
MRVL80,20260715,7.55,7.75,7.3,7.5,3921886
MS06,20260715,4.98,5.2,4.98,5.2,31297
MSFT01,20260715,3.74,3.84,3.72,3.84,5505355
MSFT03,20260715,2.56,2.6,2.56,2.6,25978
MSFT06,20260715,3.2,3.26,3.16,3.24,159551
MSFT19,20260715,4.26,4.34,4.24,4.32,32969
MSFT23,20260715,2.36,2.42,2.34,2.4,229583
MSFT80,20260715,6.4,6.55,6.35,6.5,3724718
MSN11,20260715,3.5,3.5,3.48,3.5,21030
MSN19,20260715,2.92,2.92,2.9,2.9,9701
MUFG19,20260715,7.55,7.7,7.55,7.7,63902
MUFG23,20260715,3.04,3.06,3.04,3.06,38505
MWG11,20260715,4.04,4.06,3.96,3.96,15710
MWG19,20260715,9.95,10,9.95,10,1501
NAURA23,20260715,4.1,4.2,4.06,4.18,64889
NAURA80,20260715,37,37,36.5,37,129791
NBIS01,20260715,4.26,4.36,3.82,3.92,4585903
NBIS03,20260715,7.2,7.4,6.5,6.65,2897591
NBIS23,20260715,7.25,7.45,6.5,6.7,2534812
NBIS80,20260715,7.25,7.4,6.5,6.65,1403477
NDAQ06,20260715,2.96,3,2.94,2.98,19916
NDX01,20260715,25.75,26,25.75,26,1354747
NEE80,20260715,2.98,3,2.98,3,94598
NEM06,20260715,3.14,3.28,3.14,3.16,433189
NEM23,20260715,1.97,2.04,1.97,1.99,1045899
NET03,20260715,4.46,4.8,4.44,4.8,253316
NETEASE80,20260715,8.75,8.85,8.65,8.75,111914
NFLX06,20260715,2.48,2.5,2.44,2.5,3332937
NFLX80,20260715,2.48,2.5,2.42,2.48,5474947
NIKE80,20260715,0.73,0.74,0.71,0.72,154898
NIKKEI80,20260715,14.5,14.9,14.5,14.7,70114
NINTENDO19,20260715,14.6,14.7,14.5,14.6,4879
NINTENDO23,20260715,1.31,1.31,1.29,1.3,3052
NONGFU80,20260715,1.78,1.79,1.76,1.77,238776
NOVOB80,20260715,1.64,1.66,1.62,1.64,1644709
NOW19,20260715,3.48,3.62,3.42,3.56,3391252
NVDA01,20260715,20.4,21,20,20.8,893106
NVDA03,20260715,4.62,4.76,4.56,4.72,81752
NVDA06,20260715,4.6,4.76,4.56,4.72,386075
NVDA19,20260715,27.75,28.75,27.5,28.5,419525
NVDA23,20260715,3.3,3.42,3.24,3.36,1347738
NVDA80,20260715,34.5,35.75,34.25,35.5,1939085
NVTS03,20260715,4.42,4.58,4.3,4.48,2641441
NVTS23,20260715,4.42,4.58,4.3,4.52,1229912
OIL03,20260715,3.4,3.42,3.34,3.38,1411515
OIL24,20260715,16.9,16.9,16.7,16.9,10033
OKLO23,20260715,3.88,3.94,3.84,3.94,326115
ON23,20260715,6.35,6.45,6,6.25,24334
ONON03,20260715,2.56,2.6,2.54,2.54,4056
ORCL01,20260715,2.7,2.76,2.68,2.72,1636856
ORCL06,20260715,1.73,1.76,1.72,1.76,2511221
ORCL19,20260715,4.32,4.42,4.3,4.38,2929554
ORCL80,20260715,4.32,4.42,4.3,4.36,182120
PANW19,20260715,4.46,4.78,4.46,4.78,186526
PANW80,20260715,11,12.1,11,11.9,152779
PEP80,20260715,0.93,0.94,0.91,0.92,2868541
PETROCN80,20260715,4.08,4.1,4.04,4.1,63776
PFIZER19,20260715,16.5,16.5,16.2,16.4,188441
PINGAN01,20260715,5.25,5.3,5.25,5.3,6940
PINGAN80,20260715,2.32,2.34,2.3,2.34,1889853
PLTR01,20260715,3.8,4.12,3.74,4.08,2150266
PLTR03,20260715,2.8,3.02,2.74,3,79988
PLTR06,20260715,2.8,3.04,2.74,2.98,2367864
PLTR23,20260715,2.2,2.38,2.16,2.36,1524144
PNG80,20260715,4.96,4.96,4.88,4.92,37495
POPMART23,20260715,1.6,1.62,1.6,1.62,1465
POPMART80,20260715,6.65,6.8,6.65,6.75,109298
PYPL06,20260715,3.18,3.7,3.12,3.7,613089
QCOM06,20260715,3.12,3.2,3,3.06,1425051
QQQM19,20260715,19.8,20.1,19.7,20,265353
RBLX06,20260715,1.52,1.53,1.51,1.52,163955
REMX03,20260715,2.58,2.68,2.58,2.68,92179
RGTI03,20260715,2.62,2.74,2.6,2.72,1097054
RKLB01,20260715,2.6,2.74,2.6,2.7,727966
RKLB03,20260715,5.25,5.55,5.2,5.4,881847
RKLB23,20260715,1.32,1.38,1.31,1.34,432342
RKLB80,20260715,2.64,2.76,2.6,2.7,7196175
SANOFI80,20260715,2.9,2.92,2.88,2.88,21754
SANRIO23,20260715,1.78,1.82,1.77,1.82,18352
SANRIO80,20260715,12.3,12.4,12.3,12.4,3
SBUX80,20260715,1.8,1.81,1.77,1.78,142799
SCHDER80,20260715,10.3,10.7,10.3,10.6,4187
SEAGATE23,20260715,6.2,6.35,6.1,6.15,330001
SEMB19,20260715,4.78,4.86,4.78,4.84,11042
SENSE23,20260715,1.43,1.69,1.42,1.44,142877
SGX19,20260715,6.2,6.2,6.15,6.2,9052
SHINCHEM19,20260715,3.14,3.18,3.14,3.18,45016
SHINCHEM80,20260715,15.5,15.8,15.5,15.8,712
SHOP03,20260715,2.8,2.84,2.8,2.84,1821
SHOP06,20260715,2.06,2.12,2.02,2.12,27278
SIA19,20260715,19.7,19.7,19.6,19.7,21276
SIL03,20260715,2.54,2.58,2.52,2.52,146547
SINGTEL80,20260715,11.5,11.5,11.5,11.5,10543
SINOBIO19,20260715,4.58,4.66,4.44,4.5,268438
SMCI03,20260715,1.89,1.9,1.84,1.86,539014
SMFG19,20260715,14.6,14.8,14.5,14.8,28985
SMIC01,20260715,4.72,4.84,4.62,4.78,116503
SMIC03,20260715,3.32,3.32,3.28,3.3,10465
SMIC13,20260715,2.28,2.28,2.28,2.28,110
SMIC23,20260715,3.88,3.9,3.82,3.84,5159090
SNDK03,20260715,14.8,15.2,14.4,14.6,921852
SNDK23,20260715,7.35,7.6,7.2,7.25,17890527
SNDK80,20260715,5.9,6.1,5.75,5.85,9233461
SNOW06,20260715,4.28,4.66,4.22,4.6,378283
SNOW23,20260715,3.9,4.26,3.9,4.22,486605
SOFI23,20260715,6.1,6.4,6.1,6.35,351817
SOFTBANK23,20260715,2.5,2.54,2.48,2.52,422545
SOFTBANK80,20260715,13.3,13.4,13,13.3,105993
SONY80,20260715,3.42,3.48,3.42,3.48,84059
SP50001,20260715,25.75,25.75,25.25,25.75,34846
SP500US19,20260715,14.8,15,14.8,14.9,15828
SP500US80,20260715,2.96,2.98,2.94,2.96,138806
SPACEX01,20260715,3.12,3.2,3.06,3.08,7222719
SPACEX03,20260715,1.56,1.6,1.53,1.54,1701609
SPACEX06,20260715,3.12,3.2,3.06,3.1,257363
SPACEX23,20260715,3.92,4,3.82,3.88,1211617
SPACEX80,20260715,4.68,4.8,4.58,4.64,10305719
SPBOND80,20260715,8.45,8.5,8.4,8.5,94875
SPCOM80,20260715,3.7,3.78,3.68,3.78,776
SPENGY80,20260715,3.8,3.82,3.76,3.82,185224
SPFIN80,20260715,18.7,19,18.7,19,24984
SPHLTH80,20260715,5.4,5.4,5.25,5.4,56951
SPOT06,20260715,2,2.02,1.99,2.02,392
SPTECH80,20260715,12.3,12.5,12.2,12.5,55061
STAR5001,20260715,59,59.25,58,59.25,80863
STEG19,20260715,27.5,28,27.5,28,2843
SUNNY19,20260715,2.4,2.44,2.36,2.44,761794
SUNNY80,20260715,2.38,2.38,2.34,2.38,113384
SUSHI23,20260715,3.22,3.3,3.2,3.22,92727
SYM23,20260715,7.25,7.5,7.25,7.45,12493
SYNP03,20260715,2.86,2.9,2.82,2.88,50222
SYNP23,20260715,5.75,5.85,5.7,5.8,5904
TAIWAN19,20260715,44.25,44.75,44,44.75,28663
TAIWANAI13,20260715,19.6,19.8,19.5,19.8,15436
TAIWANHD13,20260715,34,34.5,33.75,34.5,4018
TEL23,20260715,5.5,5.7,5.5,5.6,246606
TEL80,20260715,14.9,15.4,14.9,15.4,155289
TENCENT01,20260715,4.54,4.64,4.54,4.64,421557
TENCENT06,20260715,2.02,2.04,1.99,1.99,39340
TENCENT13,20260715,4.06,4.12,4.04,4.1,403
TENCENT19,20260715,10.1,10.2,10,10.2,14977
TENCENT23,20260715,2.24,2.28,2.22,2.26,1212240
TENCENT80,20260715,20,20.4,20,20.4,1328727
TER01,20260715,4.24,4.42,4.18,4.34,174758
TER23,20260715,5.95,6.2,5.85,6.1,418043
TER80,20260715,11.8,12.5,11.8,12.2,131206
THAIBEV19,20260715,11.3,11.5,11.2,11.5,33974
TME23,20260715,0.93,0.93,0.93,0.93,32062
TOYOTA80,20260715,5.9,5.95,5.85,5.9,38240
TRIPCOM23,20260715,1.43,1.45,1.42,1.45,143414
TRIPCOM80,20260715,1.42,1.45,1.42,1.44,2291971
TRVUS06,20260715,4.54,4.56,4.5,4.5,3646
TSEMI23,20260715,9.15,9.25,8.4,8.85,367588
TSLA01,20260715,39.25,39.5,39,39.25,95351
TSLA03,20260715,4.46,4.46,4.42,4.46,10232
TSLA23,20260715,2.56,2.58,2.56,2.56,28566
TSLA80,20260715,2.66,2.68,2.64,2.66,7932230
UBER06,20260715,2.48,2.48,2.4,2.42,169961
UBTECH23,20260715,1.46,1.49,1.46,1.47,4873579
UNH19,20260715,7.2,7.25,7.05,7.1,78590
UNIQLO80,20260715,16.6,16.6,16.3,16.5,67733
UOB19,20260715,11.6,11.8,11.6,11.8,46330
USTR24,20260715,1.19,1.19,1.18,1.18,24052
V3011,20260715,8.4,8.45,8.4,8.45,9957
VCB11,20260715,3.02,3.04,3.02,3.02,961813
VCB19,20260715,7.65,7.65,7.55,7.65,15394
VDIAMOND11,20260715,8.2,8.2,8.05,8.1,21621
VENTURE19,20260715,4.32,4.36,4.28,4.34,10363
VGT80,20260715,10,10.2,9.9,10.1,5572
VHM19,20260715,17.9,17.9,17.5,17.8,38028
VICR80,20260715,8.55,9.3,8.5,9.3,21135
VISA06,20260715,1.49,1.51,1.48,1.5,30702
VISA80,20260715,1.48,1.51,1.48,1.48,608720
VNFIN24,20260715,1.85,1.85,1.82,1.84,844
VNM19,20260715,7.2,7.25,7.15,7.25,102265
VRT01,20260715,4.02,4.08,3.88,3.98,828999
VRT23,20260715,3.06,3.12,2.96,3.04,1294162
VRT80,20260715,10.6,10.7,10,10.3,21742
VT03,20260715,3.5,3.54,3.5,3.54,105156
WMT06,20260715,3.84,3.88,3.8,3.84,94335
WMT80,20260715,3.88,3.88,3.82,3.82,14086
WORLD03,20260715,4.3,4.32,4.3,4.3,33586
WORLDA01,20260715,5.2,5.3,5.2,5.3,149663
WUXI06,20260715,4.28,4.32,4.18,4.24,217218
WUXI13,20260715,2.5,2.62,2.5,2.6,2215
WUXIAT80,20260715,7.05,7.2,7,7.1,1053577
XIAOMI01,20260715,2.52,2.54,2.5,2.52,183847
XIAOMI13,20260715,2.4,2.4,2.3,2.38,5931
XIAOMI19,20260715,5.5,5.6,5.5,5.6,17715
XIAOMI23,20260715,1.33,1.36,1.32,1.34,157537
XIAOMI80,20260715,11,11.2,11,11.2,1453981
XPENG03,20260715,2.28,2.28,2.26,2.26,545277
ZAI23,20260715,19,19,17.7,18.1,742773
ZIJIN13,20260715,2.26,2.26,2.22,2.26,6452
