<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL01,20260625,29,29.5,28.5,29,12570
AAPL03,20260625,3.3,3.32,3.24,3.26,43755
AAPL19,20260625,6.55,6.55,6.5,6.5,1210
AAPL80,20260625,9.85,10.1,9.7,9.75,868577
ABBV19,20260625,7.85,7.95,7.75,7.8,64006
ABBV80,20260625,7.8,7.9,7.8,7.8,47276
ABNB06,20260625,4.66,4.92,4.66,4.84,33348
ADBE03,20260625,1.46,1.49,1.44,1.44,115781
ADBE06,20260625,1.64,1.69,1.62,1.63,696380
ADVANT19,20260625,7.2,7.45,7.2,7.4,844889
ADVANT23,20260625,4.8,5,4.8,4.94,2111691
AFRM03,20260625,3.02,3.36,3.02,3.18,600525
AIA06,20260625,3.12,3.12,3.04,3.12,114247
AIA19,20260625,3.1,3.1,3.08,3.08,2264
AIA23,20260625,2.4,2.4,2.36,2.36,109985
ALAB01,20260625,5.9,6.15,5.65,6.1,2916599
AMAT01,20260625,5.5,5.9,5.3,5.8,327292
AMAT23,20260625,8,8.45,7.65,8.45,59783
AMD03,20260625,8.85,9,8.5,9,51044
AMD23,20260625,7.25,7.5,7.05,7.5,190373
AMD80,20260625,3.54,3.6,3.38,3.6,14881941
AMGN06,20260625,2.88,2.94,2.88,2.9,22538
AMZN01,20260625,23,23.8,22.9,23,45528
AMZN03,20260625,3.92,4.04,3.92,4.02,2600
AMZN06,20260625,1.96,2.04,1.94,1.96,153718
AMZN23,20260625,2.62,2.7,2.6,2.6,145639
AMZN80,20260625,1.95,2.02,1.94,1.94,6957639
ANET23,20260625,3.02,3.1,3,3.1,52357
ANET80,20260625,5.45,5.6,5.4,5.6,259513
ANTA13,20260625,1.81,1.81,1.8,1.8,53
ANTA23,20260625,1.82,1.85,1.82,1.85,160099
APLD03,20260625,5.15,5.15,4.54,4.8,802173
APPL03,20260625,2.62,2.62,2.58,2.6,181410
ASEMI23,20260625,9.1,9.3,9.05,9.3,55672
ASEMI24,20260625,4.52,4.7,4.52,4.66,1222692
ASICS23,20260625,2.7,2.78,2.7,2.78,5693
ASML01,20260625,50,51.75,48.5,51,511390
ASTS01,20260625,3.3,3.3,3,3.1,422491
ASTS03,20260625,2.48,2.5,2.24,2.3,4745622
AVGO23,20260625,2.96,3,2.86,2.94,518480
AVGO80,20260625,2.58,2.64,2.52,2.62,4047691
AXP06,20260625,2.82,2.88,2.82,2.86,48164
BABA01,20260625,9.3,9.3,9.1,9.15,204574
BABA06,20260625,4.1,4.1,4,4.1,109851
BABA13,20260625,1.7,1.71,1.64,1.71,250148
BABA23,20260625,2.72,2.74,2.66,2.7,262631
BABA80,20260625,4.1,4.1,4,4.04,37274385
BAC03,20260625,3.88,3.9,3.86,3.9,217632
BDX06,20260625,1.6,1.66,1.59,1.63,470807
BIDU01,20260625,10.1,10.2,9.95,10.2,61903
BIDU06,20260625,4.44,4.48,4.38,4.48,9234
BIDU23,20260625,2.12,2.16,2.1,2.16,87327
BIDU80,20260625,4.42,4.44,4.36,4.42,7395525
BILIBILI01,20260625,2.56,2.66,2.56,2.66,244544
BIREN23,20260625,10.5,12.1,10.5,11.8,730677
BKNG03,20260625,2.36,2.56,2.36,2.52,3034
BKNG80,20260625,2.84,3.1,2.84,3,682939
BLK06,20260625,3.4,3.42,3.26,3.32,170950
BOEING80,20260625,7.35,7.5,7.3,7.3,101761
BONDAS19,20260625,6.5,6.55,6.5,6.55,8257
BONDUS01,20260625,9.6,9.7,9.6,9.7,547060
BRKB23,20260625,5.5,5.6,5.5,5.55,2867
BRKB80,20260625,1.64,1.67,1.64,1.65,5052753
BYDCOM01,20260625,0.75,0.75,0.73,0.74,105137
BYDCOM80,20260625,0.33,0.34,0.32,0.32,4809549
CAMBRI80,20260625,7.1,7.65,7.1,7.45,1276346
CATL01,20260625,6.85,7,6.85,6.9,2806920
CATL23,20260625,12.1,12.3,12,12.1,149315
CATL80,20260625,30.5,30.5,30.25,30.5,209966
CCJ23,20260625,2.28,2.3,2.2,2.26,161982
CEG23,20260625,2.28,2.3,2.22,2.26,876037
CHHONGQ19,20260625,8.9,8.9,8.7,8.8,227812
CHMOBILE19,20260625,3.32,3.34,3.28,3.34,255579
CHMOBILE23,20260625,2.56,2.58,2.54,2.56,86659
CHNXT5023,20260625,9.8,10.1,9.8,10,66086
