<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260202,11.19,11.2,11.17,11.17,124
2I01BSET50-O,20260202,4.15,4.19,4.15,4.19,2
2X01BSET50-O,20260202,5.59,5.59,5.59,5.59,5
BMSCITH-O,20260202,10.4,10.4,10.4,10.4,24
BSET100-O,20260202,9.41,9.41,9.41,9.41,2
CHINA-O,20260202,6.89,6.89,6.89,6.89,14
GLD-O,20260202,6.18,6.18,5.82,5.96,4821
TDEX-O,20260202,8.47,8.47,8.39,8.41,1450
UBOT-O,20260202,12.8,14.19,12.8,14.19,37
UHERO-O,20260202,9.29,9.29,9.1,9.1,79
1DIV,20260202,11.3,11.3,11.11,11.17,114400
2I01BSET50,20260202,4.16,4.19,4.13,4.13,4920700
2X01BSET50,20260202,5.57,5.59,5.51,5.56,513400
ABFTH,20260202,1378,1381,1378,1381,150
BMSCG,20260202,7.4,7.4,7.33,7.33,3400
BMSCITH,20260202,10.37,10.42,10.35,10.41,32500
BSET100,20260202,9.48,9.5,9.2,9.41,8200
CHINA,20260202,6.89,6.9,6.8,6.81,107100
GLD,20260202,6.15,6.15,5.79,6,21788700
TDEX,20260202,8.47,8.47,8.36,8.39,836000
UBOT,20260202,14.19,14.19,14.19,14.19,100
UHERO,20260202,9.1,9.1,9.1,9.1,400
2S,20260202,2.46,2.48,2.46,2.48,58200
3BBIF,20260202,6.4,6.45,6.35,6.4,4504200
88TH,20260202,4.5,4.5,4.34,4.4,646600
A5,20260202,1.84,1.84,1.79,1.84,13200
AAI,20260202,4.22,4.26,4.18,4.22,1702000
AAV,20260202,1.14,1.16,1.13,1.15,60705700
ABM,20260202,0.6,0.63,0.6,0.63,3200
ACC,20260202,0.4,0.41,0.39,0.39,867400
ACE,20260202,1.29,1.3,1.29,1.3,579700
ACG,20260202,0.57,0.57,0.57,0.57,11400
ADB,20260202,0.54,0.55,0.54,0.54,93500
ADD,20260202,4.12,4.12,4.08,4.08,1500
ADVANC,20260202,353,359,352,359,7545300
ADVICE,20260202,5.9,5.9,5.7,5.85,1804600
AE,20260202,0.08,0.09,0.08,0.08,1874400
AEONTS,20260202,96,96.25,95,95,642000
AF,20260202,0.32,0.34,0.32,0.32,36300
AFC,20260202,3.22,3.36,3.22,3.36,1700
AGE,20260202,1.26,1.26,1.23,1.23,516000
AH,20260202,12.9,13,12.8,12.8,76400
AI,20260202,3,3,2.98,2.98,66200
AIE,20260202,1.02,1.03,1.01,1.01,172500
AIMCG,20260202,1.67,1.67,1.66,1.67,15900
AIMIRT,20260202,10.9,11,10.8,11,753800
AIRA,20260202,0.97,0.97,0.97,0.97,400
AIT,20260202,4.98,5,4.96,4.96,200700
AJ,20260202,1.8,1.82,1.73,1.75,893500
AJA,20260202,0.15,0.16,0.14,0.15,2508200
AKP,20260202,0.67,0.67,0.66,0.67,31200
AKR,20260202,0.84,0.84,0.82,0.83,909400
AKS,20260202,0.02,0.03,0.02,0.03,1286400
ALLA,20260202,1.17,1.17,1.15,1.17,278100
ALLY,20260202,4.38,4.4,4.36,4.38,206500
ALPHAX,20260202,0.49,0.51,0.48,0.49,9228300
ALT,20260202,1.11,1.11,1.09,1.09,630500
ALUCON,20260202,199.5,199.5,199.5,199.5,200
AMA,20260202,4.08,4.08,4.06,4.08,120300
AMANAH,20260202,0.73,0.74,0.72,0.74,243200
AMARC,20260202,2.64,2.64,2.6,2.62,1057100
AMARIN,20260202,2.08,2.24,2.08,2.24,17500
AMATA,20260202,15.5,15.6,15.2,15.4,8865800
AMATAR,20260202,6.65,6.7,6.65,6.7,1300
AMATAV,20260202,1.81,1.81,1.8,1.8,16600
AMC,20260202,2.08,2.1,2.08,2.08,49600
AMR,20260202,0.4,0.4,0.38,0.38,57100
ANAN,20260202,0.41,0.42,0.4,0.4,2642900
ANI,20260202,2.74,2.74,2.7,2.72,60900
AOT,20260202,50,51,49.75,51,26456100
AP,20260202,9,9.05,8.7,8.85,9766200
APCO,20260202,2.84,2.84,2.8,2.84,5100
APCS,20260202,1.35,1.35,1.35,1.35,600
APO,20260202,1.85,1.85,1.83,1.83,300600
APP,20260202,2.52,2.56,2.4,2.52,506500
APURE,20260202,2.18,2.18,2.14,2.18,5200
AQUA,20260202,0.15,0.16,0.14,0.15,550100
ARIN,20260202,0.56,0.57,0.55,0.56,572300
ARIP,20260202,0.42,0.44,0.42,0.43,474900
ARROW,20260202,5,5,4.98,4.98,36000
AS,20260202,2.74,2.8,2.72,2.76,854100
ASAP,20260202,1.18,1.2,1.14,1.15,12700
ASEFA,20260202,3.58,3.58,3.48,3.48,61900
ASIA,20260202,6.05,6.05,6.05,6.05,100
ASIAN,20260202,7.4,7.45,7.3,7.4,505500
ASIMAR,20260202,1.51,1.51,1.5,1.5,76900
ASK,20260202,7.7,7.7,7.45,7.45,369200
ASN,20260202,0.77,0.77,0.76,0.77,7000
ASP,20260202,2.12,2.12,2.06,2.1,308900
ASW,20260202,6.05,6.05,5.95,5.95,126600
ATLAS,20260202,1.7,1.72,1.67,1.68,3537500
ATP30,20260202,0.86,0.88,0.86,0.87,374100
AU,20260202,4.94,4.98,4.9,4.94,426500
AUCT,20260202,5.2,5.3,5.15,5.2,65800
AURA,20260202,13,13,12.1,13,2433700
AWC,20260202,2.16,2.22,2.16,2.2,48920300
AXTRART,20260202,12.7,12.7,12.6,12.7,1371700
AYUD,20260202,36.5,36.75,36.25,36.75,5100
B,20260202,0.03,0.04,0.03,0.04,717400
B-WORK,20260202,5.05,5.15,5.05,5.15,9000
B52,20260202,0.32,0.32,0.32,0.32,1000
BA,20260202,15.3,15.7,15.2,15.4,5729800
BAFS,20260202,8.65,8.7,8.65,8.65,71100
BAM,20260202,7.9,7.9,7.75,7.85,5918100
BANPU,20260202,5.4,5.45,5.3,5.35,40044100
BAREIT,20260202,10.5,10.6,10.4,10.6,747800
BAY,20260202,25.5,25.5,25.25,25.25,406700
BBGI,20260202,3.02,3.02,2.98,2.98,284400
BBIK,20260202,14.9,15.1,14.4,14.6,461900
BBL,20260202,157,157.5,156,156.5,8237000
