<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
AAPL01,20260514,28.25,28.5,28.25,28.5,281219
AAPL03,20260514,3.2,3.24,3.2,3.24,24752
AAPL19,20260514,6.35,6.5,6.35,6.45,61369
AAPL80,20260514,9.55,9.75,9.5,9.65,880669
ABBV19,20260514,6.65,6.8,6.65,6.65,74743
ABNB06,20260514,4.4,4.42,4.28,4.32,2591
ADBE03,20260514,1.73,1.73,1.68,1.7,81227
ADBE06,20260514,1.95,1.95,1.89,1.91,638039
ADVANT19,20260514,6,6,5.85,5.85,344666
ADVANT23,20260514,4.06,4.06,3.94,3.96,512215
AFRM03,20260514,2.6,2.62,2.42,2.58,149720
AIA06,20260514,3.6,3.62,3.6,3.6,14947
AIA23,20260514,2.78,2.8,2.74,2.74,6440
AMD03,20260514,7.45,7.45,7.15,7.15,56083
AMD23,20260514,6.2,6.2,5.85,5.95,9821594
AMD80,20260514,2.98,2.98,2.82,2.84,27989832
AMGN06,20260514,2.7,2.76,2.7,2.72,4068
AMZN01,20260514,25.5,26,25.25,25.5,29496
AMZN03,20260514,4.32,4.4,4.3,4.4,11864
AMZN06,20260514,2.16,2.2,2.14,2.16,166121
AMZN23,20260514,2.88,2.92,2.86,2.92,210620
AMZN80,20260514,2.16,2.2,2.14,2.18,2988255
ANET23,20260514,2.62,2.64,2.52,2.56,2184587
ANTA13,20260514,1.97,1.98,1.97,1.97,7019
ANTA23,20260514,2.02,2.04,2,2,498297
APLD03,20260514,4.84,5,4.7,4.86,462115
APPL03,20260514,2.64,2.64,2.44,2.46,1524411
ASEMI24,20260514,3.54,3.6,3.52,3.6,695992
ASICS23,20260514,2.74,2.82,2.72,2.78,36967
ASML01,20260514,41.5,42.75,41,42,237232
ASTS03,20260514,2.42,2.5,2.34,2.44,3992781
AVGO23,20260514,3.1,3.1,2.98,3.06,319908
AVGO80,20260514,2.74,2.74,2.62,2.68,7998379
AXP06,20260514,2.52,2.52,2.48,2.5,30087
BABA01,20260514,13.1,13.2,13,13.1,425712
BABA06,20260514,5.75,5.8,5.7,5.7,9548
BABA13,20260514,2.36,2.42,2.36,2.36,78337
BABA23,20260514,3.84,3.86,3.78,3.84,310234
BABA80,20260514,5.8,5.85,5.65,5.7,15664267
BAC03,20260514,3.28,3.3,3.24,3.26,207604
BDX06,20260514,1.6,1.6,1.54,1.57,198442
BIDU01,20260514,13.2,13.4,13,13.1,78390
BIDU06,20260514,5.8,5.9,5.8,5.9,94
BIDU23,20260514,2.8,2.82,2.76,2.82,169670
BIDU80,20260514,5.9,5.9,5.75,5.85,6716204
BILIBILI01,20260514,3.36,3.36,3.28,3.3,3541167
BIREN23,20260514,8.95,8.95,8.45,8.6,568267
BKNG03,20260514,2.16,2.16,2.1,2.1,7524
BKNG80,20260514,2.62,2.62,2.52,2.54,306949
BLK06,20260514,3.52,3.58,3.5,3.58,89867
BONDAS19,20260514,6.4,6.45,6.4,6.45,102
BRKB80,20260514,1.57,1.58,1.56,1.58,1571790
BYDCOM01,20260514,0.93,0.93,0.92,0.93,44474
BYDCOM80,20260514,0.41,0.41,0.4,0.4,14269046
CAMBRI80,20260514,6.05,6.15,5.75,6.05,2231355
CATL01,20260514,6.4,6.5,6.35,6.45,5306790
CATL23,20260514,11.3,11.5,11.2,11.2,177897
CATL80,20260514,28,28.75,28,28.5,128399
CCJ23,20260514,2.36,2.36,2.26,2.34,380472
CEG23,20260514,2.4,2.4,2.18,2.24,1517281
CHHONGQ19,20260514,13.9,13.9,13.7,13.9,42286
CHMOBILE19,20260514,3.6,3.6,3.58,3.58,329073
CHMOBILE23,20260514,2.78,2.78,2.78,2.78,3
CHNXT5023,20260514,8.95,8.95,8.75,8.9,64687
CMBANK23,20260514,2.18,2.18,2.18,2.18,12236
CME03,20260514,3.08,3.24,3.08,3.22,88430
CN01,20260514,24.6,24.6,24.3,24.5,36821
CN23,20260514,6.15,6.25,6.15,6.25,5030
CNBIO24,20260514,1.44,1.44,1.43,1.43,172264
CNEV24,20260514,2.5,2.54,2.5,2.52,296
CNROBOAI23,20260514,2.84,2.84,2.76,2.76,204398
CNSEMI23,20260514,3.54,3.6,3.5,3.56,247462
CNSTAR5023,20260514,8.9,8.9,8.7,8.7,1336
CNTECH01,20260514,27,27,26.75,26.75,324294
COSTCO19,20260514,33,33.75,33,33.25,52593
CRM01,20260514,3.08,3.08,2.98,3.02,171858
CRM06,20260514,2.22,2.22,2.14,2.16,126942
CRM80,20260514,5.55,5.55,5.35,5.4,68193
CRSP03,20260514,3.42,3.46,3.42,3.42,392
CRWD06,20260514,3.54,3.66,3.5,3.64,468061
CRWD80,20260514,17.6,18.4,17.4,18.2,685576
CRWV03,20260514,3.64,3.68,3.46,3.56,2414738
CSCO06,20260514,4.06,5,4.04,4.84,1978648
CYPC80,20260514,12.9,13,12.8,13,1221
DASH03,20260514,2.54,2.54,2.42,2.42,26826
DBS19,20260514,15.4,15.5,15.2,15.3,111387
DDOG19,20260514,6.45,6.85,6.4,6.85,545626
DELL19,20260514,7.9,8.1,7.7,8.1,1438329
DISNEY19,20260514,17.1,17.1,16.9,17,13072
DUOL06,20260514,2.12,2.12,2.04,2.1,204020
E1VFVN3001,20260514,44,44.75,44,44.75,213777
EOSE03,20260514,1.64,1.69,1.24,1.27,64823245
ESTEE80,20260514,0.91,0.91,0.88,0.89,380550
EXPE06,20260514,2.88,2.88,2.78,2.78,5236
FANUC23,20260514,3.16,3.16,2.94,3.06,613569
FCX23,20260514,2.68,2.78,2.68,2.72,1568155
FERRARI80,20260514,1.05,1.09,1.04,1.08,74473
FPTVN11,20260514,1.84,1.85,1.8,1.83,146892
FPTVN19,20260514,9.25,9.35,9.1,9.2,585007
FUEVFVND01,20260514,45,45.25,44.75,45,179134
GAC03,20260514,2.26,2.26,2.26,2.26,501
GANFENG23,20260514,3.18,3.3,3.14,3.2,282647
GASVN11,20260514,4.14,4.18,4.1,4.14,76316
GDS23,20260514,2.66,2.7,2.6,2.62,822876
GEELY06,20260514,3.5,3.52,3.48,3.52,2704
GEELY80,20260514,8.75,8.85,8.7,8.75,44711
GEV23,20260514,3.22,3.22,3.08,3.12,1574007
GIGA23,20260514,7.55,7.55,7.2,7.35,716049
GOLD03,20260514,3.5,3.52,3.48,3.5,55987
GOLD19,20260514,13.9,14,13.9,13.9,148275
GOLDUS03,20260514,3.5,3.52,3.48,3.5,87745
GOLDUS19,20260514,46.5,46.75,46.25,46.75,43878
GOOG23,20260514,3.12,3.26,3.1,3.24,153983
GOOG80,20260514,6.25,6.5,6.2,6.5,6097110
GOOGL01,20260514,37.25,38.75,37,38.5,114897
GOOGL03,20260514,6.3,6.6,6.3,6.55,535560
GRAB80,20260514,11.9,12,11.6,11.8,43570
GSUS06,20260514,4.36,4.44,4.34,4.44,262774
HAIERS19,20260514,8.7,8.75,8.65,8.75,22107
HANSOH19,20260514,5.95,5.95,5.85,5.9,23290
HERMES80,20260514,6,6.1,5.95,6.1,144456
HIMS03,20260514,4.04,4.04,3.8,3.88,787036
HK01,20260514,22,22.2,22,22.1,14656
HK13,20260514,5.55,5.6,5.55,5.55,904
HKCE01,20260514,25.25,25.5,25,25.5,1275
HKEX23,20260514,2.26,2.26,2.24,2.26,13714
HKTECH13,20260514,4.2,4.24,4.18,4.2,397088
HONDA19,20260514,2.62,2.8,2.62,2.7,214935
HOOD03,20260514,2.52,2.52,2.46,2.48,325
HOOD06,20260514,2.54,2.54,2.46,2.48,215560
HOOD80,20260514,2.54,2.54,2.46,2.48,422103
HORIZON23,20260514,1.7,1.7,1.61,1.62,719050
HPG19,20260514,3.38,3.38,3.38,3.38,1594
