<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260422,12.37,12.4,12.37,12.4,28
BSET100-O,20260422,10.92,10.92,10.86,10.86,50
GLD-O,20260422,6.06,6.1,6.06,6.07,261
TDEX-O,20260422,9.53,9.59,9.53,9.56,408
1DIV,20260422,12.11,12.31,12.11,12.25,12900
1I01BSET50,20260422,3.92,3.92,3.9,3.91,27700
2I01BSET50,20260422,3.04,3.04,3,3.03,267900
2X01BSET50,20260422,7.02,7.08,7.02,7.06,30000
BMSCG,20260422,8.07,8.07,8.07,8.07,200
BMSCITH,20260422,12.19,12.25,12.18,12.18,51800
BSET100,20260422,10.76,10.89,10.76,10.79,14600
CHINA,20260422,7.28,7.32,7.27,7.3,155700
GLD,20260422,6.06,6.07,6.05,6.06,481700
TDEX,20260422,9.53,9.6,9.53,9.55,1576400
UHERO,20260422,8.6,8.6,8.39,8.39,1200
2S,20260422,2.68,2.7,2.66,2.7,135600
3BBIF,20260422,6.7,6.75,6.65,6.7,6146300
88TH,20260422,4.82,4.86,4.76,4.76,625300
A5,20260422,1.85,1.85,1.85,1.85,2700
AAI,20260422,3.4,3.4,3.34,3.38,5718200
AAV,20260422,1.11,1.12,1.11,1.11,21542700
ABM,20260422,0.51,0.51,0.5,0.51,37500
ACC,20260422,0.38,0.39,0.37,0.38,1159100
ACE,20260422,1.28,1.28,1.27,1.28,1091100
ACG,20260422,0.69,0.71,0.69,0.71,19900
ADB,20260422,0.62,0.63,0.61,0.62,690600
ADD,20260422,3.16,3.22,3.16,3.2,43200
ADVANC,20260422,349,353,349,349,5047900
ADVICE,20260422,5.45,5.45,5.35,5.4,1909200
AE,20260422,0.07,0.08,0.07,0.07,1282500
AEONTS,20260422,92.75,93.75,92.5,93.75,533700
AF,20260422,0.34,0.37,0.34,0.36,42300
AFC,20260422,3,3.06,3,3.02,13500
AGE,20260422,1.18,1.21,1.17,1.21,3583400
AH,20260422,13.2,13.2,13,13,36700
AHC,20260422,13.8,13.9,13.8,13.9,2200
AI,20260422,2.9,2.92,2.88,2.88,176100
AIE,20260422,1.15,1.15,1.13,1.13,586800
AIMCG,20260422,1.36,1.36,1.33,1.35,284500
AIMIRT,20260422,11.2,11.5,11.2,11.3,459900
AIRA,20260422,1.07,1.07,1.07,1.07,100
AIT,20260422,4.64,4.7,4.64,4.68,1636700
AJ,20260422,2.58,2.66,2.52,2.54,9881400
AJA,20260422,0.16,0.17,0.15,0.16,908000
AKP,20260422,0.72,0.72,0.71,0.71,205100
AKR,20260422,0.94,0.95,0.93,0.93,306100
ALLA,20260422,1.25,1.26,1.24,1.25,371200
ALLY,20260422,4.46,4.54,4.46,4.52,605500
ALPHAX,20260422,0.36,0.37,0.35,0.36,2754200
ALT,20260422,1.26,1.3,1.24,1.28,1151300
ALUCON,20260422,236,238,236,238,1100
AMA,20260422,3.88,3.9,3.86,3.9,45800
AMANAH,20260422,0.65,0.69,0.64,0.66,1206000
AMARC,20260422,3.9,4,3.78,3.96,2721300
AMARIN,20260422,2.98,2.98,2.98,2.98,200
AMATA,20260422,21.1,21.1,20.7,20.8,10024600
AMATAR,20260422,6.75,6.75,6.7,6.75,28800
AMATAV,20260422,1.96,1.96,1.93,1.95,23000
AMC,20260422,2.34,2.34,2.3,2.34,15300
AMR,20260422,0.32,0.32,0.31,0.31,154000
ANAN,20260422,0.37,0.38,0.37,0.37,258700
ANI,20260422,2.66,2.66,2.56,2.66,21200
AOT,20260422,54.25,55.5,54.25,54.75,12785000
AP,20260422,8.9,8.9,8.6,8.65,15068800
APCO,20260422,2.72,2.72,2.68,2.72,64700
APCS,20260422,1.43,1.51,1.39,1.46,23900
APO,20260422,2.14,2.22,2.14,2.2,1589700
APP,20260422,2.86,2.86,2.78,2.78,443900
APURE,20260422,2.14,2.14,2.1,2.12,99300
AQUA,20260422,0.13,0.13,0.11,0.12,1304300
ARIN,20260422,0.54,0.54,0.51,0.53,1046900
ARIP,20260422,0.45,0.45,0.44,0.44,1368200
ARROW,20260422,5.35,5.35,5.3,5.3,66800
AS,20260422,2.74,2.76,2.72,2.72,269100
ASAP,20260422,1.15,1.2,1.13,1.2,39000
ASEFA,20260422,4.14,4.14,4.12,4.14,20900
ASIAN,20260422,7,7.05,7,7,244400
ASIMAR,20260422,1.44,1.45,1.41,1.45,161900
ASK,20260422,8.25,8.55,8.25,8.45,289700
ASN,20260422,0.65,0.67,0.65,0.65,5500
ASP,20260422,2.1,2.1,2.08,2.08,126300
ASW,20260422,7.35,7.35,7.25,7.35,3725000
ATLAS,20260422,1.86,1.9,1.85,1.89,9885400
ATP30,20260422,0.8,0.82,0.8,0.8,580600
AU,20260422,4.74,4.74,4.7,4.7,516700
AUCT,20260422,4.96,4.96,4.94,4.94,718300
AURA,20260422,13.3,13.5,13,13.5,1999300
AWC,20260422,2.18,2.2,2.14,2.18,39263800
AXTRART,20260422,13.2,13.3,13,13,252100
AYUD,20260422,37.75,37.75,37,37.75,4800
B,20260422,0.03,0.04,0.03,0.04,1474600
B-WORK,20260422,5.65,5.75,5.65,5.75,59600
B52,20260422,0.21,0.22,0.21,0.22,42000
BA,20260422,14,14,13.7,13.7,4059500
BAFS,20260422,8.45,8.5,8.4,8.45,250400
BAM,20260422,7.15,7.2,7,7.05,21094900
BANPU,20260422,5.4,5.5,5.4,5.45,19647000
BAREIT,20260422,10.6,10.7,10.6,10.6,1401000
BAY,20260422,27.75,28.75,27.75,28.25,1668800
BBGI,20260422,3.92,3.96,3.9,3.96,696500
BBIK,20260422,19.1,19.3,19.1,19.1,374900
BBL,20260422,160.5,164,160,163,20343300
BC,20260422,0.71,0.73,0.71,0.73,2400
BCH,20260422,9.8,9.9,9.8,9.85,2120700
BCP,20260422,35.5,36,35.25,35.75,1988500
BCPG,20260422,6.75,7.15,6.75,7.1,19685800
BCT,20260422,46.5,47,43.25,47,7400
BDMS,20260422,18.6,18.7,18.5,18.6,19940000
BE8,20260422,5.6,5.75,5.4,5.5,404700
BEAUTY,20260422,0.35,0.36,0.35,0.35,1140800
BEC,20260422,1.91,1.93,1.89,1.9,592600
BEM,20260422,5.5,5.5,5.4,5.4,17864500
BEYOND,20260422,8.3,8.55,8.3,8.55,17400
BGC,20260422,5.6,5.7,5.6,5.7,60800
BGRIM,20260422,12.2,12.4,12.2,12.2,6142100
BGT,20260422,0.39,0.41,0.38,0.38,127700
BH,20260422,173,174.5,170,170,5438700
BIG,20260422,0.3,0.3,0.29,0.29,968400
BIOTEC,20260422,0.28,0.29,0.27,0.28,9272100
BIS,20260422,2.04,2.06,2.04,2.04,3900
BIZ,20260422,4.72,4.72,4.68,4.68,145700
BJC,20260422,14.8,15,14.8,15,1999900
BJCHI,20260422,0.75,0.76,0.71,0.75,262100
BKA,20260422,0.79,0.8,0.77,0.77,1491600
BKD,20260422,1.07,1.08,1.06,1.06,9900
BKGI,20260422,1.32,1.32,1.31,1.31,82100
BKIH,20260422,322,323,322,323,5800
BLA,20260422,20.6,21,20.3,20.7,4157900
BLAND,20260422,0.44,0.45,0.43,0.44,21462200
BLC,20260422,3.9,3.92,3.88,3.92,311100
BLESS,20260422,0.24,0.26,0.23,0.25,927800
BM,20260422,0.99,1,0.99,0.99,707700
BOFFICE,20260422,5.45,5.55,5.45,5.55,208100
BOL,20260422,4.98,5,4.98,5,100600
BPP,20260422,11.4,11.4,11.2,11.3,55500
BPS,20260422,0.41,0.43,0.41,0.43,43400
BR,20260422,1.64,1.66,1.64,1.65,515300
BRI,20260422,1.3,1.31,1.28,1.29,114500
BRR,20260422,3.76,3.76,3.72,3.74,56000
BRRGIF,20260422,3.74,3.78,3.74,3.78,153900
BSBM,20260422,0.59,0.61,0.58,0.59,444100
BSM,20260422,0.34,0.34,0.33,0.34,20300
BTC,20260422,0.18,0.19,0.18,0.18,6492600
BTG,20260422,23.2,23.5,23.1,23.3,2772800
BTNC,20260422,15.9,16,15.8,15.8,10300
BTS,20260422,2.14,2.24,2.14,2.16,118673500
BTSGIF,20260422,2.58,2.6,2.56,2.58,1129000
BTW,20260422,0.09,0.09,0.08,0.09,76800
BUI,20260422,11,11,10.8,10.9,10300
BVG,20260422,1.6,1.6,1.59,1.59,45700
BWG,20260422,0.29,0.29,0.28,0.28,16477400
BYD,20260422,0.5,0.53,0.5,0.51,8284000
CAZ,20260422,1.41,1.46,1.41,1.43,18500
CBG,20260422,37.25,37.75,37,37.25,1673800
CCET,20260422,5.45,6.3,5.45,6.05,191494500
CCP,20260422,0.27,0.28,0.26,0.27,3783700
CEN,20260422,0.68,0.76,0.68,0.71,5834600
CENTEL,20260422,32.75,33,32.25,32.75,5386500
CEYE,20260422,1.2,1.22,1.18,1.22,25700
CFARM,20260422,0.78,0.79,0.77,0.78,1006800
CFRESH,20260422,0.89,0.89,0.83,0.85,1000700
CGD,20260422,0.11,0.12,0.1,0.11,714700
CGH,20260422,0.45,0.46,0.45,0.46,365400
CH,20260422,1.59,1.6,1.57,1.59,90300
CHAO,20260422,4.36,4.36,4.3,4.32,13400
CHASE,20260422,0.46,0.47,0.46,0.46,207400
CHAYO,20260422,1.03,1.03,1.01,1.01,754500
CHEWA,20260422,0.18,0.18,0.17,0.17,269200
CHG,20260422,1.43,1.43,1.41,1.41,8229400
CHIC,20260422,0.25,0.27,0.25,0.27,86500
CHOW,20260422,1.25,1.27,1.25,1.27,19600
CI,20260422,0.33,0.33,0.32,0.32,9400
CIG,20260422,0.02,0.03,0.02,0.02,1942800
CITY,20260422,1.15,1.2,1.14,1.2,12000
CIVIL,20260422,0.82,0.83,0.8,0.8,56000
CK,20260422,17.6,17.6,17,17,5610600
CKP,20260422,2.32,2.32,2.28,2.3,2125700
CM,20260422,1.64,1.64,1.61,1.61,10100
CMAN,20260422,2.5,2.56,2.48,2.56,108900
CMC,20260422,0.35,0.35,0.33,0.35,163600
CMO,20260422,0.72,0.79,0.7,0.75,2789400
CMR,20260422,1.3,1.32,1.29,1.29,129100
CNT,20260422,1.03,1.05,1.01,1.03,7400
COCOCO,20260422,5.6,5.65,5.5,5.6,615400
COLOR,20260422,1.02,1.02,1.02,1.02,31200
