<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260128,11.74,11.9,11.74,11.9,24
2I01BSET50-O,20260128,4.06,4.06,4.06,4.06,8
2X01BSET50-O,20260128,5.7,5.7,5.7,5.7,5
BMSCITH-O,20260128,10.58,10.58,10.56,10.56,3
BSET100-O,20260128,9.62,9.62,9.62,9.62,21
GLD-O,20260128,6.37,6.58,6.37,6.54,2194
TDEX-O,20260128,8.84,8.84,8.81,8.84,448
1DIV,20260128,11.69,11.75,11.69,11.73,37800
1I01BSET50,20260128,4.5,4.5,4.5,4.5,100
2I01BSET50,20260128,4.04,4.06,4,4.03,329700
2X01BSET50,20260128,5.73,5.77,5.67,5.77,714300
ABFTH,20260128,1380,1380,1380,1380,100
BMSCG,20260128,7.44,7.5,7.44,7.5,300
BMSCITH,20260128,10.53,10.58,10.5,10.55,331300
BSET100,20260128,9.6,9.62,9.6,9.62,21400
CHINA,20260128,6.92,6.92,6.9,6.91,17600
GLD,20260128,6.4,6.56,6.39,6.51,7772400
TDEX,20260128,8.8,8.84,8.8,8.82,581500
UBOT,20260128,14.18,14.29,14.18,14.29,2200
UHERO,20260128,9.59,9.59,9.52,9.52,700
2S,20260128,2.46,2.5,2.46,2.46,40400
3BBIF,20260128,6.4,6.45,6.35,6.4,2397900
88TH,20260128,4.44,4.56,4.42,4.52,2861700
A5,20260128,1.82,1.84,1.65,1.83,86700
AAI,20260128,4.18,4.22,4.18,4.2,473500
AAV,20260128,1.14,1.15,1.13,1.13,61262300
ABM,20260128,0.59,0.65,0.59,0.65,97400
ACC,20260128,0.4,0.41,0.39,0.39,1927500
ACE,20260128,1.3,1.3,1.29,1.3,1380100
ACG,20260128,0.57,0.59,0.57,0.57,30500
ADB,20260128,0.57,0.58,0.56,0.58,230400
ADD,20260128,3.78,3.84,3.58,3.84,33000
ADVANC,20260128,350,353,348,352,3591200
ADVICE,20260128,5.7,5.7,5.45,5.55,1455200
AE,20260128,0.1,0.1,0.09,0.09,2273600
AEONTS,20260128,98.25,98.25,96.75,96.75,719100
AF,20260128,0.33,0.33,0.32,0.33,52000
AFC,20260128,3.4,3.4,3.36,3.38,1800
AGE,20260128,1.29,1.29,1.27,1.27,276800
AH,20260128,13,13.2,12.9,12.9,204000
AHC,20260128,13,13.7,13,13.6,7400
AI,20260128,2.98,3.02,2.98,3,258000
AIE,20260128,1.02,1.03,1.01,1.01,385600
AIMCG,20260128,1.67,1.68,1.66,1.68,27800
AIMIRT,20260128,10.8,10.8,10.7,10.7,368400
AIRA,20260128,0.99,1,0.98,1,112000
AIT,20260128,4.98,5,4.96,4.98,723200
AJ,20260128,1.86,1.9,1.84,1.84,1575200
AJA,20260128,0.16,0.16,0.15,0.16,3029500
AKP,20260128,0.63,0.64,0.63,0.64,679300
AKR,20260128,0.84,0.84,0.83,0.84,811800
AKS,20260128,0.02,0.02,0.01,0.02,604200
ALLA,20260128,1.17,1.18,1.17,1.17,60000
ALLY,20260128,4.36,4.36,4.32,4.34,173800
ALPHAX,20260128,0.5,0.51,0.48,0.48,3687300
ALT,20260128,1.15,1.17,1.14,1.14,521700
ALUCON,20260128,202,205,199,200,1900
AMA,20260128,4.1,4.1,4.08,4.1,211600
AMANAH,20260128,0.73,0.75,0.73,0.74,68100
AMARC,20260128,2.64,2.7,2.62,2.62,3422500
AMARIN,20260128,2.08,2.08,2,2,39300
AMATA,20260128,15.6,15.8,15.4,15.7,10530900
AMATAR,20260128,6.65,6.7,6.65,6.7,20800
AMATAV,20260128,1.82,1.82,1.78,1.79,53000
AMC,20260128,2.1,2.12,2.1,2.12,3200
AMR,20260128,0.39,0.41,0.39,0.39,79400
ANAN,20260128,0.42,0.42,0.41,0.41,2166200
ANI,20260128,2.74,2.78,2.72,2.74,23500
AOT,20260128,51.5,52.5,51.25,52.25,20450400
AP,20260128,8.95,9.1,8.9,9.1,22347100
APCO,20260128,2.8,2.84,2.8,2.84,51000
APCS,20260128,1.31,1.31,1.25,1.25,86500
APO,20260128,1.87,1.89,1.86,1.87,409100
APP,20260128,2.52,2.54,2.5,2.52,103900
APURE,20260128,2.18,2.2,2.16,2.2,33600
AQUA,20260128,0.15,0.16,0.15,0.15,3687800
ARIN,20260128,0.58,0.59,0.57,0.58,1040900
ARIP,20260128,0.42,0.44,0.42,0.43,808800
ARROW,20260128,5.05,5.05,5,5.05,50600
AS,20260128,2.82,2.9,2.8,2.86,2602600
ASAP,20260128,1.2,1.2,1.2,1.2,3100
ASEFA,20260128,3.48,3.48,3.46,3.48,46300
ASIA,20260128,6,6,6,6,100
ASIAN,20260128,7.35,7.45,7.35,7.45,225100
ASIMAR,20260128,1.52,1.52,1.5,1.51,10900
ASK,20260128,7.8,7.95,7.8,7.85,314900
ASN,20260128,0.79,0.8,0.79,0.8,6100
ASP,20260128,2.06,2.1,2.06,2.08,265500
ASW,20260128,6,6,5.9,6,137500
ATLAS,20260128,1.68,1.7,1.67,1.68,1886200
ATP30,20260128,0.89,0.89,0.87,0.88,72100
AU,20260128,5,5.05,4.92,4.94,499300
