<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260318,12.06,12.06,12.06,12.06,10
2X01BSET50-O,20260318,6.66,6.8,6.66,6.8,69
BMSCG-O,20260318,8,8,8,8,1
BMSCITH-O,20260318,11.88,11.88,11.82,11.84,39
BSET100-O,20260318,10.6,10.6,10.51,10.51,3
CHINA-O,20260318,7.18,7.18,7.13,7.17,4
GLD-O,20260318,6.4,6.4,6.36,6.36,166
TDEX-O,20260318,9.34,9.35,9.32,9.33,79
UBOT-O,20260318,13.29,13.29,13.29,13.29,20
UHERO-O,20260318,8.29,8.29,8.29,8.29,6
1DIV,20260318,11.95,12.05,11.95,11.98,30300
1I01BSET50,20260318,4.05,4.07,4.05,4.07,12000
2I01BSET50,20260318,3.24,3.33,3.21,3.25,813900
2X01BSET50,20260318,6.74,6.8,6.67,6.7,108900
BMSCG,20260318,7.77,7.77,7.77,7.77,5000
BMSCITH,20260318,11.84,11.9,11.77,11.77,285400
BSET100,20260318,10.6,10.6,10.49,10.49,24600
CHINA,20260318,7.14,7.14,7.11,7.13,10200
GLD,20260318,6.38,6.38,6.34,6.36,1446700
TDEX,20260318,9.32,9.38,9.29,9.3,1772800
UBOT,20260318,13.29,13.29,13.29,13.29,1200
2S,20260318,2.5,2.58,2.48,2.54,78400
3BBIF,20260318,6.6,6.6,6.55,6.6,3469800
88TH,20260318,5.25,5.4,5.15,5.15,1952400
A5,20260318,1.85,1.85,1.85,1.85,1100
AAI,20260318,3.42,3.56,3.38,3.48,9984000
AAV,20260318,1.12,1.12,1.09,1.1,63397400
ABM,20260318,0.61,0.61,0.56,0.59,127500
ACC,20260318,0.39,0.39,0.38,0.39,1053300
ACE,20260318,1.29,1.3,1.28,1.29,899400
ACG,20260318,0.63,0.63,0.6,0.62,30900
ADB,20260318,0.63,0.64,0.6,0.6,1280100
ADD,20260318,3.56,3.7,3.52,3.6,105300
ADVANC,20260318,382,385,379,379,5555900
ADVICE,20260318,5.65,5.65,5.6,5.65,721800
AE,20260318,0.1,0.11,0.09,0.1,23968500
AEONTS,20260318,91.25,91.5,90,90.5,241700
AF,20260318,0.35,0.35,0.35,0.35,900
AFC,20260318,3.18,3.18,3.08,3.16,300
AGE,20260318,1.36,1.38,1.32,1.32,2318600
AH,20260318,13.3,13.3,13.1,13.3,225100
AHC,20260318,13,13.2,13,13.2,200
AI,20260318,2.98,3.02,2.98,2.98,97500
AIE,20260318,1.21,1.27,1.21,1.23,6771600
AIMCG,20260318,1.28,1.3,1.28,1.3,8000
AIMIRT,20260318,10.9,10.9,10.8,10.9,83600
AIRA,20260318,1.14,1.14,1.14,1.14,100
AIT,20260318,4.88,4.9,4.86,4.88,447200
AJ,20260318,2.62,2.78,2.52,2.52,33308100
AJA,20260318,0.17,0.17,0.16,0.17,1336800
AKP,20260318,0.71,0.71,0.7,0.7,758600
AKR,20260318,0.91,0.92,0.89,0.91,1701600
ALLA,20260318,1.23,1.23,1.22,1.23,184200
ALLY,20260318,4.3,4.32,4.3,4.32,331000
ALPHAX,20260318,0.48,0.48,0.46,0.47,7442700
ALT,20260318,1.08,1.09,1.06,1.09,35015900
ALUCON,20260318,215,218,215,218,1000
AMA,20260318,3.94,3.98,3.94,3.96,219500
AMANAH,20260318,0.7,0.7,0.69,0.7,91700
AMARC,20260318,3.48,3.52,3.44,3.44,1333200
AMARIN,20260318,2.66,2.86,2.66,2.86,2200
AMATA,20260318,19.4,19.8,19.2,19.7,18083000
AMATAR,20260318,6.65,6.65,6.6,6.65,117400
AMATAV,20260318,2.02,2.04,2,2.02,34100
AMC,20260318,2.1,2.16,2.1,2.16,33400
AMR,20260318,0.35,0.35,0.34,0.35,368700
ANAN,20260318,0.38,0.38,0.36,0.38,1164400
ANI,20260318,2.7,2.7,2.6,2.68,110800
AOT,20260318,50,50.25,49.5,49.5,22546000
