<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260220,12.4,16,12.4,16,61
2I01BSET50-O,20260220,3.2,3.24,3.18,3.24,51
2X01BSET50-O,20260220,7.11,7.13,7.09,7.09,175
BMSCITH-O,20260220,11.85,11.85,11.78,11.8,12
BSET100-O,20260220,10.85,10.85,10.78,10.78,213
CHINA-O,20260220,6.89,6.89,6.89,6.89,32
GLD-O,20260220,6.15,6.2,6.15,6.2,325
TDEX-O,20260220,9.5,9.55,9.3,9.49,819
UBOT-O,20260220,14.34,14.34,14.34,14.34,1
1DIV,20260220,12.4,12.4,12.28,12.38,122800
1I01BSET50,20260220,3.99,4.01,3.99,4.01,15400
2I01BSET50,20260220,3.16,3.21,3.15,3.2,1941800
2X01BSET50,20260220,7.18,7.19,7.05,7.09,424500
BMSCG,20260220,8.47,8.47,8.3,8.35,26300
BMSCITH,20260220,11.88,11.9,11.78,11.78,193400
BSET100,20260220,10.82,10.82,10.73,10.75,152100
CHINA,20260220,6.85,6.86,6.83,6.86,27000
GLD,20260220,6.15,6.2,6.14,6.2,2274800
TDEX,20260220,9.53,9.56,9.47,9.5,1236800
UBOT,20260220,14.34,14.44,14.34,14.44,3300
UHERO,20260220,8.3,9.3,8.3,9.3,3100
2S,20260220,2.66,2.78,2.64,2.64,17800
3BBIF,20260220,6.6,6.6,6.55,6.55,5279900
88TH,20260220,4.94,4.94,4.8,4.84,1917300
A5,20260220,1.84,1.85,1.84,1.84,8100
AAI,20260220,4.5,4.5,4.3,4.3,13138800
AAV,20260220,1.32,1.33,1.27,1.29,145153900
ABM,20260220,0.65,0.66,0.64,0.66,48100
ACC,20260220,0.46,0.46,0.42,0.42,4532500
ACE,20260220,1.3,1.31,1.29,1.3,1496300
ACG,20260220,0.6,0.62,0.58,0.6,143000
ADB,20260220,0.62,0.62,0.58,0.58,516800
ADD,20260220,4,4.14,4,4.12,41900
