<TICKER>,<DTYYYYMMDD>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
1DIV-O,20260423,11.88,12.17,11.88,12.17,40
2I01BSET50-O,20260423,3.12,3.12,3.12,3.12,3
2X01BSET50-O,20260423,6.88,6.88,6.88,6.88,22
BMSCITH-O,20260423,12.11,12.11,12,12,56
BSET100-O,20260423,10.66,10.66,10.66,10.66,40
CHINA-O,20260423,7.33,7.33,7.33,7.33,8
GLD-O,20260423,6.05,6.06,6.04,6.04,204
TDEX-O,20260423,9.6,9.6,9.43,9.43,549
1DIV,20260423,12.2,12.21,12.11,12.16,10900
1I01BSET50,20260423,3.95,3.98,3.95,3.96,35300
2I01BSET50,20260423,3.08,3.13,3.07,3.11,1069900
2X01BSET50,20260423,6.92,6.92,6.79,6.83,191500
BMSCG,20260423,7.94,7.94,7.94,7.94,100
BMSCITH,20260423,12.14,12.14,11.98,12,77800
BSET100,20260423,10.66,10.7,10.63,10.63,74600
CHINA,20260423,7.33,7.36,7.31,7.32,364600
GLD,20260423,6.05,6.05,6.02,6.03,1204000
TDEX,20260423,9.52,9.52,9.4,9.44,470300
UHERO,20260423,8.39,8.49,8.39,8.49,2600
2S,20260423,2.68,2.7,2.68,2.7,100400
3BBIF,20260423,6.75,6.75,6.7,6.7,5883900
88TH,20260423,4.68,4.76,4.68,4.68,925500
A5,20260423,1.85,1.85,1.83,1.84,12700
AAI,20260423,3.36,3.4,3.34,3.34,5244500
AAV,20260423,1.11,1.11,1.09,1.09,66663000
ABM,20260423,0.5,0.5,0.49,0.49,38700
ACC,20260423,0.38,0.38,0.37,0.38,420900
ACE,20260423,1.27,1.28,1.27,1.27,224900
ACG,20260423,0.71,0.71,0.69,0.7,5700
ADB,20260423,0.63,0.63,0.61,0.62,121300
ADD,20260423,3.16,3.2,3.16,3.2,11000
ADVANC,20260423,348,348,344,345,7707500
ADVICE,20260423,5.5,5.65,5.45,5.6,2568700
AE,20260423,0.08,0.08,0.07,0.07,446100
AEONTS,20260423,93.5,93.5,92.75,93.25,384200
AF,20260423,0.36,0.39,0.36,0.39,20500
AFC,20260423,3.02,3.02,2.98,2.98,10200
AGE,20260423,1.22,1.22,1.16,1.17,1135000
AH,20260423,13,13.2,12.9,13.2,126400
AHC,20260423,13.9,13.9,13.4,13.4,2300
AI,20260423,2.9,2.92,2.88,2.88,462700
AIE,20260423,1.09,1.15,1.09,1.11,1908900
AIMCG,20260423,1.35,1.35,1.35,1.35,5400
AIMIRT,20260423,11.3,11.4,11.1,11.1,483700
AIRA,20260423,1.06,1.06,1.06,1.06,7000
AIT,20260423,4.66,4.7,4.66,4.68,543000
AJ,20260423,2.52,2.54,2.4,2.44,5889600
AJA,20260423,0.16,0.16,0.15,0.16,549900
AKP,20260423,0.71,0.71,0.69,0.69,562800
AKR,20260423,0.94,0.94,0.93,0.93,2623000
ALLA,20260423,1.25,1.25,1.23,1.25,292700
ALLY,20260423,4.54,4.54,4.48,4.5,658500
ALPHAX,20260423,0.36,0.36,0.34,0.36,6557000
ALT,20260423,1.3,1.3,1.26,1.27,871900
ALUCON,20260423,240,240,236,237,1000
AMA,20260423,3.9,3.9,3.86,3.88,210900
AMANAH,20260423,0.65,0.65,0.63,0.64,525300
AMARC,20260423,3.94,3.94,3.8,3.82,2066600
AMARIN,20260423,2.84,3,2.84,3,10600
AMATA,20260423,20.8,20.9,20.3,20.4,12475100
AMATAR,20260423,6.75,6.8,6.7,6.8,24300
AMATAV,20260423,1.96,1.96,1.93,1.94,23200
AMR,20260423,0.31,0.32,0.3,0.31,94400
ANAN,20260423,0.37,0.38,0.36,0.36,3989200
ANI,20260423,2.62,2.64,2.46,2.46,114900
AOT,20260423,54.5,55.25,54.25,55.25,29589400
AP,20260423,8.65,8.65,8.4,8.5,12414200
APCO,20260423,2.7,2.74,2.66,2.72,73600
APCS,20260423,1.45,1.51,1.39,1.45,129900
APO,20260423,2.26,2.3,2.18,2.18,1931900
APP,20260423,2.8,2.82,2.78,2.78,504500
APURE,20260423,2.12,2.12,2.08,2.12,107000
AQUA,20260423,0.12,0.12,0.11,0.12,1331600
ARIN,20260423,0.53,0.53,0.51,0.52,396900
ARIP,20260423,0.45,0.45,0.43,0.43,211600
ARROW,20260423,5.3,5.3,5.25,5.3,3900
AS,20260423,2.74,2.74,2.64,2.68,1090700
ASAP,20260423,1.25,1.26,1.16,1.22,104100
ASEFA,20260423,4.14,4.14,4.1,4.12,44100
ASIA,20260423,5.45,5.45,5.4,5.45,2800
ASIAN,20260423,7,7.05,6.95,6.95,275900
ASIMAR,20260423,1.44,1.45,1.42,1.45,26800
ASK,20260423,8.45,8.5,8.35,8.35,242700
ASN,20260423,0.65,0.67,0.65,0.65,1100
ASP,20260423,2.08,2.1,2.06,2.08,999400
ASW,20260423,7.35,7.35,7.3,7.35,36800
ATLAS,20260423,1.89,1.9,1.85,1.85,4713300
ATP30,20260423,0.81,0.81,0.8,0.81,264900
AU,20260423,4.72,4.72,4.68,4.7,132500
AUCT,20260423,4.94,4.96,4.94,4.96,306600
AURA,20260423,13.5,13.8,13.4,13.8,2265500
AWC,20260423,2.14,2.16,2.06,2.08,111994000
AXTRART,20260423,13.1,13.1,12.6,12.7,2530000
AYUD,20260423,37.75,37.75,37.25,37.75,7800
B,20260423,0.03,0.04,0.03,0.04,3175200
B-WORK,20260423,5.7,5.75,5.7,5.75,362200
B52,20260423,0.22,0.22,0.22,0.22,300
BA,20260423,13.6,13.7,13.4,13.5,3628200
BAFS,20260423,8.45,8.45,8.35,8.4,224400
BAM,20260423,7.1,7.1,7,7.05,10256500
BANPU,20260423,5.45,5.55,5.45,5.5,48565600
BAREIT,20260423,10.6,10.6,10.5,10.5,397100
BAY,20260423,28,28,27.5,27.75,457100
BBGI,20260423,3.98,4.06,3.96,3.98,1189800
BBIK,20260423,19,19,18.5,18.5,645200
BBL,20260423,162,162.5,160.5,161,12683200
BC,20260423,0.72,0.73,0.72,0.73,42900
BCH,20260423,9.85,9.9,9.75,9.75,4326700
BCP,20260423,35.75,36.25,34.25,34.5,7008900
BCPG,20260423,7.1,7.1,6.85,6.9,12847400
BCT,20260423,47,48,47,48,500
BDMS,20260423,18.6,18.6,18.4,18.5,40843300
BE8,20260423,5.5,5.6,5.35,5.4,293500
BEAUTY,20260423,0.35,0.35,0.34,0.35,2178800
BEC,20260423,1.9,1.92,1.88,1.92,5519600
BEM,20260423,5.4,5.45,5.25,5.3,48448000
BEYOND,20260423,8.6,8.6,8.6,8.6,100
BGC,20260423,5.65,5.75,5.65,5.65,123800
BGRIM,20260423,12.2,12.4,11.9,12.2,16891100
BGT,20260423,0.38,0.38,0.37,0.37,114600
BH,20260423,174,175,169,170.5,7663100
BIG,20260423,0.3,0.3,0.29,0.3,319100
BIOTEC,20260423,0.28,0.29,0.27,0.27,11286700
BIS,20260423,2.04,2.06,2,2.06,354200
BIZ,20260423,4.7,4.7,4.66,4.66,304000
BJC,20260423,14.9,15,14.6,14.8,3631500
BJCHI,20260423,0.73,0.74,0.7,0.73,323300
BKA,20260423,0.78,0.78,0.73,0.74,2021900
BKD,20260423,1.07,1.07,1.04,1.06,38000
BKGI,20260423,1.31,1.33,1.31,1.33,188700
BKIH,20260423,322,322,322,322,11000
BLA,20260423,20.8,21.3,20.3,20.3,2463700
BLAND,20260423,0.45,0.45,0.43,0.43,1359400
BLC,20260423,3.92,3.94,3.88,3.94,563400
BLESS,20260423,0.26,0.26,0.24,0.25,156000
BM,20260423,0.99,1,0.99,0.99,83400
BOFFICE,20260423,5.5,5.55,5.5,5.5,375200
BOL,20260423,5,5,4.98,5,90700
BPP,20260423,11.3,11.4,11.2,11.4,31600
BPS,20260423,0.43,0.43,0.42,0.42,6200
BR,20260423,1.65,1.65,1.64,1.65,129300
BRI,20260423,1.3,1.3,1.25,1.29,627100
BROCK,20260423,1.21,1.21,1.19,1.19,11300
BRR,20260423,3.74,3.74,3.68,3.7,151400
BRRGIF,20260423,3.76,3.78,3.76,3.78,9500
BSBM,20260423,0.6,0.6,0.58,0.58,102100
BSM,20260423,0.34,0.34,0.33,0.34,17300
BTC,20260423,0.19,0.19,0.18,0.18,2333000
BTG,20260423,23.4,23.7,22.9,22.9,4917600
BTNC,20260423,15.8,15.9,15.8,15.9,3600
BTS,20260423,2.16,2.18,2.1,2.12,36026100
BTSGIF,20260423,2.58,2.6,2.58,2.6,750400
BUI,20260423,11,11,11,11,600
BVG,20260423,1.6,1.62,1.58,1.62,25000
BWG,20260423,0.28,0.29,0.28,0.28,23975300
BYD,20260423,0.52,0.53,0.5,0.5,7061300
CAZ,20260423,1.42,1.45,1.42,1.43,25100
CBG,20260423,37,37,35.75,36.5,3049700
CCET,20260423,6.05,6.1,5.8,5.9,93085600
CCP,20260423,0.27,0.27,0.26,0.26,461800
CEN,20260423,0.71,0.71,0.67,0.69,1166000
CENTEL,20260423,32.25,32.5,31,31.25,10680100
CEYE,20260423,1.21,1.23,1.21,1.21,300
CFARM,20260423,0.77,0.77,0.73,0.73,1814000
CFRESH,20260423,0.84,0.85,0.83,0.83,158700
CGD,20260423,0.11,0.12,0.11,0.12,259900
CGH,20260423,0.45,0.47,0.45,0.45,802600
